candidate,party,percent,votes,office
Over Votes,,0.00%,0,Mayor
"Willis, Robey B.",NP,100.00%,"15,371",Justice of the Peace Department 1
Under Votes,,0.00%,0,Justice of the Peace Department 1
Over Votes,,0.00%,0,Justice of the Peace Department 1
"Tatro, John",NP,100.00%,"14,689",Justice of the Peace Department 2
Under Votes,,0.00%,0,Justice of the Peace Department 2
Over Votes,,0.00%,0,Justice of the Peace Department 2
"Plank, Jon C.",NP,100.00%,"14,335",Supervisor Ward 2
Under Votes,,0.00%,0,Supervisor Ward 2
Over Votes,,0.00%,0,Supervisor Ward 2
"Horton, Verne R.",NP,42.09%,"7,043",Supervisor Ward 4
"Staub, Richard S.",NP,57.91%,"9,691",Supervisor Ward 4
Under Votes,,0.00%,0,Supervisor Ward 4
Over Votes,,0.00%,0,Supervisor Ward 4
Yes,,36.63%,"6,790",Ballot Question 1
No,,63.37%,"11,748",Ballot Question 1
Under Votes,,0.00%,0,Ballot Question 1
Over Votes,,0.00%,0,Ballot Question 1
Yes,,70.27%,"13,417",Ballot Question 2
No,,29.73%,"5,677",Ballot Question 2
Under Votes,,0.00%,0,Ballot Question 2
Over Votes,,0.00%,0,Ballot Question 2
