candidate,party,percent,votes,office
"MASON, LARRY P.",DEM,100.00%,"9,974","CONSTABLE, LAS VEGAS TOWNSHIP (Republican)"
"ALBANO,  ""FRANK""",NP,17.48%,"3,803","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT D"
"GRECO, STEVE J.",NP,24.07%,"5,238","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT D"
"JANISON, TERRI",NP,58.45%,"12,718","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT D"
"CHRISTOS, SAM",NP,8.60%,"1,960","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT E"
"EDWARDS, CAROLYN",NP,40.95%,"9,328","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT E"
"JOYA, SONIA",NP,25.13%,"5,725","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT E"
"KING,  ""SAM""",NP,10.87%,"2,476","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT E"
"TRACY, MITCHELL T.",NP,14.44%,"3,289","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT E"
"DUPALO, MARTIN DEAN",NP,33.05%,"6,360","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT F"
"GREISEN, GINA",NP,27.84%,"5,357","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT F"
"MOULTON, SHEILA R.",NP,39.12%,"7,528","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT F"
"AIROLA, JERRY M.",NP,21.83%,"35,729","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT G"
"BARRETT, MAX",NP,0.66%,"1,082","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT G"
"BISCH, LAURIE PINK",NP,18.92%,"30,970","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT G"
"BORDERS, KEITH NELSON",NP,0.41%,675,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT G"
"CASTILLO, JOE",NP,2.08%,"3,401","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT G"
"CONGER, BILL",NP,12.41%,"20,315","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT G"
"DAVIS, II, EARL WILLIAM",NP,0.66%,"1,088","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT G"
"GILLESPIE, DOUGLAS C.",NP,37.99%,"62,184","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT G"
"KARKOS, SCOTT A.",NP,0.45%,742,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT G"
"KEPLER, LARRY",NP,0.51%,843,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT G"
"LAWLOR, III, JOE ""JAKE""",NP,0.25%,410,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT G"
"MATTINGLY, MOE",NP,0.26%,428,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT G"
"MURDOCH, JOHN",NP,0.52%,855,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT G"
"THOMAS, MICHAEL",NP,0.58%,954,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT G"
"WARNER, RICHARD",NP,0.75%,"1,229","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT G"
"WILLIAMS, RON",NP,1.71%,"2,800","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT G"
"MILLER, VICTOR LEE",NP,100.00%,"2,975",SHERIFF
"BUNDY, CAROL T.",NP,26.36%,58,"JUSTICE OF THE PEACE, BOULDER TOWNSHIP"
"DODENBIER, DARRYLL B.",NP,27.27%,60,"JUSTICE OF THE PEACE, BOULDER TOWNSHIP"
"LEAVITT, DAVID A.",NP,46.36%,102,"JUSTICE OF THE PEACE, BOULDER TOWNSHIP"
"BURR, RODNEY T.",NP,100.00%,"25,401","JUSTICE OF THE PEACE, BUNKERVILLE TOWNSHIP"
"LIPPIS, DEBORAH",NP,100.00%,"87,778","JUSTICE OF THE PEACE, HENDERSON TOWNSHIP, DEPT. 1"
"SMITH, DOUG",NP,100.00%,"87,573","JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1"
"JANSEN, WILLIAM ""BILL""",NP,100.00%,"87,683","JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 2"
"ARENAS, FRANCIS A.",NP,17.86%,"17,251","JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5"
"ZIMMERMAN, ANN E.",NP,60.04%,"58,006","JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5"
"ZOBRIST, GERRY",NP,22.11%,"21,360","JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5"
"POLLOCK, KENNETH E.",NP,28.21%,"27,861","JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8"
"SILVER, ABBI",NP,50.05%,"49,434","JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8"
"ZADROWSKI, BERNIE",NP,21.74%,"21,478","JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8"
"ATKINS, TIM",NP,29.86%,292,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 10"
"BURGESS, DENNIS J.",NP,19.22%,188,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 10"
"GEREMIA, JOHN",NP,13.91%,136,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 10"
"SINDELAR, RON",NP,9.20%,90,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 10"
"SMITLEY, THOMAS H.",NP,27.81%,272,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 10"
"KOLHOSS, RUTH",NP,100.00%,122,"JUSTICE OF THE PEACE, LAUGHLIN TOWNSHIP"
"KRUSE, ERIC S.",NP,13.35%,211,"JUSTICE OF THE PEACE, MOAPA TOWNSHIP"
"LEAVITT, CHLOIE",NP,2.85%,45,"JUSTICE OF THE PEACE, MOAPA TOWNSHIP"
"RODGERS, KENNY",NP,36.37%,575,"JUSTICE OF THE PEACE, MOAPA TOWNSHIP"
"WAITE, D. LANNY",NP,47.44%,750,"JUSTICE OF THE PEACE, MOAPA TOWNSHIP"
"DAHL, STEPHEN",NP,100.00%,"10,431","JUSTICE OF THE PEACE, MOAPA VALLEY TOWNSHIP"
"LEE, CHRIS",NP,42.34%,"4,996","JUSTICE OF THE PEACE, N LAS VEGAS TOWNSHIP, DEPT 1"
"PEREZ, MARIA",NP,19.58%,"2,311","JUSTICE OF THE PEACE, N LAS VEGAS TOWNSHIP, DEPT 1"
"TYRRELL, NATALIE",NP,38.08%,"4,494","JUSTICE OF THE PEACE, N LAS VEGAS TOWNSHIP, DEPT 1"
"CANEPA, MITCH",NP,23.83%,61,"JUSTICE OF THE PEACE, N LAS VEGAS TOWNSHIP, DEPT 2"
"TURNER, WENDELL E.",NP,46.09%,118,"JUSTICE OF THE PEACE, N LAS VEGAS TOWNSHIP, DEPT 2"
"WEAVER, JACK J.",NP,30.08%,77,"JUSTICE OF THE PEACE, N LAS VEGAS TOWNSHIP, DEPT 2"
