candidate,party,percent,votes,office
"ARMSTRONG, C. LEE",DEM,38.99%,"1,727",COUNTY CLERK
"SMITH, RUSSELL D.",REP,61.01%,"2,702",COUNTY CLERK
"DUFURRENA, RITA",REP,100.00%,"3,895",DISTRICT ATTORNEY
"HAMMOND, MARY ANN",REP,100.00%,"4,013",PUBLIC ADMINISTRATOR
"HOLZEL, DEE A.",DEM,24.91%,"1,108",COUNTY RECORDER
"RACKLEY, GINA",REP,75.09%,"3,340",COUNTY RECORDER
"HANZLIK, MAURICE J. ""MOE""",NP,61.12%,"2,426",Treasurer
"HARTLEY, DALE E.",NP,38.88%,"1,543",Treasurer
"HILL, JOHN",NP,71.71%,"2,890","Humboldt County Hospital Dist Trustee, Seat B"
"NIELSEN, ARLOW",NP,28.29%,"1,140","Humboldt County Hospital Dist Trustee, Seat B"
"HILLYER, ANDREW C.",NP,52.18%,"2,213",School Board Trustee Seat A
"OKUMA, DEBBIE A.",NP,47.82%,"2,028",School Board Trustee Seat A
"DORY, EARL E.",NP,56.04%,51,School Board Trustee Seat F
"MORRISON, GAYLE",NP,43.96%,40,School Board Trustee Seat F
"HARTLEY, DALE E.",NP,19.13%,22,Golconda Fire District Seat B
"MODDRELL, JOHN R.",NP,80.87%,93,Golconda Fire District Seat B
"KILGORE, EDWIN R.",NP,50.77%,"2,264",McDermitt Fire District Seat C
"RAABE, STEVEN E.",NP,49.23%,"2,195",McDermitt Fire District Seat C
"HUMMEL, LAURA",NP,10.79%,226,Sheriff - HUMBOLDT - NP
"STONE, RICHARD D.",NP,40.64%,851,Sheriff - HUMBOLDT - NP
"WILLIS-PUTNAM, DI AN",NP,48.57%,"1,017",Sheriff - HUMBOLDT - NP
"CAIN, DOUGLAS",NP,52.95%,"1,068",Mayor WINNEMUCCA
"WARR, LES",NP,47.05%,949,Mayor WINNEMUCCA
"JOHNSON, GARY",NP,25.54%,"1,118","Winnemucca Councilman, Seat Number 2"
"WAMBOLT, GENE",NP,74.46%,"3,259","Winnemucca Councilman, Seat Number 2"
