county,precinct,office,candidate,votes,district
Carson City,107,Attorney General,Catherine Cortez Masto,476,
Carson City,107,Attorney General,None Of These Candidates,45,
Carson City,107,Governor,Craig Bergland,6,
Carson City,107,Governor,Jim Gibbons,575,
Carson City,107,Governor,Christopher Hansen,17,
Carson City,107,Governor,None Of These Candidates,31,
Carson City,107,Governor,Dina Titus,305,
Carson City,107,State House,Bonnie Parnell,446,40
Carson City,107,State House,Sheila Ward,466,40
Carson City,107,State Senate,Mark Amodei,770,
Carson City,107,State Senate,Merrit Yochum,113,
Carson City,107,U.S. House,Jill Derby,315,2
Carson City,107,U.S. House,Dean Heller,588,2
Carson City,107,U.S. House,James Kroshus,11,2
Carson City,107,U.S. House,Daniel Rosen,10,2
Carson City,107,U.S. Senate,Jack Carter,239,
Carson City,107,U.S. Senate,David Schumann,7,
Carson City,107,U.S. Senate,John Ensign,667,
Carson City,107,U.S. Senate,None Of These Candidates,16,
Carson City,107,U.S. Senate,Brendan Trainor,7,
Carson City,109,Attorney General,Don Chairez,326,
Carson City,109,Attorney General,Catherine Cortez Masto,548,
Carson City,109,Attorney General,None Of These Candidates,46,
Carson City,109,Governor,Craig Bergland,7,
Carson City,109,Governor,Jim Gibbons,499,
Carson City,109,Governor,Christopher Hansen,22,
Carson City,109,Governor,None Of These Candidates,34,
Carson City,109,Governor,Dina Titus,373,
Carson City,109,State House,Bonnie Parnell,506,40
Carson City,109,State House,Sheila Ward,407,40
Carson City,109,State Senate,Mark Amodei,709,
Carson City,109,State Senate,Merrit Yochum,178,
Carson City,109,U.S. House,Jill Derby,396,2
Carson City,109,U.S. House,Dean Heller,511,2
Carson City,109,U.S. House,James Kroshus,11,2
Carson City,109,U.S. House,Daniel Rosen,10,2
Carson City,109,U.S. Senate,Jack Carter,312,
Carson City,109,U.S. Senate,David Schumann,13,
Carson City,109,U.S. Senate,John Ensign,593,
Carson City,109,U.S. Senate,None Of These Candidates,12,
Carson City,109,U.S. Senate,Brendan Trainor,5,
Carson City,111,Attorney General,Don Chairez,234,
Carson City,111,Attorney General,Catherine Cortez Masto,472,
Carson City,111,Attorney General,None Of These Candidates,53,
Carson City,111,Governor,Craig Bergland,10,
Carson City,111,Governor,Jim Gibbons,390,
Carson City,111,Governor,Christopher Hansen,38,
Carson City,111,Governor,None Of These Candidates,35,
Carson City,111,Governor,Dina Titus,296,
Carson City,111,State House,Bonnie Parnell,417,40
Carson City,111,State House,Sheila Ward,331,40
Carson City,111,State Senate,Randolph Townsend,559,4
Carson City,111,U.S. House,Jill Derby,373,2
Carson City,111,U.S. House,Dean Heller,352,2
Carson City,111,U.S. House,James Kroshus,23,2
Carson City,111,U.S. House,Daniel Rosen,21,2
Carson City,111,U.S. Senate,Jack Carter,323,
Carson City,111,U.S. Senate,David Schumann,25,
Carson City,111,U.S. Senate,John Ensign,400,
Carson City,111,U.S. Senate,None Of These Candidates,16,
Carson City,111,U.S. Senate,Brendan Trainor,10,
Carson City,113,Attorney General,Don Chairez,283,
Carson City,113,Attorney General,Catherine Cortez Masto,477,
Carson City,113,Attorney General,None Of These Candidates,47,
Carson City,113,Governor,Craig Bergland,8,
Carson City,113,Governor,Jim Gibbons,461,
Carson City,113,Governor,Christopher Hansen,24,
Carson City,113,Governor,None Of These Candidates,43,
Carson City,113,Governor,Dina Titus,276,
Carson City,113,State House,Cathylee James,327,38
Carson City,113,State House,Tom Grady,461,38
Carson City,113,State Senate,Randolph Townsend,631,4
Carson City,113,U.S. House,Jill Derby,315,2
Carson City,113,U.S. House,Dean Heller,457,2
Carson City,113,U.S. House,James Kroshus,17,2
Carson City,113,U.S. House,Daniel Rosen,17,2
Carson City,113,U.S. Senate,Jack Carter,268,
Carson City,113,U.S. Senate,David Schumann,15,
Carson City,113,U.S. Senate,John Ensign,512,
Carson City,113,U.S. Senate,None Of These Candidates,9,
Carson City,113,U.S. Senate,Brendan Trainor,5,
Carson City,201,Attorney General,Don Chairez,168,
Carson City,201,Attorney General,Catherine Cortez Masto,358,
Carson City,201,Attorney General,None Of These Candidates,27,
Carson City,201,Governor,Craig Bergland,9,
Carson City,201,Governor,Jim Gibbons,273,
Carson City,201,Governor,Christopher Hansen,22,
Carson City,201,Governor,None Of These Candidates,26,
Carson City,201,Governor,Dina Titus,226,
Carson City,201,State House,Bonnie Parnell,316,40
Carson City,201,State House,Sheila Ward,224,40
Carson City,201,State Senate,Mark Amodei,390,
Carson City,201,State Senate,Merrit Yochum,135,
Carson City,201,U.S. House,Jill Derby,267,2
Carson City,201,U.S. House,Dean Heller,259,2
Carson City,201,U.S. House,James Kroshus,12,2
Carson City,201,U.S. House,Daniel Rosen,14,2
Carson City,201,U.S. Senate,Jack Carter,233,
Carson City,201,U.S. Senate,David Schumann,7,
Carson City,201,U.S. Senate,John Ensign,297,
Carson City,201,U.S. Senate,None Of These Candidates,12,
Carson City,201,U.S. Senate,Brendan Trainor,7,
Carson City,203,Attorney General,Don Chairez,238,
Carson City,203,Attorney General,Catherine Cortez Masto,441,
Carson City,203,Attorney General,None Of These Candidates,36,
Carson City,203,Governor,Craig Bergland,6,
Carson City,203,Governor,Jim Gibbons,379,
Carson City,203,Governor,Christopher Hansen,25,
Carson City,203,Governor,None Of These Candidates,24,
Carson City,203,Governor,Dina Titus,287,
Carson City,203,State House,Bonnie Parnell,401,40
Carson City,203,State House,Sheila Ward,308,40
Carson City,203,State Senate,Mark Amodei,526,
Carson City,203,State Senate,Merrit Yochum,153,
Carson City,203,U.S. House,Jill Derby,319,2
Carson City,203,U.S. House,Dean Heller,355,2
Carson City,203,U.S. House,James Kroshus,22,2
Carson City,203,U.S. House,Daniel Rosen,20,2
Carson City,203,U.S. Senate,Jack Carter,266,
Carson City,203,U.S. Senate,David Schumann,18,
Carson City,203,U.S. Senate,John Ensign,412,
Carson City,203,U.S. Senate,None Of These Candidates,14,
Carson City,203,U.S. Senate,Brendan Trainor,9,
Carson City,205,Attorney General,Don Chairez,246,
Carson City,205,Attorney General,Catherine Cortez Masto,476,
Carson City,205,Attorney General,None Of These Candidates,44,
Carson City,205,Governor,Craig Bergland,7,
Carson City,205,Governor,Jim Gibbons,418,
Carson City,205,Governor,Christopher Hansen,26,
Carson City,205,Governor,None Of These Candidates,35,
Carson City,205,Governor,Dina Titus,287,
Carson City,205,State House,Bonnie Parnell,381,40
Carson City,205,State House,Sheila Ward,383,40
Carson City,205,State Senate,Mark Amodei,583,
Carson City,205,State Senate,Merrit Yochum,162,
Carson City,205,U.S. House,Jill Derby,344,2
Carson City,205,U.S. House,Dean Heller,385,2
Carson City,205,U.S. House,James Kroshus,19,2
Carson City,205,U.S. House,Daniel Rosen,13,2
Carson City,205,U.S. Senate,Jack Carter,274,
Carson City,205,U.S. Senate,David Schumann,11,
Carson City,205,U.S. Senate,John Ensign,468,
Carson City,205,U.S. Senate,None Of These Candidates,12,
Carson City,205,U.S. Senate,Brendan Trainor,5,
Carson City,207,Attorney General,Don Chairez,216,
Carson City,207,Attorney General,Catherine Cortez Masto,486,
Carson City,207,Attorney General,None Of These Candidates,45,
Carson City,207,Governor,Craig Bergland,8,
Carson City,207,Governor,Jim Gibbons,398,
Carson City,207,Governor,Christopher Hansen,34,
Carson City,207,Governor,None Of These Candidates,35,
Carson City,207,Governor,Dina Titus,288,
Carson City,207,State House,Bonnie Parnell,429,40
Carson City,207,State House,Sheila Ward,311,40
Carson City,207,State Senate,Randolph Townsend,574,4
Carson City,207,U.S. House,Jill Derby,354,2
Carson City,207,U.S. House,Dean Heller,358,2
Carson City,207,U.S. House,James Kroshus,24,2
Carson City,207,U.S. House,Daniel Rosen,15,2
Carson City,207,U.S. Senate,Jack Carter,288,
Carson City,207,U.S. Senate,David Schumann,12,
Carson City,207,U.S. Senate,John Ensign,433,
Carson City,207,U.S. Senate,None Of These Candidates,21,
Carson City,207,U.S. Senate,Brendan Trainor,4,
Carson City,209,Attorney General,Don Chairez,161,
Carson City,209,Attorney General,Catherine Cortez Masto,373,
Carson City,209,Attorney General,None Of These Candidates,31,
Carson City,209,Governor,Craig Bergland,8,
Carson City,209,Governor,Jim Gibbons,288,
Carson City,209,Governor,Christopher Hansen,32,
Carson City,209,Governor,None Of These Candidates,26,
Carson City,209,Governor,Dina Titus,215,
Carson City,209,State House,Bonnie Parnell,321,40
Carson City,209,State House,Sheila Ward,236,40
Carson City,209,State Senate,Randolph Townsend,426,4
Carson City,209,U.S. House,Jill Derby,282,2
Carson City,209,U.S. House,Dean Heller,242,2
Carson City,209,U.S. House,James Kroshus,15,2
Carson City,209,U.S. House,Daniel Rosen,21,2
Carson City,209,U.S. Senate,Jack Carter,221,
Carson City,209,U.S. Senate,David Schumann,17,
Carson City,209,U.S. Senate,John Ensign,315,
Carson City,209,U.S. Senate,None Of These Candidates,12,
Carson City,209,U.S. Senate,Brendan Trainor,5,
Carson City,211,Attorney General,Don Chairez,75,
Carson City,211,Attorney General,Catherine Cortez Masto,160,
Carson City,211,Attorney General,None Of These Candidates,12,
Carson City,211,Governor,Craig Bergland,2,
Carson City,211,Governor,Jim Gibbons,152,
Carson City,211,Governor,Christopher Hansen,11,
Carson City,211,Governor,None Of These Candidates,7,
Carson City,211,Governor,Dina Titus,77,
Carson City,211,State House,Cathylee James,93,38
Carson City,211,State House,Tom Grady,151,38
Carson City,211,State Senate,Randolph Townsend,209,4
Carson City,211,U.S. House,Jill Derby,95,2
Carson City,211,U.S. House,Dean Heller,146,2
Carson City,211,U.S. House,James Kroshus,6,2
Carson City,211,U.S. House,Daniel Rosen,1,2
Carson City,211,U.S. Senate,Jack Carter,72,
Carson City,211,U.S. Senate,David Schumann,7,
Carson City,211,U.S. Senate,John Ensign,170,
Carson City,211,U.S. Senate,None Of These Candidates,1,
Carson City,211,U.S. Senate,Brendan Trainor,1,
Carson City,213,Attorney General,Don Chairez,144,
Carson City,213,Attorney General,Catherine Cortez Masto,251,
Carson City,213,Attorney General,None Of These Candidates,20,
Carson City,213,Governor,Craig Bergland,4,
Carson City,213,Governor,Jim Gibbons,228,
Carson City,213,Governor,Christopher Hansen,14,
Carson City,213,Governor,None Of These Candidates,11,
Carson City,213,Governor,Dina Titus,161,
Carson City,213,State House,Cathylee James,171,38
Carson City,213,State House,Tom Grady,227,38
Carson City,213,State Senate,Mark Amodei,300,
Carson City,213,State Senate,Merrit Yochum,96,
Carson City,213,U.S. House,Jill Derby,160,2
Carson City,213,U.S. House,Dean Heller,234,2
Carson City,213,U.S. House,James Kroshus,9,2
Carson City,213,U.S. House,Daniel Rosen,11,2
Carson City,213,U.S. Senate,Jack Carter,146,
Carson City,213,U.S. Senate,David Schumann,5,
Carson City,213,U.S. Senate,John Ensign,253,
Carson City,213,U.S. Senate,None Of These Candidates,6,
Carson City,213,U.S. Senate,Brendan Trainor,7,
Carson City,301,Attorney General,Don Chairez,231,
Carson City,301,Attorney General,Catherine Cortez Masto,401,
Carson City,301,Attorney General,None Of These Candidates,40,
Carson City,301,Governor,Craig Bergland,10,
Carson City,301,Governor,Jim Gibbons,381,
Carson City,301,Governor,Christopher Hansen,20,
Carson City,301,Governor,None Of These Candidates,22,
Carson City,301,Governor,Dina Titus,246,
Carson City,301,State House,Bonnie Parnell,351,40
Carson City,301,State House,Sheila Ward,318,40
Carson City,301,State Senate,Mark Amodei,514,
Carson City,301,State Senate,Merrit Yochum,131,
Carson City,301,U.S. House,Jill Derby,281,2
Carson City,301,U.S. House,Dean Heller,366,2
Carson City,301,U.S. House,James Kroshus,13,2
Carson City,301,U.S. House,Daniel Rosen,12,2
Carson City,301,U.S. Senate,Jack Carter,226,
Carson City,301,U.S. Senate,David Schumann,13,
Carson City,301,U.S. Senate,John Ensign,425,
Carson City,301,U.S. Senate,None Of These Candidates,13,
Carson City,301,U.S. Senate,Brendan Trainor,2,
Carson City,303,Attorney General,Don Chairez,190,
Carson City,303,Attorney General,Catherine Cortez Masto,405,
Carson City,303,Attorney General,None Of These Candidates,39,
Carson City,303,Governor,Craig Bergland,6,
Carson City,303,Governor,Jim Gibbons,309,
Carson City,303,Governor,Christopher Hansen,22,
Carson City,303,Governor,None Of These Candidates,30,
Carson City,303,Governor,Dina Titus,271,
Carson City,303,State House,Bonnie Parnell,363,40
Carson City,303,State House,Sheila Ward,267,40
Carson City,303,State Senate,Mark Amodei,466,
Carson City,303,State Senate,Merrit Yochum,143,
Carson City,303,U.S. House,Jill Derby,280,2
Carson City,303,U.S. House,Dean Heller,329,2
Carson City,303,U.S. House,James Kroshus,16,2
Carson City,303,U.S. House,Daniel Rosen,10,2
Carson City,303,U.S. Senate,Jack Carter,247,
Carson City,303,U.S. Senate,David Schumann,14,
Carson City,303,U.S. Senate,John Ensign,367,
Carson City,303,U.S. Senate,None Of These Candidates,4,
Carson City,303,U.S. Senate,Brendan Trainor,7,
Carson City,305,Attorney General,Don Chairez,297,
Carson City,305,Attorney General,Catherine Cortez Masto,567,
Carson City,305,Attorney General,None Of These Candidates,45,
Carson City,305,Governor,Craig Bergland,9,
Carson City,305,Governor,Jim Gibbons,536,
Carson City,305,Governor,Christopher Hansen,23,
Carson City,305,Governor,None Of These Candidates,43,
Carson City,305,Governor,Dina Titus,309,
Carson City,305,State House,Bonnie Parnell,527,40
Carson City,305,State House,Sheila Ward,382,40
Carson City,305,State Senate,Mark Amodei,733,
Carson City,305,State Senate,Merrit Yochum,144,
Carson City,305,U.S. House,Jill Derby,379,2
Carson City,305,U.S. House,Dean Heller,497,2
Carson City,305,U.S. House,James Kroshus,17,2
Carson City,305,U.S. House,Daniel Rosen,17,2
Carson City,305,U.S. Senate,Jack Carter,301,
Carson City,305,U.S. Senate,David Schumann,6,
Carson City,305,U.S. Senate,John Ensign,596,
Carson City,305,U.S. Senate,None Of These Candidates,8,
Carson City,305,U.S. Senate,Brendan Trainor,7,
Carson City,307,Attorney General,Don Chairez,147,
Carson City,307,Attorney General,Catherine Cortez Masto,280,
Carson City,307,Attorney General,None Of These Candidates,30,
Carson City,307,Governor,Craig Bergland,6,
Carson City,307,Governor,Jim Gibbons,236,
Carson City,307,Governor,Christopher Hansen,19,
Carson City,307,Governor,None Of These Candidates,21,
Carson City,307,Governor,Dina Titus,181,
Carson City,307,State House,Bonnie Parnell,231,40
Carson City,307,State House,Sheila Ward,211,40
Carson City,307,State Senate,Randolph Townsend,347,4
Carson City,307,U.S. House,Jill Derby,199,2
Carson City,307,U.S. House,Dean Heller,226,2
Carson City,307,U.S. House,James Kroshus,18,2
Carson City,307,U.S. House,Daniel Rosen,13,2
Carson City,307,U.S. Senate,Jack Carter,165,
Carson City,307,U.S. Senate,David Schumann,13,
Carson City,307,U.S. Senate,John Ensign,265,
Carson City,307,U.S. Senate,None Of These Candidates,12,
Carson City,307,U.S. Senate,Brendan Trainor,5,
Carson City,309,Attorney General,Don Chairez,111,
Carson City,309,Attorney General,Catherine Cortez Masto,205,
Carson City,309,Attorney General,None Of These Candidates,19,
Carson City,309,Governor,Craig Bergland,2,
Carson City,309,Governor,Jim Gibbons,170,
Carson City,309,Governor,Christopher Hansen,15,
Carson City,309,Governor,None Of These Candidates,8,
Carson City,309,Governor,Dina Titus,144,
Carson City,309,State House,Cathylee James,148,38
Carson City,309,State House,Tom Grady,176,38
Carson City,309,State Senate,Mark Amodei,251,
Carson City,309,State Senate,Merrit Yochum,68,
Carson City,309,U.S. House,Jill Derby,161,2
Carson City,309,U.S. House,Dean Heller,160,2
Carson City,309,U.S. House,James Kroshus,7,2
Carson City,309,U.S. House,Daniel Rosen,5,2
Carson City,309,U.S. Senate,Jack Carter,130,
Carson City,309,U.S. Senate,David Schumann,3,
Carson City,309,U.S. Senate,John Ensign,196,
Carson City,309,U.S. Senate,None Of These Candidates,7,
Carson City,309,U.S. Senate,Brendan Trainor,2,
Carson City,311,Attorney General,Don Chairez,361,
Carson City,311,Attorney General,Catherine Cortez Masto,610,
Carson City,311,Attorney General,None Of These Candidates,39,
Carson City,311,Governor,Craig Bergland,8,
Carson City,311,Governor,Jim Gibbons,587,
Carson City,311,Governor,Christopher Hansen,25,
Carson City,311,Governor,None Of These Candidates,35,
Carson City,311,Governor,Dina Titus,360,
Carson City,311,State House,Cathylee James,366,38
Carson City,311,State House,Tom Grady,614,38
Carson City,311,State Senate,Mark Amodei,814,
Carson City,311,State Senate,Merrit Yochum,154,
Carson City,311,U.S. House,Jill Derby,404,2
Carson City,311,U.S. House,Dean Heller,575,2
Carson City,311,U.S. House,James Kroshus,12,2
Carson City,311,U.S. House,Daniel Rosen,18,2
Carson City,311,U.S. Senate,Jack Carter,304,
Carson City,311,U.S. Senate,David Schumann,18,
Carson City,311,U.S. Senate,John Ensign,676,
Carson City,311,U.S. Senate,None Of These Candidates,11,
Carson City,311,U.S. Senate,Brendan Trainor,6,
Carson City,401,Attorney General,Don Chairez,160,
Carson City,401,Attorney General,Catherine Cortez Masto,359,
Carson City,401,Attorney General,None Of These Candidates,27,
Carson City,401,Governor,Craig Bergland,10,
Carson City,401,Governor,Jim Gibbons,264,
Carson City,401,Governor,Christopher Hansen,19,
Carson City,401,Governor,None Of These Candidates,11,
Carson City,401,Governor,Dina Titus,251,
Carson City,401,State House,Bonnie Parnell,312,40
Carson City,401,State House,Sheila Ward,237,40
Carson City,401,State Senate,Mark Amodei,402,
Carson City,401,State Senate,Merrit Yochum,123,
Carson City,401,U.S. House,Jill Derby,265,2
Carson City,401,U.S. House,Dean Heller,260,2
Carson City,401,U.S. House,James Kroshus,14,2
Carson City,401,U.S. House,Daniel Rosen,9,2
Carson City,401,U.S. Senate,Jack Carter,229,
Carson City,401,U.S. Senate,David Schumann,12,
Carson City,401,U.S. Senate,John Ensign,299,
Carson City,401,U.S. Senate,None Of These Candidates,5,
Carson City,401,U.S. Senate,Brendan Trainor,8,
Carson City,403,Attorney General,Don Chairez,243,
Carson City,403,Attorney General,Catherine Cortez Masto,542,
Carson City,403,Attorney General,None Of These Candidates,40,
Carson City,403,Governor,Craig Bergland,9,
Carson City,403,Governor,Jim Gibbons,401,
Carson City,403,Governor,Christopher Hansen,33,
Carson City,403,Governor,None Of These Candidates,40,
Carson City,403,Governor,Dina Titus,348,
Carson City,403,State House,Bonnie Parnell,486,40
Carson City,403,State House,Sheila Ward,334,40
Carson City,403,State Senate,Mark Amodei,547,
Carson City,403,State Senate,Merrit Yochum,231,
Carson City,403,U.S. House,Jill Derby,422,2
Carson City,403,U.S. House,Dean Heller,357,2
Carson City,403,U.S. House,James Kroshus,19,2
Carson City,403,U.S. House,Daniel Rosen,19,2
Carson City,403,U.S. Senate,Jack Carter,364,
Carson City,403,U.S. Senate,David Schumann,15,
Carson City,403,U.S. Senate,John Ensign,430,
Carson City,403,U.S. Senate,None Of These Candidates,15,
Carson City,403,U.S. Senate,Brendan Trainor,5,
Carson City,405,Attorney General,Don Chairez,217,
Carson City,405,Attorney General,Catherine Cortez Masto,473,
Carson City,405,Attorney General,None Of These Candidates,41,
Carson City,405,Governor,Craig Bergland,8,
Carson City,405,Governor,Jim Gibbons,364,
Carson City,405,Governor,Christopher Hansen,18,
Carson City,405,Governor,None Of These Candidates,28,
Carson City,405,Governor,Dina Titus,318,
Carson City,405,State House,Bonnie Parnell,427,40
Carson City,405,State House,Sheila Ward,299,40
Carson City,405,State Senate,Mark Amodei,543,
Carson City,405,State Senate,Merrit Yochum,164,
Carson City,405,U.S. House,Jill Derby,370,2
Carson City,405,U.S. House,Dean Heller,342,2
Carson City,405,U.S. House,James Kroshus,12,2
Carson City,405,U.S. House,Daniel Rosen,7,2
Carson City,405,U.S. Senate,Jack Carter,294,
Carson City,405,U.S. Senate,David Schumann,10,
Carson City,405,U.S. Senate,John Ensign,413,
Carson City,405,U.S. Senate,None Of These Candidates,16,
Carson City,405,U.S. Senate,Brendan Trainor,5,
Carson City,407,Attorney General,Don Chairez,236,
Carson City,407,Attorney General,Catherine Cortez Masto,413,
Carson City,407,Attorney General,None Of These Candidates,31,
Carson City,407,Governor,Craig Bergland,6,
Carson City,407,Governor,Jim Gibbons,395,
Carson City,407,Governor,Christopher Hansen,27,
Carson City,407,Governor,None Of These Candidates,30,
Carson City,407,Governor,Dina Titus,223,
Carson City,407,State House,Bonnie Parnell,341,40
Carson City,407,State House,Sheila Ward,323,40
Carson City,407,State Senate,Mark Amodei,531,
Carson City,407,State Senate,Merrit Yochum,126,
Carson City,407,U.S. House,Jill Derby,264,2
Carson City,407,U.S. House,Dean Heller,381,2
Carson City,407,U.S. House,James Kroshus,12,2
Carson City,407,U.S. House,Daniel Rosen,15,2
Carson City,407,U.S. Senate,Jack Carter,206,
Carson City,407,U.S. Senate,David Schumann,9,
Carson City,407,U.S. Senate,John Ensign,460,
Carson City,407,U.S. Senate,None Of These Candidates,5,
Carson City,407,U.S. Senate,Brendan Trainor,3,
Carson City,409,Attorney General,Don Chairez,270,
Carson City,409,Attorney General,Catherine Cortez Masto,580,
Carson City,409,Attorney General,None Of These Candidates,43,
Carson City,409,Governor,Craig Bergland,12,
Carson City,409,Governor,Jim Gibbons,421,
Carson City,409,Governor,Christopher Hansen,15,
Carson City,409,Governor,None Of These Candidates,34,
Carson City,409,Governor,Dina Titus,419,
Carson City,409,State House,Bonnie Parnell,546,40
Carson City,409,State House,Sheila Ward,337,40
Carson City,409,State Senate,Mark Amodei,671,
Carson City,409,State Senate,Merrit Yochum,191,
Carson City,409,U.S. House,Jill Derby,433,2
Carson City,409,U.S. House,Dean Heller,428,2
Carson City,409,U.S. House,James Kroshus,19,2
Carson City,409,U.S. House,Daniel Rosen,11,2
Carson City,409,U.S. Senate,Jack Carter,374,
Carson City,409,U.S. Senate,David Schumann,10,
Carson City,409,U.S. Senate,John Ensign,503,
Carson City,409,U.S. Senate,None Of These Candidates,11,
Carson City,409,U.S. Senate,Brendan Trainor,5,
Carson City,411,Attorney General,Don Chairez,218,
Carson City,411,Attorney General,Catherine Cortez Masto,310,
Carson City,411,Attorney General,None Of These Candidates,32,
Carson City,411,Governor,Craig Bergland,5,
Carson City,411,Governor,Jim Gibbons,339,
Carson City,411,Governor,Christopher Hansen,17,
Carson City,411,Governor,None Of These Candidates,16,
Carson City,411,Governor,Dina Titus,186,
Carson City,411,State House,Cathylee James,187,38
Carson City,411,State House,Tom Grady,365,38
Carson City,411,State Senate,Mark Amodei,458,
Carson City,411,State Senate,Merrit Yochum,87,
Carson City,411,U.S. House,Jill Derby,212,2
Carson City,411,U.S. House,Dean Heller,337,2
Carson City,411,U.S. House,James Kroshus,7,2
Carson City,411,U.S. House,Daniel Rosen,7,2
Carson City,411,U.S. Senate,Jack Carter,163,
Carson City,411,U.S. Senate,David Schumann,4,
Carson City,411,U.S. Senate,John Ensign,390,
Carson City,411,U.S. Senate,None Of These Candidates,5,
Carson City,411,U.S. Senate,Brendan Trainor,1,
Carson City,999,U.S. House,Jill Derby,0,2
Carson City,999,U.S. House,Dean Heller,0,2
Carson City,999,U.S. House,James Kroshus,0,2
Carson City,999,U.S. House,Daniel Rosen,0,2
Carson City,999,U.S. Senate,Jack Carter,0,
Carson City,999,U.S. Senate,David Schumann,0,
Carson City,999,U.S. Senate,John Ensign,0,
Carson City,999,U.S. Senate,None Of These Candidates,0,
Carson City,999,U.S. Senate,Brendan Trainor,0,
Churchill,01,Attorney General,Don Chairez,191,
Churchill,01,Attorney General,Catherine Cortez Masto,228,
Churchill,01,Attorney General,None Of These Candidates,19,
Churchill,01,Governor,Craig Bergland,2,
Churchill,01,Governor,Jim Gibbons,284,
Churchill,01,Governor,Christopher Hansen,20,
Churchill,01,Governor,None Of These Candidates,20,
Churchill,01,Governor,Dina Titus,112,
Churchill,01,State House,Pete Goicoechea,364,35
Churchill,01,U.S. House,Jill Derby,178,2
Churchill,01,U.S. House,Dean Heller,243,2
Churchill,01,U.S. House,James Kroshus,10,2
Churchill,01,U.S. House,Daniel Rosen,7,2
Churchill,01,U.S. Senate,Jack Carter,128,
Churchill,01,U.S. Senate,David Schumann,13,
Churchill,01,U.S. Senate,John Ensign,294,
Churchill,01,U.S. Senate,None Of These Candidates,5,
Churchill,01,U.S. Senate,Brendan Trainor,3,
Churchill,02,Attorney General,Don Chairez,117,
Churchill,02,Attorney General,Catherine Cortez Masto,170,
Churchill,02,Attorney General,None Of These Candidates,18,
Churchill,02,Governor,Craig Bergland,4,
Churchill,02,Governor,Jim Gibbons,194,
Churchill,02,Governor,Christopher Hansen,8,
Churchill,02,Governor,None Of These Candidates,9,
Churchill,02,Governor,Dina Titus,94,
Churchill,02,State House,Pete Goicoechea,261,35
Churchill,02,U.S. House,Jill Derby,128,2
Churchill,02,U.S. House,Dean Heller,161,2
Churchill,02,U.S. House,James Kroshus,8,2
