precinct,office,candidate,votes,jurisdiction
11-Johnson Lane,United States Senator (Democratic),"Brown, Steve",3,Douglas
11-Johnson Lane,United States Senator (Democratic),"Ellsworth, Barry",5,Douglas
11-Johnson Lane,United States Senator (Democratic),"Macias, Louis",0,Douglas
11-Johnson Lane,United States Senator (Democratic),None Of These Candidates,6,Douglas
11-Johnson Lane,United States Senator (Democratic),"Price, Nancy",9,Douglas
12-Dresslerville,United States Senator (Democratic),"Berkley, Shelley",8,Douglas
12-Dresslerville,United States Senator (Democratic),"Brown, Steve",1,Douglas
12-Dresslerville,United States Senator (Democratic),"Ellsworth, Barry",0,Douglas
12-Dresslerville,United States Senator (Democratic),"Macias, Louis",0,Douglas
12-Dresslerville,United States Senator (Democratic),None Of These Candidates,1,Douglas
12-Dresslerville,United States Senator (Democratic),"Price, Nancy",1,Douglas
13-Indian Hills - West,United States Senator (Democratic),"Berkley, Shelley",37,Douglas
13-Indian Hills - West,United States Senator (Democratic),"Brown, Steve",7,Douglas
13-Indian Hills - West,United States Senator (Democratic),"Ellsworth, Barry",2,Douglas
13-Indian Hills - West,United States Senator (Democratic),"Macias, Louis",0,Douglas
13-Indian Hills - West,United States Senator (Democratic),None Of These Candidates,3,Douglas
13-Indian Hills - West,United States Senator (Democratic),"Price, Nancy",4,Douglas
14-Pinenut,United States Senator (Democratic),"Berkley, Shelley",27,Douglas
14-Pinenut,United States Senator (Democratic),"Brown, Steve",2,Douglas
14-Pinenut,United States Senator (Democratic),"Ellsworth, Barry",2,Douglas
14-Pinenut,United States Senator (Democratic),"Macias, Louis",0,Douglas
14-Pinenut,United States Senator (Democratic),None Of These Candidates,3,Douglas
14-Pinenut,United States Senator (Democratic),"Price, Nancy",5,Douglas
15-Valley,United States Senator (Democratic),"Berkley, Shelley",15,Douglas
15-Valley,United States Senator (Democratic),"Brown, Steve",2,Douglas
15-Valley,United States Senator (Democratic),"Ellsworth, Barry",5,Douglas
15-Valley,United States Senator (Democratic),"Macias, Louis",0,Douglas
15-Valley,United States Senator (Democratic),None Of These Candidates,1,Douglas
15-Valley,United States Senator (Democratic),"Price, Nancy",0,Douglas
16-Mottsville,United States Senator (Democratic),"Berkley, Shelley",13,Douglas
16-Mottsville,United States Senator (Democratic),"Brown, Steve",0,Douglas
16-Mottsville,United States Senator (Democratic),"Ellsworth, Barry",0,Douglas
16-Mottsville,United States Senator (Democratic),"Macias, Louis",0,Douglas
16-Mottsville,United States Senator (Democratic),None Of These Candidates,1,Douglas
16-Mottsville,United States Senator (Democratic),"Price, Nancy",3,Douglas
17-Ruhenstroth,United States Senator (Democratic),"Berkley, Shelley",53,Douglas
17-Ruhenstroth,United States Senator (Democratic),"Brown, Steve",1,Douglas
17-Ruhenstroth,United States Senator (Democratic),"Ellsworth, Barry",0,Douglas
17-Ruhenstroth,United States Senator (Democratic),"Macias, Louis",0,Douglas
17-Ruhenstroth,United States Senator (Democratic),None Of These Candidates,5,Douglas
17-Ruhenstroth,United States Senator (Democratic),"Price, Nancy",3,Douglas
18-Ranchos III,United States Senator (Democratic),"Berkley, Shelley",19,Douglas
18-Ranchos III,United States Senator (Democratic),"Brown, Steve",2,Douglas
18-Ranchos III,United States Senator (Democratic),"Ellsworth, Barry",1,Douglas
18-Ranchos III,United States Senator (Democratic),"Macias, Louis",0,Douglas
18-Ranchos III,United States Senator (Democratic),None Of These Candidates,3,Douglas
18-Ranchos III,United States Senator (Democratic),"Price, Nancy",6,Douglas
19-Ranchos IV,United States Senator (Democratic),"Berkley, Shelley",31,Douglas
19-Ranchos IV,United States Senator (Democratic),"Brown, Steve",3,Douglas
19-Ranchos IV,United States Senator (Democratic),"Ellsworth, Barry",6,Douglas
19-Ranchos IV,United States Senator (Democratic),"Macias, Louis",0,Douglas
19-Ranchos IV,United States Senator (Democratic),None Of These Candidates,2,Douglas
19-Ranchos IV,United States Senator (Democratic),"Price, Nancy",3,Douglas
20-Birch/Ranchos,United States Senator (Democratic),"Berkley, Shelley",41,Douglas
20-Birch/Ranchos,United States Senator (Democratic),"Brown, Steve",4,Douglas
20-Birch/Ranchos,United States Senator (Democratic),"Ellsworth, Barry",4,Douglas
20-Birch/Ranchos,United States Senator (Democratic),"Macias, Louis",0,Douglas
20-Birch/Ranchos,United States Senator (Democratic),None Of These Candidates,4,Douglas
20-Birch/Ranchos,United States Senator (Democratic),"Price, Nancy",4,Douglas
21-Wildhorse,United States Senator (Democratic),"Berkley, Shelley",43,Douglas
21-Wildhorse,United States Senator (Democratic),"Brown, Steve",3,Douglas
21-Wildhorse,United States Senator (Democratic),"Ellsworth, Barry",1,Douglas
21-Wildhorse,United States Senator (Democratic),"Macias, Louis",0,Douglas
21-Wildhorse,United States Senator (Democratic),None Of These Candidates,2,Douglas
21-Wildhorse,United States Senator (Democratic),"Price, Nancy",6,Douglas
22-Saratoga,United States Senator (Democratic),"Berkley, Shelley",64,Douglas
22-Saratoga,United States Senator (Democratic),"Brown, Steve",1,Douglas
22-Saratoga,United States Senator (Democratic),"Ellsworth, Barry",2,Douglas
22-Saratoga,United States Senator (Democratic),"Macias, Louis",1,Douglas
22-Saratoga,United States Senator (Democratic),None Of These Candidates,6,Douglas
22-Saratoga,United States Senator (Democratic),"Price, Nancy",11,Douglas
23-Indian Hills - East,United States Senator (Democratic),"Berkley, Shelley",40,Douglas
23-Indian Hills - East,United States Senator (Democratic),"Brown, Steve",4,Douglas
23-Indian Hills - East,United States Senator (Democratic),"Ellsworth, Barry",5,Douglas
23-Indian Hills - East,United States Senator (Democratic),"Macias, Louis",2,Douglas
23-Indian Hills - East,United States Senator (Democratic),None Of These Candidates,2,Douglas
23-Indian Hills - East,United States Senator (Democratic),"Price, Nancy",4,Douglas
24-Topaz Lake,United States Senator (Democratic),"Berkley, Shelley",10,Douglas
24-Topaz Lake,United States Senator (Democratic),"Brown, Steve",3,Douglas
24-Topaz Lake,United States Senator (Democratic),"Ellsworth, Barry",0,Douglas
24-Topaz Lake,United States Senator (Democratic),"Macias, Louis",0,Douglas
24-Topaz Lake,United States Senator (Democratic),None Of These Candidates,2,Douglas
24-Topaz Lake,United States Senator (Democratic),"Price, Nancy",1,Douglas
25-Pleasantview,United States Senator (Democratic),"Berkley, Shelley",67,Douglas
25-Pleasantview,United States Senator (Democratic),"Brown, Steve",7,Douglas
25-Pleasantview,United States Senator (Democratic),"Ellsworth, Barry",3,Douglas
25-Pleasantview,United States Senator (Democratic),"Macias, Louis",2,Douglas
25-Pleasantview,United States Senator (Democratic),None Of These Candidates,2,Douglas
25-Pleasantview,United States Senator (Democratic),"Price, Nancy",4,Douglas
26-Westwood,United States Senator (Democratic),"Berkley, Shelley",31,Douglas
26-Westwood,United States Senator (Democratic),"Brown, Steve",1,Douglas
26-Westwood,United States Senator (Democratic),"Ellsworth, Barry",2,Douglas
26-Westwood,United States Senator (Democratic),"Macias, Louis",0,Douglas
26-Westwood,United States Senator (Democratic),None Of These Candidates,1,Douglas
26-Westwood,United States Senator (Democratic),"Price, Nancy",2,Douglas
27-Winhaven,United States Senator (Democratic),"Berkley, Shelley",30,Douglas
27-Winhaven,United States Senator (Democratic),"Brown, Steve",2,Douglas
27-Winhaven,United States Senator (Democratic),"Ellsworth, Barry",0,Douglas
27-Winhaven,United States Senator (Democratic),"Macias, Louis",0,Douglas
27-Winhaven,United States Senator (Democratic),None Of These Candidates,6,Douglas
27-Winhaven,United States Senator (Democratic),"Price, Nancy",5,Douglas
29-Autumn Hils,United States Senator (Democratic),"Berkley, Shelley",26,Douglas
29-Autumn Hils,United States Senator (Democratic),"Brown, Steve",2,Douglas
29-Autumn Hils,United States Senator (Democratic),"Ellsworth, Barry",2,Douglas
29-Autumn Hils,United States Senator (Democratic),"Macias, Louis",0,Douglas
29-Autumn Hils,United States Senator (Democratic),None Of These Candidates,1,Douglas
29-Autumn Hils,United States Senator (Democratic),"Price, Nancy",5,Douglas
30-East Fork,United States Senator (Democratic),"Berkley, Shelley",0,Douglas
30-East Fork,United States Senator (Democratic),"Brown, Steve",0,Douglas
30-East Fork,United States Senator (Democratic),"Ellsworth, Barry",0,Douglas
30-East Fork,United States Senator (Democratic),"Macias, Louis",0,Douglas
30-East Fork,United States Senator (Democratic),None Of These Candidates,0,Douglas
30-East Fork,United States Senator (Democratic),"Price, Nancy",0,Douglas
31-Chichester,United States Senator (Democratic),"Berkley, Shelley",32,Douglas
31-Chichester,United States Senator (Democratic),"Brown, Steve",4,Douglas
31-Chichester,United States Senator (Democratic),"Ellsworth, Barry",1,Douglas
31-Chichester,United States Senator (Democratic),"Macias, Louis",0,Douglas
31-Chichester,United States Senator (Democratic),None Of These Candidates,3,Douglas
31-Chichester,United States Senator (Democratic),"Price, Nancy",2,Douglas
32-East Valley,United States Senator (Democratic),"Berkley, Shelley",26,Douglas
32-East Valley,United States Senator (Democratic),"Brown, Steve",1,Douglas
32-East Valley,United States Senator (Democratic),"Ellsworth, Barry",1,Douglas
32-East Valley,United States Senator (Democratic),"Macias, Louis",0,Douglas
32-East Valley,United States Senator (Democratic),None Of These Candidates,7,Douglas
32-East Valley,United States Senator (Democratic),"Price, Nancy",2,Douglas
33-Hot Springs,United States Senator (Democratic),"Berkley, Shelley",22,Douglas
33-Hot Springs,United States Senator (Democratic),"Brown, Steve",3,Douglas
33-Hot Springs,United States Senator (Democratic),"Ellsworth, Barry",3,Douglas
33-Hot Springs,United States Senator (Democratic),"Macias, Louis",0,Douglas
33-Hot Springs,United States Senator (Democratic),None Of These Candidates,2,Douglas
33-Hot Springs,United States Senator (Democratic),"Price, Nancy",1,Douglas
34-Sunridge,United States Senator (Democratic),"Berkley, Shelley",21,Douglas
34-Sunridge,United States Senator (Democratic),"Brown, Steve",2,Douglas
34-Sunridge,United States Senator (Democratic),"Ellsworth, Barry",0,Douglas
34-Sunridge,United States Senator (Democratic),"Macias, Louis",0,Douglas
34-Sunridge,United States Senator (Democratic),None Of These Candidates,0,Douglas
34-Sunridge,United States Senator (Democratic),"Price, Nancy",4,Douglas
35-Glenbrook,United States Senator (Democratic),"Berkley, Shelley",13,Douglas
35-Glenbrook,United States Senator (Democratic),"Brown, Steve",0,Douglas
35-Glenbrook,United States Senator (Democratic),"Ellsworth, Barry",0,Douglas
35-Glenbrook,United States Senator (Democratic),"Macias, Louis",1,Douglas
35-Glenbrook,United States Senator (Democratic),None Of These Candidates,0,Douglas
35-Glenbrook,United States Senator (Democratic),"Price, Nancy",2,Douglas
36-Skyland,United States Senator (Democratic),"Berkley, Shelley",13,Douglas
36-Skyland,United States Senator (Democratic),"Brown, Steve",0,Douglas
36-Skyland,United States Senator (Democratic),"Ellsworth, Barry",1,Douglas
36-Skyland,United States Senator (Democratic),"Macias, Louis",3,Douglas
36-Skyland,United States Senator (Democratic),None Of These Candidates,1,Douglas
36-Skyland,United States Senator (Democratic),"Price, Nancy",2,Douglas
37-Zephyr Cove,United States Senator (Democratic),"Berkley, Shelley",11,Douglas
37-Zephyr Cove,United States Senator (Democratic),"Brown, Steve",1,Douglas
37-Zephyr Cove,United States Senator (Democratic),"Ellsworth, Barry",4,Douglas
37-Zephyr Cove,United States Senator (Democratic),"Macias, Louis",0,Douglas
37-Zephyr Cove,United States Senator (Democratic),None Of These Candidates,1,Douglas
37-Zephyr Cove,United States Senator (Democratic),"Price, Nancy",0,Douglas
38-Round Hill,United States Senator (Democratic),"Berkley, Shelley",41,Douglas
38-Round Hill,United States Senator (Democratic),"Brown, Steve",1,Douglas
38-Round Hill,United States Senator (Democratic),"Ellsworth, Barry",0,Douglas
38-Round Hill,United States Senator (Democratic),"Macias, Louis",1,Douglas
38-Round Hill,United States Senator (Democratic),None Of These Candidates,2,Douglas
38-Round Hill,United States Senator (Democratic),"Price, Nancy",2,Douglas
40-Kingsbury,United States Senator (Democratic),"Berkley, Shelley",34,Douglas
40-Kingsbury,United States Senator (Democratic),"Brown, Steve",2,Douglas
40-Kingsbury,United States Senator (Democratic),"Ellsworth, Barry",4,Douglas
40-Kingsbury,United States Senator (Democratic),"Macias, Louis",2,Douglas
40-Kingsbury,United States Senator (Democratic),None Of These Candidates,2,Douglas
40-Kingsbury,United States Senator (Democratic),"Price, Nancy",3,Douglas
41-Daggett,United States Senator (Democratic),"Berkley, Shelley",25,Douglas
41-Daggett,United States Senator (Democratic),"Brown, Steve",1,Douglas
41-Daggett,United States Senator (Democratic),"Ellsworth, Barry",2,Douglas
41-Daggett,United States Senator (Democratic),"Macias, Louis",0,Douglas
41-Daggett,United States Senator (Democratic),None Of These Candidates,0,Douglas
41-Daggett,United States Senator (Democratic),"Price, Nancy",1,Douglas
01-Centerville,United States Senator (Republican),"Brooks, Sherry",5,Douglas
01-Centerville,United States Senator (Republican),"Charles, Richard",1,Douglas
01-Centerville,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",3,Douglas
01-Centerville,United States Senator (Republican),"Heller, Dean",172,Douglas
01-Centerville,United States Senator (Republican),None Of These Candidates,4,Douglas
01-Centerville,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
02-Fish Springs,United States Senator (Republican),"Brooks, Sherry",6,Douglas
02-Fish Springs,United States Senator (Republican),"Charles, Richard",3,Douglas
02-Fish Springs,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Douglas
02-Fish Springs,United States Senator (Republican),"Heller, Dean",216,Douglas
02-Fish Springs,United States Senator (Republican),None Of These Candidates,5,Douglas
02-Fish Springs,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
03-Gardnerville,United States Senator (Republican),"Brooks, Sherry",7,Douglas
03-Gardnerville,United States Senator (Republican),"Charles, Richard",2,Douglas
03-Gardnerville,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",6,Douglas
03-Gardnerville,United States Senator (Republican),"Heller, Dean",176,Douglas
03-Gardnerville,United States Senator (Republican),None Of These Candidates,5,Douglas
03-Gardnerville,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
04-Carson Valley Estates,United States Senator (Republican),"Brooks, Sherry",8,Douglas
04-Carson Valley Estates,United States Senator (Republican),"Charles, Richard",3,Douglas
04-Carson Valley Estates,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Douglas
04-Carson Valley Estates,United States Senator (Republican),"Heller, Dean",92,Douglas
04-Carson Valley Estates,United States Senator (Republican),None Of These Candidates,2,Douglas
04-Carson Valley Estates,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
05-Genoa,United States Senator (Republican),"Brooks, Sherry",4,Douglas
05-Genoa,United States Senator (Republican),"Charles, Richard",2,Douglas
05-Genoa,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",5,Douglas
05-Genoa,United States Senator (Republican),"Heller, Dean",181,Douglas
05-Genoa,United States Senator (Republican),None Of These Candidates,2,Douglas
05-Genoa,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
06-Jacks Valley,United States Senator (Republican),"Brooks, Sherry",7,Douglas
06-Jacks Valley,United States Senator (Republican),"Charles, Richard",3,Douglas
06-Jacks Valley,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Douglas
06-Jacks Valley,United States Senator (Republican),"Heller, Dean",160,Douglas
06-Jacks Valley,United States Senator (Republican),None Of These Candidates,3,Douglas
06-Jacks Valley,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
07-Minden,United States Senator (Republican),"Brooks, Sherry",8,Douglas
07-Minden,United States Senator (Republican),"Charles, Richard",2,Douglas
07-Minden,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Douglas
07-Minden,United States Senator (Republican),"Heller, Dean",180,Douglas
07-Minden,United States Senator (Republican),None Of These Candidates,8,Douglas
07-Minden,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Douglas
08-Ranchos I,United States Senator (Republican),"Brooks, Sherry",16,Douglas
08-Ranchos I,United States Senator (Republican),"Charles, Richard",4,Douglas
08-Ranchos I,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2,Douglas
08-Ranchos I,United States Senator (Republican),"Heller, Dean",164,Douglas
08-Ranchos I,United States Senator (Republican),None Of These Candidates,5,Douglas
08-Ranchos I,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",2,Douglas
09-Ranchos II,United States Senator (Republican),"Brooks, Sherry",2,Douglas
09-Ranchos II,United States Senator (Republican),"Charles, Richard",1,Douglas
09-Ranchos II,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",3,Douglas
09-Ranchos II,United States Senator (Republican),"Heller, Dean",90,Douglas
09-Ranchos II,United States Senator (Republican),None Of These Candidates,3,Douglas
09-Ranchos II,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
10-TRE,United States Senator (Republican),"Brooks, Sherry",10,Douglas
10-TRE,United States Senator (Republican),"Charles, Richard",5,Douglas
10-TRE,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Douglas
10-TRE,United States Senator (Republican),"Heller, Dean",139,Douglas
10-TRE,United States Senator (Republican),None Of These Candidates,6,Douglas
10-TRE,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",2,Douglas
11-Johnson Lane,United States Senator (Republican),"Brooks, Sherry",9,Douglas
11-Johnson Lane,United States Senator (Republican),"Charles, Richard",2,Douglas
11-Johnson Lane,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",3,Douglas
11-Johnson Lane,United States Senator (Republican),"Heller, Dean",148,Douglas
11-Johnson Lane,United States Senator (Republican),None Of These Candidates,7,Douglas
11-Johnson Lane,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
13-Indian Hills - West,United States Senator (Republican),"Brooks, Sherry",9,Douglas
13-Indian Hills - West,United States Senator (Republican),"Charles, Richard",0,Douglas
13-Indian Hills - West,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",3,Douglas
13-Indian Hills - West,United States Senator (Republican),"Heller, Dean",109,Douglas
13-Indian Hills - West,United States Senator (Republican),None Of These Candidates,1,Douglas
13-Indian Hills - West,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
14-Pinenut,United States Senator (Republican),"Brooks, Sherry",6,Douglas
14-Pinenut,United States Senator (Republican),"Charles, Richard",3,Douglas
14-Pinenut,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",3,Douglas
14-Pinenut,United States Senator (Republican),"Heller, Dean",194,Douglas
14-Pinenut,United States Senator (Republican),None Of These Candidates,7,Douglas
14-Pinenut,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Douglas
15-Valley,United States Senator (Republican),"Brooks, Sherry",2,Douglas
15-Valley,United States Senator (Republican),"Charles, Richard",0,Douglas
15-Valley,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Douglas
15-Valley,United States Senator (Republican),"Heller, Dean",80,Douglas
15-Valley,United States Senator (Republican),None Of These Candidates,1,Douglas
15-Valley,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
16-Mottsville,United States Senator (Republican),"Brooks, Sherry",6,Douglas
16-Mottsville,United States Senator (Republican),"Charles, Richard",2,Douglas
16-Mottsville,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",4,Douglas
16-Mottsville,United States Senator (Republican),"Heller, Dean",179,Douglas
16-Mottsville,United States Senator (Republican),None Of These Candidates,2,Douglas
16-Mottsville,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
17-Ruhenstroth,United States Senator (Republican),"Brooks, Sherry",12,Douglas
17-Ruhenstroth,United States Senator (Republican),"Charles, Richard",3,Douglas
17-Ruhenstroth,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",6,Douglas
17-Ruhenstroth,United States Senator (Republican),"Heller, Dean",259,Douglas
17-Ruhenstroth,United States Senator (Republican),None Of These Candidates,12,Douglas
17-Ruhenstroth,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
18-Ranchos III,United States Senator (Republican),"Brooks, Sherry",2,Douglas
18-Ranchos III,United States Senator (Republican),"Charles, Richard",3,Douglas
18-Ranchos III,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Douglas
18-Ranchos III,United States Senator (Republican),"Heller, Dean",82,Douglas
18-Ranchos III,United States Senator (Republican),None Of These Candidates,3,Douglas
18-Ranchos III,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Douglas
19-Ranchos IV,United States Senator (Republican),"Brooks, Sherry",1,Douglas
19-Ranchos IV,United States Senator (Republican),"Charles, Richard",1,Douglas
19-Ranchos IV,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Douglas
19-Ranchos IV,United States Senator (Republican),"Heller, Dean",142,Douglas
19-Ranchos IV,United States Senator (Republican),None Of These Candidates,2,Douglas
19-Ranchos IV,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
20-Birch/Ranchos,United States Senator (Republican),"Brooks, Sherry",6,Douglas
20-Birch/Ranchos,United States Senator (Republican),"Charles, Richard",0,Douglas
20-Birch/Ranchos,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",4,Douglas
20-Birch/Ranchos,United States Senator (Republican),"Heller, Dean",84,Douglas
20-Birch/Ranchos,United States Senator (Republican),None Of These Candidates,0,Douglas
20-Birch/Ranchos,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
21-Wildhorse,United States Senator (Republican),"Brooks, Sherry",9,Douglas
21-Wildhorse,United States Senator (Republican),"Charles, Richard",4,Douglas
21-Wildhorse,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",3,Douglas
21-Wildhorse,United States Senator (Republican),"Heller, Dean",214,Douglas
21-Wildhorse,United States Senator (Republican),None Of These Candidates,6,Douglas
21-Wildhorse,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Douglas
22-Saratoga,United States Senator (Republican),"Brooks, Sherry",6,Douglas
22-Saratoga,United States Senator (Republican),"Charles, Richard",3,Douglas
22-Saratoga,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",8,Douglas
22-Saratoga,United States Senator (Republican),"Heller, Dean",235,Douglas
22-Saratoga,United States Senator (Republican),None Of These Candidates,2,Douglas
22-Saratoga,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
23-Indian Hills - East,United States Senator (Republican),"Brooks, Sherry",5,Douglas
23-Indian Hills - East,United States Senator (Republican),"Charles, Richard",0,Douglas
23-Indian Hills - East,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",4,Douglas
23-Indian Hills - East,United States Senator (Republican),"Heller, Dean",113,Douglas
23-Indian Hills - East,United States Senator (Republican),None Of These Candidates,5,Douglas
23-Indian Hills - East,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
24-Topaz Lake,United States Senator (Republican),"Brooks, Sherry",5,Douglas
24-Topaz Lake,United States Senator (Republican),"Charles, Richard",7,Douglas
24-Topaz Lake,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2,Douglas
24-Topaz Lake,United States Senator (Republican),"Heller, Dean",116,Douglas
24-Topaz Lake,United States Senator (Republican),None Of These Candidates,3,Douglas
24-Topaz Lake,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
