candidate,party,votes,percent,office
"PARSONS, DONALD W.",NONPARTISAN,4704,100.00,"LYON COUNTY SCHOOL DIST TRUSTEE DIST 1, FERNLEY #1 (NONPARTISAN)"
"STEVENS, JOHN (Incumbent)",NONPARTISAN,4800,100.00,"LYON COUNTY SCHOOL DIST TRUSTEE DIST 3, DAYTON #1 (NONPARTISAN)"
"WILLISS, MAUREEN (Incumbent)",NONPARTISAN,4753,100.00,"LYON COUNTY SCHOOL DIST TRUSTEE DIST 5, MASON VALL (NONPARTISAN)"
"AVEIRO, VICTORIA L. (Incumbent)",NONPARTISAN,604,20.38,SILVER SPRINGS/STAGECOACH HOSPITAL DST VOTE FOR 5 (NONPARTISAN)
"BUTLER, CLAUD (Incumbent)",NONPARTISAN,586,19.77,SILVER SPRINGS/STAGECOACH HOSPITAL DST VOTE FOR 5 (NONPARTISAN)
"FLYNN, SHERRY SI (Incumbent)",NONPARTISAN,603,20.34,SILVER SPRINGS/STAGECOACH HOSPITAL DST VOTE FOR 5 (NONPARTISAN)
"FRANKS, JOHN P. (Incumbent)",NONPARTISAN,594,20.04,SILVER SPRINGS/STAGECOACH HOSPITAL DST VOTE FOR 5 (NONPARTISAN)
"LANGEVIN, MICHAEL (Incumbent)",NONPARTISAN,577,19.47,SILVER SPRINGS/STAGECOACH HOSPITAL DST VOTE FOR 5 (NONPARTISAN)
"RITTER, DEBBIE (Incumbent)",NONPARTISAN,1241,33.24,HOSPITAL DISTRICT SOUTH LYON COUNTY (NONPARTISAN)
"VEIL, KELLY A. (Incumbent)",NONPARTISAN,1238,33.16,HOSPITAL DISTRICT SOUTH LYON COUNTY (NONPARTISAN)
"VOGEL, BRUCE",NONPARTISAN,1254,33.59,HOSPITAL DISTRICT SOUTH LYON COUNTY (NONPARTISAN)
"MCCASSIE, DAN",NONPARTISAN,207,42.07,"CITY COUNCILMEMBER, WARD 2, CITY OF FERNLEY (NONPARTISAN)"
"PARSONS, DONALD",NONPARTISAN,197,40.04,"CITY COUNCILMEMBER, WARD 2, CITY OF FERNLEY (NONPARTISAN)"
"PENNER, KEITH",NONPARTISAN,88,17.89,"CITY COUNCILMEMBER, WARD 2, CITY OF FERNLEY (NONPARTISAN)"
"CERESOLA, STEVEN",NONPARTISAN,71,19.24,"CITY COUNCILMEMBER, WARD 4, CITY OF FERNLEY (NONPARTISAN)"
"FRIED, GARY W.",NONPARTISAN,86,23.31,"CITY COUNCILMEMBER, WARD 4, CITY OF FERNLEY (NONPARTISAN)"
"SEIDL, SUE",NONPARTISAN,212,57.45,"CITY COUNCILMEMBER, WARD 4, CITY OF FERNLEY (NONPARTISAN)"
"BAUER, DANIEL J.",NONPARTISAN,197,11.47,"CANAL, JUSTICE OF THE PEACE (NONPARTISAN)"
"BENNETT, ROBERT J.",NONPARTISAN,644,37.51,"CANAL, JUSTICE OF THE PEACE (NONPARTISAN)"
"COLLINS, KIP P.",NONPARTISAN,90,5.24,"CANAL, JUSTICE OF THE PEACE (NONPARTISAN)"
"JENSEN, BRANDI LEHMAN",NONPARTISAN,786,45.78,"CANAL, JUSTICE OF THE PEACE (NONPARTISAN)"
