candidate,party,votes,percent,office
"MATHEWS, JANEAL",NONPARTISAN,259,17.52,ELY JUSTICE OF THE PEACE 6YR (NONPARTISAN)
"SPROUSE, TERESA",NONPARTISAN,190,12.86,ELY JUSTICE OF THE PEACE 6YR (NONPARTISAN)
"STORK, KRISTINE L.",NONPARTISAN,211,14.28,ELY JUSTICE OF THE PEACE 6YR (NONPARTISAN)
"ROGERS, MARK E.",NONPARTISAN,983,100.00,"BAKER GEN IMP DIST,NO BAKER SEAT B-2 (NONPARTISAN)"
"STEADMAN, TERRANCE P.",NONPARTISAN,993,100.00,"BAKER GEN IMP DIST,NO BAKER SEAT B-5 (NONPARTISAN)"
"CARNEY, MAUREEN (Incumbent)",NONPARTISAN,1143,100.00,"WHITE PINE HOSPITAL DIST TRUSTEE, SEAT 2 (NONPARTISAN)"
"DERBIDGE, DALE L. (Incumbent)",NONPARTISAN,1038,100.00,"WHITE PINE HOSPITAL DIST TRUSTEE, SEAT 3 (NONPARTISAN)"
"ROWLEY, RICHARD F. (Incumbent)",NONPARTISAN,1094,100.00,"WHITE PINE HOSPITAL DIST TRUSTEE, SEAT 4 (NONPARTISAN)"
"BYBEE, MARK (Incumbent)",NONPARTISAN,1175,100.00,"WHITE PINE HOSPITAL DIST TRUSTEE, SEAT 5 (NONPARTISAN)"
"MOOREHEAD, HARLAN",NONPARTISAN,1016,100.00,"MCGILL-RUTH WATER & SEWER, SEAT D (NONPARTISAN)"
"WATTS, SHELLIE",NONPARTISAN,1125,100.00,SCHOOL BOARD TRUSTEE SEAT C (NONPARTISAN)
"LITTLE, JANET A. (Incumbent)",NONPARTISAN,1048,100.00,SCHOOL BOARD TRUSTEE SEAT F (NONPARTISAN)
"KOYLE, DENYS M. (Incumbent)",NONPARTISAN,1067,100.00,SCHOOL BOARD TRUSTEE SEAT G (NONPARTISAN)
"KENNEDY, CALVIN",NONPARTISAN,1007,100.00,SOIL CONSERVATION SEAT BB (NONPARTISAN)
"NELSON, DANIEL ""DAN"" R.",NONPARTISAN,1061,100.00,SOIL CONSERVATION SEAT DD (NONPARTISAN)
"TAYLOR, RONALD R. ""RON"" (Incumbent)",NONPARTISAN,991,100.00,WHITE PINE TV SEAT B (NONPARTISAN)
"BRADLEY, BURKE (Incumbent)",NONPARTISAN,920,100.00,WHITE PINE TV SEAT C (NONPARTISAN)
