candidate,party,percent,votes,office
"ZUELKE, NORMAN E.",NP,36.21%,"2,227",CENTRAL LYON FIRE PROTECTION DIRECTORS DISTRICT IV
"BOTELHO, WILLIAM T.",NP,18.77%,"1,910",NORTH LYON COUNTY FIRE PROTECTION DISTRICT DIRECTORS
"CLEGG, BILL",NP,17.53%,"1,784",NORTH LYON COUNTY FIRE PROTECTION DISTRICT DIRECTORS
"FERREL, CHESTER",NP,21.50%,"2,188",NORTH LYON COUNTY FIRE PROTECTION DISTRICT DIRECTORS
"RAND, PAUL W.",NP,18.78%,"1,911",NORTH LYON COUNTY FIRE PROTECTION DISTRICT DIRECTORS
"WHEELER, HARRY J.",NP,23.43%,"2,385",NORTH LYON COUNTY FIRE PROTECTION DISTRICT DIRECTORS
"CHIAPPONE, JOHN J.",NP,14.72%,202,SILVER SPRINGS GENERAL IMPROVEMENT DISTRICT TRUSTEES
"HOLLER, BILL",NP,13.56%,186,SILVER SPRINGS GENERAL IMPROVEMENT DISTRICT TRUSTEES
"OWEN, LARRY W.",NP,20.19%,277,SILVER SPRINGS GENERAL IMPROVEMENT DISTRICT TRUSTEES
"PERKINS, TABITHA",NP,19.31%,265,SILVER SPRINGS GENERAL IMPROVEMENT DISTRICT TRUSTEES
"RUCKMAN, MARGARET A.",NP,18.80%,258,SILVER SPRINGS GENERAL IMPROVEMENT DISTRICT TRUSTEES
"SNELLINGS, JIM ""COWBOY""",NP,13.41%,184,SILVER SPRINGS GENERAL IMPROVEMENT DISTRICT TRUSTEES
"MORLEY, JAMILLA S.",NP,22.81%,"2,198",FERNLEY SWIMMING POOL GENERAL IMPROVEMENT DISTRICT TRUSTEES
"PEECHER, CONNIE",NP,28.65%,"2,760",FERNLEY SWIMMING POOL GENERAL IMPROVEMENT DISTRICT TRUSTEES
"RIESEN, WILLIAM A.",NP,25.60%,"2,467",FERNLEY SWIMMING POOL GENERAL IMPROVEMENT DISTRICT TRUSTEES
"TEMPEL, BENNETT A.",NP,22.94%,"2,210",FERNLEY SWIMMING POOL GENERAL IMPROVEMENT DISTRICT TRUSTEES
Yes,,44.96%,"7,475",STATE QUESTION 1
No,,55.04%,"9,152",STATE QUESTION 1
Yes,,42.16%,"6,996",STATE QUESTION 2
No,,57.84%,"9,597",STATE QUESTION 2
Yes,,64.30%,"10,778",STATE QUESTION 3
No,,35.70%,"5,985",STATE QUESTION 3
Yes,,28.84%,"4,819",STATE QUESTION 4
No,,71.16%,"11,893",STATE QUESTION 4
Yes,,29.54%,"4,938",STATE QUESTION 5
No,,70.46%,"11,780",STATE QUESTION 5
Yes,,64.38%,"10,816",STATE QUESTION 6
No,,35.62%,"5,985",STATE QUESTION 6
Yes,,48.99%,"8,002",STATE QUESTION 7
No,,51.01%,"8,331",STATE QUESTION 7
Yes,,36.58%,"5,918",STATE QUESTION 8
No,,63.42%,"10,262",STATE QUESTION 8
Yes,,64.00%,"10,292",QUESTION NO. 9  LYON COUNTY ADVISORY QUESTION
No,,36.00%,"5,789",QUESTION NO. 9  LYON COUNTY ADVISORY QUESTION
Yes,,53.18%,"8,730",QUESTION NO. 10  LYON COUNTY ADVISORY QUESTION
No,,46.82%,"7,687",QUESTION NO. 10  LYON COUNTY ADVISORY QUESTION
Yes,,54.45%,"8,939",QUESTION NO. 11  LYON COUNTY QUESTION
No,,45.55%,"7,477",QUESTION NO. 11  LYON COUNTY QUESTION
Yes,,41.96%,"2,031",QUESTION NO. 12  LYON COUNTY QUESTION
No,,58.04%,"2,809",QUESTION NO. 12  LYON COUNTY QUESTION
Yes,,49.16%,"2,336",QUESTION NO. 13  LYON COUNTY ADVISORY QUESTION
No,,50.84%,"2,416",QUESTION NO. 13  LYON COUNTY ADVISORY QUESTION
Yes,,41.83%,"1,984",QUESTION NO. 14  LYON COUNTY ADVISORY QUESTION
No,,58.17%,"2,759",QUESTION NO. 14  LYON COUNTY ADVISORY QUESTION
