candidate,party,percent,votes,office
"KROLICK, GAIL L.",NP,13.31%,"1,646",INCLINE VILLAGE GENERAL IMPROVEMENT DISTRICT
"MAPPS, BEVERLY",NP,19.39%,"2,398",INCLINE VILLAGE GENERAL IMPROVEMENT DISTRICT
"WOLF, BOB",NP,20.24%,"2,503",INCLINE VILLAGE GENERAL IMPROVEMENT DISTRICT
"ALLMAN, ELLEN",NP,18.48%,"1,661",SOUTH TRUCKEE MEADOWS GENERAL IMPROVEMENT DISTRICT (4 Year Term)
"COHEN, STEVE",NP,18.14%,"1,631",SOUTH TRUCKEE MEADOWS GENERAL IMPROVEMENT DISTRICT (4 Year Term)
"SCHUMACHER, JERRY",NP,24.30%,"2,184",SOUTH TRUCKEE MEADOWS GENERAL IMPROVEMENT DISTRICT (4 Year Term)
"SMITH, CLINTON",NP,7.21%,648,SOUTH TRUCKEE MEADOWS GENERAL IMPROVEMENT DISTRICT (4 Year Term)
"VANCE, BILL",NP,14.31%,"1,286",SOUTH TRUCKEE MEADOWS GENERAL IMPROVEMENT DISTRICT (4 Year Term)
"WOOLDRIDGE, DAVID",NP,17.57%,"1,579",SOUTH TRUCKEE MEADOWS GENERAL IMPROVEMENT DISTRICT (4 Year Term)
"CADY, LISA",NP,57.04%,"2,111",SOUTH TRUCKEE MEADOWS GENERAL IMPROVEMENT DISTRICT (2 Year Term)
"MCGAVIN, BIRNIE",NP,42.96%,"1,590",SOUTH TRUCKEE MEADOWS GENERAL IMPROVEMENT DISTRICT (2 Year Term)
"AINSWORTH, JIM",NP,25.58%,"2,761",SUN VALLEY GENERAL IMPROVEMENT DISTRICT
"FINK, ROBERT W.",NP,14.43%,"1,558",SUN VALLEY GENERAL IMPROVEMENT DISTRICT
"GEDDES, AARON",NP,14.17%,"1,529",SUN VALLEY GENERAL IMPROVEMENT DISTRICT
"REINHARDT, MARGARET",NP,15.13%,"1,633",SUN VALLEY GENERAL IMPROVEMENT DISTRICT
"SHORT, FRANCES",NP,14.87%,"1,605",SUN VALLEY GENERAL IMPROVEMENT DISTRICT
"TOURIN, MIKE",NP,15.82%,"1,708",SUN VALLEY GENERAL IMPROVEMENT DISTRICT
"EPSTEIN, DON",NP,18.85%,"2,127",NORTH LAKE TAHOE FIRE PROTECTION DISTRICT
"FISCHER, WAYNE",NP,18.96%,"2,139",NORTH LAKE TAHOE FIRE PROTECTION DISTRICT
"KULLER, LOANNE",NP,9.44%,"1,065",NORTH LAKE TAHOE FIRE PROTECTION DISTRICT
"SMITH, DALE E.",NP,21.00%,"2,370",NORTH LAKE TAHOE FIRE PROTECTION DISTRICT
"TROSSEN, DICK",NP,10.82%,"1,221",NORTH LAKE TAHOE FIRE PROTECTION DISTRICT
"ZAHLER, PAUL",NP,20.93%,"2,362",NORTH LAKE TAHOE FIRE PROTECTION DISTRICT
"FINLEY, BARBARA K.",NP,72.79%,"60,487","JUSTICE OF THE PEACE, RENO DEPARTMENT 5"
"FORD, DAVID R.",NP,27.21%,"22,611","JUSTICE OF THE PEACE, RENO DEPARTMENT 5"
"HIGGINS, KEVIN",NP,59.44%,"22,446","JUSTICE OF THE PEACE, SPARKS DEPARTMENT 2"
"NICHOLSON, DOUG",NP,40.56%,"15,314","JUSTICE OF THE PEACE, SPARKS DEPARTMENT 2"
"DREHER, RONALD P.",NP,34.61%,"21,950",CITY OF RENO COUNCILMAN WARD 1
"GUSTIN, DAN",NP,65.39%,"41,478",CITY OF RENO COUNCILMAN WARD 1
"DEHNE, SAM",NP,27.80%,"18,698",CITY OF RENO COUNCILMAN WARD 3
"SFERRAZZA, JESSICA",NP,72.20%,"48,560",CITY OF RENO COUNCILMAN WARD 3
"AIAZZI, DAVE",NP,51.76%,"34,529",CITY OF RENO COUNCILMAN WARD 5
"MELTON, PATTY",NP,48.24%,"32,182",CITY OF RENO COUNCILMAN WARD 5
"CLARK, BERNIE L.",NP,39.56%,"25,781",CITY OF RENO COUNCILMAN AT LARGE
"HASCHEFF, PIERRE A.",NP,60.44%,"39,393",CITY OF RENO COUNCILMAN AT LARGE
"LOKKEN, FRED",NP,42.23%,"11,327",CITY OF SPARKS COUNCILMAN WARD 3
"MARTINI, GENO R.",NP,57.77%,"15,497",CITY OF SPARKS COUNCILMAN WARD 3
"SCHMITT, RON",NP,54.45%,"14,935",CITY OF SPARKS COUNCILMAN WARD 5
"VOLK, LARMA",NP,45.55%,"12,495",CITY OF SPARKS COUNCILMAN WARD 5
Yes,,47.70%,"72,402",STATE QUESTION 1
No,,52.30%,"79,376",STATE QUESTION 1
Yes,,42.35%,"64,196",STATE QUESTION 2
No,,57.65%,"87,375",STATE QUESTION 2
Yes,,55.17%,"83,750",STATE QUESTION 3
No,,44.83%,"68,059",STATE QUESTION 3
Yes,,27.57%,"41,972",STATE QUESTION 4
No,,72.43%,"110,259",STATE QUESTION 4
Yes,,29.23%,"44,555",STATE QUESTION 5
No,,70.77%,"107,879",STATE QUESTION 5
Yes,,65.81%,"100,968",STATE QUESTION 6
No,,34.19%,"52,454",STATE QUESTION 6
Yes,,55.35%,"82,616",STATE QUESTION 7
No,,44.65%,"66,655",STATE QUESTION 7
Yes,,35.85%,"52,121",STATE QUESTION 8
No,,64.15%,"93,256",STATE QUESTION 8
Yes,,55.16%,"80,950",WASHOE ADVISORY BALLOT QUESTION NO. 1
No,,44.84%,"65,797",WASHOE ADVISORY BALLOT QUESTION NO. 1
Yes,,48.24%,"71,913",WASHOE COUNTY ADVISORY QUESTION NO. 2
No,,51.76%,"77,159",WASHOE COUNTY ADVISORY QUESTION NO. 2
