candidate,party,percent,votes,office
"MORROW, JOAN",DEM,51.31%,"1,590",STATE ASSEMBLY DISTRICT 32 (Democratic)
"GEDDES, JASON",REP,45.18%,"1,264",STATE ASSEMBLY DISTRICT 24 (Republican)
"HOLCOMB, BROOKS",REP,54.82%,"1,534",STATE ASSEMBLY DISTRICT 24 (Republican)
"CAHILL, TIERNEY",REP,11.95%,952,STATE ASSEMBLY DISTRICT 25 (Republican)
"GANSERT, HEIDI SEEVERS",REP,59.32%,"4,724",STATE ASSEMBLY DISTRICT 25 (Republican)
"LEVY, ROBIN",REP,28.73%,"2,288",STATE ASSEMBLY DISTRICT 25 (Republican)
"HEILMAN, ANDREW D.",DEM,19.93%,674,STATE ASSEMBLY DISTRICT 25 (Democratic)
"MEYER, DAN",DEM,53.45%,"1,807",STATE ASSEMBLY DISTRICT 25 (Democratic)
"PETZAK, ROD",DEM,26.62%,900,STATE ASSEMBLY DISTRICT 25 (Democratic)
"LEISS, REGIS",DEM,45.00%,"1,441",STATE ASSEMBLY DISTRICT 26 (Democratic)
"MOZEN, PAUL",DEM,55.00%,"1,761",STATE ASSEMBLY DISTRICT 26 (Democratic)
"MARTIN, LARRY",REP,81.62%,"1,612",STATE ASSEMBLY DISTRICT 27 (Republican)
"VROMAN, JR, RALPH E.",REP,18.38%,363,STATE ASSEMBLY DISTRICT 27 (Republican)
"GWALTNEY, JOHN W.",NP,100.00%,"27,464",STATE BOARD OF EDUCATION DISTRICT 8 (Nonpartisan)
"HILL, DOUG",NP,45.60%,"10,112","UNIVERSITY BOARD OF REGENTS, DISTRICT 11 (Nonpartisan)"
"PRICE, BOB",NP,27.49%,"6,097","UNIVERSITY BOARD OF REGENTS, DISTRICT 11 (Nonpartisan)"
"WESTWOOD, SEAN",NP,20.34%,"4,510","UNIVERSITY BOARD OF REGENTS, DISTRICT 11 (Nonpartisan)"
"ZED, RAJAN",NP,6.57%,"1,458","UNIVERSITY BOARD OF REGENTS, DISTRICT 11 (Nonpartisan)"
"GALLOWAY, JIM",REP,66.11%,"6,013",COUNTY COMMISSIONER DISTRICT 1 (Republican)
"HERNDON, TOM",REP,33.89%,"3,082",COUNTY COMMISSIONER DISTRICT 1 (Republican)
"DATERS, DONNA",REP,9.80%,605,COUNTY COMMISSIONER DISTRICT 4 (Republican)
"JEPPSON, DON C.",REP,26.75%,"1,651",COUNTY COMMISSIONER DISTRICT 4 (Republican)
"LARKIN, BOB",REP,56.00%,"3,457",COUNTY COMMISSIONER DISTRICT 4 (Republican)
"PARKER, J. EDWARD",REP,7.45%,460,COUNTY COMMISSIONER DISTRICT 4 (Republican)
"SCHUMACHER, DEBORAH",NP,100.00%,"47,907","DISTRICT COURT JUDGE, FAMILY DIVISION DEPARTMENT 5 (Nonpartisan)"
"CANNON-LYNCH, ELIZABETH",NP,7.58%,"4,332","DISTRICT COURT JUDGE, FAMILY DIVISION DEPARTMENT 11 (Nonpartisan)"
"SFERRAZZA, PETE",NP,26.79%,"15,305","DISTRICT COURT JUDGE, FAMILY DIVISION DEPARTMENT 11 (Nonpartisan)"
"SHEEHAN, MYRA",NP,24.98%,"14,268","DISTRICT COURT JUDGE, FAMILY DIVISION DEPARTMENT 11 (Nonpartisan)"
"WELLER, CHUCK",NP,40.64%,"23,217","DISTRICT COURT JUDGE, FAMILY DIVISION DEPARTMENT 11 (Nonpartisan)"
"CARNE, DANIEL D.",NP,49.20%,"6,154",SCHOOL BOARD TRUSTEE DISTRICT A (Nonpartisan)
"CORNELL, GORDON",NP,23.03%,"2,880",SCHOOL BOARD TRUSTEE DISTRICT A (Nonpartisan)
"ROJAS-ZIECH, BELLA",NP,27.77%,"3,473",SCHOOL BOARD TRUSTEE DISTRICT A (Nonpartisan)
"LUFKIN, MICKEY",NP,16.39%,"1,467",SCHOOL BOARD TRUSTEE DISTRICT D (Nonpartisan)
"PULLMAN, JONNIE",NP,57.26%,"5,125",SCHOOL BOARD TRUSTEE DISTRICT D (Nonpartisan)
"TACKETT, MIKE",NP,26.35%,"2,359",SCHOOL BOARD TRUSTEE DISTRICT D (Nonpartisan)
"HAUSER, DAVID H.R.",NP,14.36%,"3,929",SCHOOL BOARD TRUSTEE DISTRICT G (Nonpartisan)
"HORN, WILLIAM B.",NP,8.51%,"2,329",SCHOOL BOARD TRUSTEE DISTRICT G (Nonpartisan)
"NAVARRO, THERESA E.",NP,17.67%,"4,836",SCHOOL BOARD TRUSTEE DISTRICT G (Nonpartisan)
"PRICE, BARBARA A.",NP,27.21%,"7,447",SCHOOL BOARD TRUSTEE DISTRICT G (Nonpartisan)
"SILVERBERG, CAROL",NP,11.35%,"3,107",SCHOOL BOARD TRUSTEE DISTRICT G (Nonpartisan)
"TAYLOR-WARREN, LANCE",NP,5.86%,"1,603",SCHOOL BOARD TRUSTEE DISTRICT G (Nonpartisan)
"WADDELL, JR, GLENN",NP,15.04%,"4,117",SCHOOL BOARD TRUSTEE DISTRICT G (Nonpartisan)
"CALLICRATE, TIM G.",NP,10.81%,525,INCLINE VILLAGE GENERAL IMPROVEMENT DISTRICT (Nonpartisan)
"EPSTEIN, BEA",NP,12.34%,599,INCLINE VILLAGE GENERAL IMPROVEMENT DISTRICT (Nonpartisan)
"HARRIS, HENRY",NP,3.48%,169,INCLINE VILLAGE GENERAL IMPROVEMENT DISTRICT (Nonpartisan)
"HILL, OWEN A.",NP,5.85%,284,INCLINE VILLAGE GENERAL IMPROVEMENT DISTRICT (Nonpartisan)
"INGERSOLL, RAYMOND W.",NP,3.83%,186,INCLINE VILLAGE GENERAL IMPROVEMENT DISTRICT (Nonpartisan)
"KAPLAN, DON",NP,9.16%,445,INCLINE VILLAGE GENERAL IMPROVEMENT DISTRICT (Nonpartisan)
"KROLICK, GAIL L.",NP,9.80%,476,INCLINE VILLAGE GENERAL IMPROVEMENT DISTRICT (Nonpartisan)
"MAPPS, BEVERLY",NP,14.56%,707,INCLINE VILLAGE GENERAL IMPROVEMENT DISTRICT (Nonpartisan)
"MENNING, THOMAS",NP,6.59%,320,INCLINE VILLAGE GENERAL IMPROVEMENT DISTRICT (Nonpartisan)
"OLMER, ROBERT J.",NP,2.86%,139,INCLINE VILLAGE GENERAL IMPROVEMENT DISTRICT (Nonpartisan)
"REBHOLZ, STEVE",NP,0.89%,43,INCLINE VILLAGE GENERAL IMPROVEMENT DISTRICT (Nonpartisan)
"SCHMAUDER, ART",NP,1.59%,77,INCLINE VILLAGE GENERAL IMPROVEMENT DISTRICT (Nonpartisan)
"WOLF, ANDREW",NP,6.63%,322,INCLINE VILLAGE GENERAL IMPROVEMENT DISTRICT (Nonpartisan)
"WOLF, BOB",NP,11.61%,564,INCLINE VILLAGE GENERAL IMPROVEMENT DISTRICT (Nonpartisan)
"EPSTEIN, DON",NP,14.72%,649,NORTH LAKE TAHOE FIRE PROTECTION DISTRICT (Nonpartisan)
"FISCHER, WAYNE",NP,16.02%,706,NORTH LAKE TAHOE FIRE PROTECTION DISTRICT (Nonpartisan)
"KELLEY, JEFFREY",NP,4.51%,199,NORTH LAKE TAHOE FIRE PROTECTION DISTRICT (Nonpartisan)
"KULLER, LOANNE",NP,7.60%,335,NORTH LAKE TAHOE FIRE PROTECTION DISTRICT (Nonpartisan)
"LANDAU, ARNOLD",NP,4.26%,188,NORTH LAKE TAHOE FIRE PROTECTION DISTRICT (Nonpartisan)
"SMITH, DALE E.",NP,17.63%,777,NORTH LAKE TAHOE FIRE PROTECTION DISTRICT (Nonpartisan)
"SONGEY, NORMAN A.",NP,4.81%,212,NORTH LAKE TAHOE FIRE PROTECTION DISTRICT (Nonpartisan)
"TROSSEN, DICK",NP,11.12%,490,NORTH LAKE TAHOE FIRE PROTECTION DISTRICT (Nonpartisan)
"ZAHLER, PAUL",NP,19.33%,852,NORTH LAKE TAHOE FIRE PROTECTION DISTRICT (Nonpartisan)
"DANNAN, ED",NP,100.00%,"30,691","JUSTICE OF THE PEACE, RENO DEPARTMENT 2 (Nonpartisan)"
"SCHROEDER, JACK",NP,100.00%,"31,342","JUSTICE OF THE PEACE, RENO DEPARTMENT 3 (Nonpartisan)"
"ALBRIGHT, HAROLD G.",NP,100.00%,"31,090","JUSTICE OF THE PEACE, RENO DEPARTMENT 4 (Nonpartisan)"
"BUCK, MICHELLE L.",NP,9.06%,742,CITY OF RENO COUNCILMAN WARD 1 (Nonpartisan)
"DREHER, RONALD P.",NP,25.20%,"2,064",CITY OF RENO COUNCILMAN WARD 1 (Nonpartisan)
"GILBERT, ZAK",NP,22.58%,"1,849",CITY OF RENO COUNCILMAN WARD 1 (Nonpartisan)
"GUSTIN, DAN",NP,43.16%,"3,534",CITY OF RENO COUNCILMAN WARD 1 (Nonpartisan)
"DEHNE, SAM",NP,15.34%,533,CITY OF RENO COUNCILMAN WARD 3 (Nonpartisan)
"JOHNS, JOSEPH E.K.",NP,13.61%,473,CITY OF RENO COUNCILMAN WARD 3 (Nonpartisan)
"SFERRAZZA, JESSICA",NP,71.05%,"2,469",CITY OF RENO COUNCILMAN WARD 3 (Nonpartisan)
