candidate,party,percent,votes,office
"GRUBER, HARVEY",NP,13.86%,"2,253","JUSTICE OF THE PEACE, HENDERSON TOWNSHIP, DEPT. 2"
"PURSER, ANN",NP,18.97%,"3,084","JUSTICE OF THE PEACE, HENDERSON TOWNSHIP, DEPT. 2"
"SARAGOSA, MELISSA A.",NP,100.00%,"50,906","JUSTICE OF THE PEACE, HENDERSON TOWNSHIP, DEPT. 3"
"GOODMAN, ERIC A.",NP,100.00%,"50,800","JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 4"
"BECK, COLBY",NP,10.96%,"6,616","JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 11"
"LINN, DAVID R.",NP,17.81%,"10,756","JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 11"
"SMITH, STEVE",NP,17.99%,"10,862","JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 11"
"SULLIVAN, DIANA L.",NP,53.25%,"32,155","JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 11"
"AVILEZ, MARIA PEREZ",NP,14.75%,"1,218","JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 12"
"KIMBLE-SIMMS, MARSHA",NP,22.07%,"1,822","JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 12"
"LEE, CHRIS",NP,40.56%,"3,349","JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 12"
"MACARTHUR, JONATHAN E.",NP,22.62%,"1,868","JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 12"
