candidate,party,percent,votes,office
Under Votes,,24.13%,403,SCHOOL DISTRICT BOARD TRUSTEE SEAT 2B
Over Votes,,0.00%,0,SCHOOL DISTRICT BOARD TRUSTEE SEAT 2B
"CLARK, MARVIN",NP,20.20%,160,CANYON GENERAL IMPROVEMENT DISTRICT 2
"DARR, PAMELA",NP,18.56%,147,CANYON GENERAL IMPROVEMENT DISTRICT 2
"DENNIS, LINDA R",NP,18.94%,150,CANYON GENERAL IMPROVEMENT DISTRICT 2
"GILBERT, ED",NP,23.23%,184,CANYON GENERAL IMPROVEMENT DISTRICT 2
"PENA, LOUISE M",NP,17.68%,140,CANYON GENERAL IMPROVEMENT DISTRICT 2
Under Votes,,1.26%,10,CANYON GENERAL IMPROVEMENT DISTRICT 2
Over Votes,,0.13%,1,CANYON GENERAL IMPROVEMENT DISTRICT 2
"BLACKFORD, DAVID L",NP,50.00%,1,TRI GENERAL IMPROVEMENT DISTRICT SEAT 1A
Under Votes,,50.00%,1,TRI GENERAL IMPROVEMENT DISTRICT SEAT 1A
Over Votes,,0.00%,0,TRI GENERAL IMPROVEMENT DISTRICT SEAT 1A
"BLACKFORD, DEBBIE L",NP,100.00%,1,TRI GENERAL IMPROVEMENT DISTRICT SEAT 1B
Under Votes,,0.00%,0,TRI GENERAL IMPROVEMENT DISTRICT SEAT 1B
Over Votes,,0.00%,0,TRI GENERAL IMPROVEMENT DISTRICT SEAT 1B
Yes,,57.78%,965,STATE QUESTION NO. 1
No,,38.20%,638,STATE QUESTION NO. 1
Under Votes,,3.83%,64,STATE QUESTION NO. 1
Over Votes,,0.18%,3,STATE QUESTION NO. 1
Yes,,60.42%,"1,009",STATE QUESTION NO. 2
No,,37.90%,633,STATE QUESTION NO. 2
Under Votes,,1.56%,26,STATE QUESTION NO. 2
Over Votes,,0.12%,2,STATE QUESTION NO. 2
Yes,,43.89%,733,STATE QUESTION NO. 3
No,,50.84%,849,STATE QUESTION NO. 3
Under Votes,,5.21%,87,STATE QUESTION NO. 3
Over Votes,,0.06%,1,STATE QUESTION NO. 3
Yes,,22.69%,379,STATE QUESTION NO. 4
No,,72.40%,"1,209",STATE QUESTION NO. 4
Under Votes,,4.85%,81,STATE QUESTION NO. 4
Over Votes,,0.06%,1,STATE QUESTION NO. 4
Yes,,33.41%,558,STATE QUESTION NO. 5
No,,57.96%,968,STATE QUESTION NO. 5
Under Votes,,8.38%,140,STATE QUESTION NO. 5
Over Votes,,0.24%,4,STATE QUESTION NO. 5
Yes,,35.75%,597,STATE QUESTION NO. 6
No,,56.41%,942,STATE QUESTION NO. 6
Under Votes,,7.84%,131,STATE QUESTION NO. 6
Over Votes,,0.00%,0,STATE QUESTION NO. 6
Yes,,37.31%,623,STATE QUESTION NO. 7
No,,56.05%,936,STATE QUESTION NO. 7
Under Votes,,6.41%,107,STATE QUESTION NO. 7
Over Votes,,0.24%,4,STATE QUESTION NO. 7
