candidate,party,percent,votes,office
Over Votes,,0.00%,0,STATE BOARD OF EDUCATION DISTRICT 10
"HUGHES, GLORIA",REP,84.51%,"1,898",ASSESSOR
Under Votes,,15.49%,348,ASSESSOR
Over Votes,,0.00%,0,ASSESSOR
"FISK, STACY",REP,38.04%,786,CLERK AND TREASURER
"WEATHERFIELD, HELENE J",REP,59.15%,"1,222",CLERK AND TREASURER
Under Votes,,2.66%,55,CLERK AND TREASURER
Over Votes,,0.15%,3,CLERK AND TREASURER
"ABBE, SHIELA",DEM,39.54%,809,COUNTY COMMISSIONER SEAT C
"BLACK, NANCY",REP,58.41%,"1,195",COUNTY COMMISSIONER SEAT C
Under Votes,,2.00%,41,COUNTY COMMISSIONER SEAT C
Over Votes,,0.05%,1,COUNTY COMMISSIONER SEAT C
"EMM, CHERI K",DEM,78.93%,"1,615",DISTRICT ATTORNEY
"HORTON, DAVID",DEM,17.99%,368,DISTRICT ATTORNEY
Under Votes,,3.08%,63,DISTRICT ATTORNEY
Over Votes,,0.00%,0,DISTRICT ATTORNEY
"HOFERER, CHRISTINE A",REP,82.06%,"1,679",RECORDER AND AUDITOR
Under Votes,,17.94%,367,RECORDER AND AUDITOR
Over Votes,,0.00%,0,RECORDER AND AUDITOR
"STROBEL , PATRICIA A",REP,77.60%,"1,628",PUBLIC ADMINISTRATOR
Under Votes,,21.97%,461,PUBLIC ADMINISTRATOR
Over Votes,,0.43%,9,PUBLIC ADMINISTRATOR
"LAUBOROUGH, DALE",NP,42.18%,863,SHERIFF
"TRDLA, FRED",NP,53.32%,"1,091",SHERIFF
Under Votes,,4.35%,89,SHERIFF
Over Votes,,0.15%,3,SHERIFF
"MCINTOCH, OLLIE",NP,77.58%,"1,488",HAWTHORNE TOWNSHIP CONSTABLE
Under Votes,,22.42%,430,HAWTHORNE TOWNSHIP CONSTABLE
Over Votes,,0.00%,0,HAWTHORNE TOWNSHIP CONSTABLE
"CHILCOTT, MAX M",NP,21.38%,875,HOSPITAL BOARD TRUSTEE
"ERICKSON, THOMAS J",NP,35.04%,"1,434",HOSPITAL BOARD TRUSTEE
Under Votes,,43.57%,"1,783",HOSPITAL BOARD TRUSTEE
Over Votes,,0.00%,0,HOSPITAL BOARD TRUSTEE
"HAMREY, TAMMY L.",REP,24.04%,107,SCHOOL TRUSTEE
"PETERSON, JEAN",DEM,75.96%,338,SCHOOL TRUSTEE
Under Votes,,0.00%,0,SCHOOL TRUSTEE
Over Votes,,0.00%,0,SCHOOL TRUSTEE
"DEMENT, JUNE",NP,13.88%,852,SCHOOL TRUSTEE
"EMM-REEDY, THERESA",NP,11.70%,718,SCHOOL TRUSTEE
"GLAZIER, MICHELLE",NP,12.54%,770,SCHOOL TRUSTEE
"HARNAGE, BARBARA H",NP,9.74%,598,SCHOOL TRUSTEE
"PALMER, REUBEN D",NP,17.43%,"1,070",SCHOOL TRUSTEE
"WOFFORD, KENT R",NP,13.80%,847,SCHOOL TRUSTEE
Under Votes,,20.07%,"1,232",SCHOOL TRUSTEE
Over Votes,,0.83%,51,SCHOOL TRUSTEE
"GRANTHEM, CARL B",NP,24.07%,78,WALKER LAKE WATER DISTRICT MEMBER
"HENRY, MICHAEL C",NP,30.86%,100,WALKER LAKE WATER DISTRICT MEMBER
Under Votes,,45.06%,146,WALKER LAKE WATER DISTRICT MEMBER
Over Votes,,0.00%,0,WALKER LAKE WATER DISTRICT MEMBER
Yes,,45.13%,922,STATE QUESTION NO. 1
No,,49.63%,"1,014",STATE QUESTION NO. 1
Under Votes,,5.19%,106,STATE QUESTION NO. 1
Over Votes,,0.05%,1,STATE QUESTION NO. 1
Yes,,73.27%,"1,497",STATE QUESTION NO. 2
No,,24.87%,508,STATE QUESTION NO. 2
Under Votes,,1.71%,35,STATE QUESTION NO. 2
Over Votes,,0.15%,3,STATE QUESTION NO. 2
Yes,,33.58%,686,STATE QUESTION NO. 3
No,,59.47%,"1,215",STATE QUESTION NO. 3
Under Votes,,6.90%,141,STATE QUESTION NO. 3
Over Votes,,0.05%,1,STATE QUESTION NO. 3
Yes,,23.27%,475,STATE QUESTION NO. 4
No,,69.87%,"1,426",STATE QUESTION NO. 4
Under Votes,,6.71%,137,STATE QUESTION NO. 4
Over Votes,,0.15%,3,STATE QUESTION NO. 4
Yes,,28.59%,584,STATE QUESTION NO. 5
No,,61.67%,"1,260",STATE QUESTION NO. 5
Under Votes,,9.50%,194,STATE QUESTION NO. 5
Over Votes,,0.24%,5,STATE QUESTION NO. 5
Yes,,29.39%,571,STATE QUESTION NO. 6
No,,62.53%,"1,215",STATE QUESTION NO. 6
Under Votes,,7.98%,155,STATE QUESTION NO. 6
Over Votes,,0.10%,2,STATE QUESTION NO. 6
Yes,,35.58%,727,STATE QUESTION NO. 7
No,,57.66%,"1,178",STATE QUESTION NO. 7
Under Votes,,6.71%,137,STATE QUESTION NO. 7
Over Votes,,0.05%,1,STATE QUESTION NO. 7
