candidate,party,percent,votes,office
"REIFSNYDER, SUZANNE",NP,23.22%,374,COUNTY SCHOOL TRUSTEE DISTRICT A
Under Votes,,0.00%,0,COUNTY SCHOOL TRUSTEE DISTRICT A
Over Votes,,0.00%,0,COUNTY SCHOOL TRUSTEE DISTRICT A
"DORMAN , SHAWN D.",NP,100.00%,"1,371",COUNTY SCHOOL TRUSTEE DISTRICT B
Under Votes,,0.00%,0,COUNTY SCHOOL TRUSTEE DISTRICT B
Over Votes,,0.00%,0,COUNTY SCHOOL TRUSTEE DISTRICT B
"WHIPPLE JR, KEITH MURRY",NP,100.00%,"1,426",COUNTY SCHOOL TRUSTEE DISTRICT E
Under Votes,,0.00%,0,COUNTY SCHOOL TRUSTEE DISTRICT E
Over Votes,,0.00%,0,COUNTY SCHOOL TRUSTEE DISTRICT E
"LLOYD, MARY",NP,100.00%,"1,470",GROVER C. DILS HOSPITAL TRUSTEE DISTRICT A
Under Votes,,0.00%,0,GROVER C. DILS HOSPITAL TRUSTEE DISTRICT A
Over Votes,,0.00%,0,GROVER C. DILS HOSPITAL TRUSTEE DISTRICT A
"ROWE, STEVE R.",NP,100.00%,"1,399",GROVER C. DILS HOSPITAL TRUSTEE DISTRICT C
Under Votes,,0.00%,0,GROVER C. DILS HOSPITAL TRUSTEE DISTRICT C
Over Votes,,0.00%,0,GROVER C. DILS HOSPITAL TRUSTEE DISTRICT C
"JONES, RICHARD L.",NP,100.00%,"1,324",GROVER C. DILS HOSPITAL TRUSTEE DISTRICT D
Under Votes,,0.00%,0,GROVER C. DILS HOSPITAL TRUSTEE DISTRICT D
Over Votes,,0.00%,0,GROVER C. DILS HOSPITAL TRUSTEE DISTRICT D
"MALOY II, EDWARD W.",NP,63.31%,937,GROVER C. DILS HOSPITAL TRUSTEE DISTRICT E
"MELDRUM, STEVEN",NP,36.69%,543,GROVER C. DILS HOSPITAL TRUSTEE DISTRICT E
Under Votes,,0.00%,0,GROVER C. DILS HOSPITAL TRUSTEE DISTRICT E
Over Votes,,0.00%,0,GROVER C. DILS HOSPITAL TRUSTEE DISTRICT E
Yes,,34.07%,569,STATE QUESTION NO. 1
No,,65.93%,"1,101",STATE QUESTION NO. 1
Under Votes,,0.00%,0,STATE QUESTION NO. 1
Over Votes,,0.00%,0,STATE QUESTION NO. 1
Yes,,85.28%,"1,471",STATE QUESTION NO. 2
No,,14.72%,254,STATE QUESTION NO. 2
Under Votes,,0.00%,0,STATE QUESTION NO. 2
Over Votes,,0.00%,0,STATE QUESTION NO. 2
Yes,,48.54%,800,STATE QUESTION NO. 3
No,,51.46%,848,STATE QUESTION NO. 3
Under Votes,,0.00%,0,STATE QUESTION NO. 3
Over Votes,,0.00%,0,STATE QUESTION NO. 3
Yes,,19.96%,328,STATE QUESTION NO. 4
No,,80.04%,"1,315",STATE QUESTION NO. 4
Under Votes,,0.00%,0,STATE QUESTION NO. 4
Over Votes,,0.00%,0,STATE QUESTION NO. 4
Yes,,32.70%,503,STATE QUESTION NO. 5
No,,67.30%,"1,035",STATE QUESTION NO. 5
Under Votes,,0.00%,0,STATE QUESTION NO. 5
Over Votes,,0.00%,0,STATE QUESTION NO. 5
Yes,,35.36%,559,STATE QUESTION NO. 6
No,,64.64%,"1,022",STATE QUESTION NO. 6
Under Votes,,0.00%,0,STATE QUESTION NO. 6
Over Votes,,0.00%,0,STATE QUESTION NO. 6
Yes,,38.32%,625,STATE QUESTION NO. 7
No,,61.68%,"1,006",STATE QUESTION NO. 7
Under Votes,,0.00%,0,STATE QUESTION NO. 7
Over Votes,,0.00%,0,STATE QUESTION NO. 7
Yes,,59.79%,986,STATE QUESTION NO. 8
No,,40.21%,663,STATE QUESTION NO. 8
Under Votes,,0.00%,0,STATE QUESTION NO. 8
Over Votes,,0.00%,0,STATE QUESTION NO. 8
