candidate,party,percent,votes,office
"YOCHUM, MERRITT",IAP,1.11%,"3,409",LIEUTENANT GOVERNOR
None of these Candidates,,3.18%,"9,760",LIEUTENANT GOVERNOR
Under Votes,,0.00%,0,LIEUTENANT GOVERNOR
Over Votes,,0.00%,0,LIEUTENANT GOVERNOR
"AVERY, LOIS J",NAT,3.22%,"9,632",SECRETARY OF STATE
"HAMMA, WILLIAM",DEM,29.81%,"89,167",SECRETARY OF STATE
"HANSEN, CHRISTOPHER H.",IAP,3.63%,"10,847",SECRETARY OF STATE
"HELLER, DEAN Incumbent",REP,55.84%,"167,019",SECRETARY OF STATE
"LENART, PAUL A",GRN,1.35%,"4,041",SECRETARY OF STATE
None of these Candidates,,6.15%,"18,406",SECRETARY OF STATE
Under Votes,,0.00%,0,SECRETARY OF STATE
Over Votes,,0.00%,0,SECRETARY OF STATE
"ANDREWS, MARK",IAP,5.81%,"17,269",STATE TREASURER
"KROLICKI, BRIAN KIncumbent",REP,51.51%,"153,152",STATE TREASURER
"SANTOR, KEN",DEM,36.40%,"108,225",STATE TREASURER
None of these Candidates,,6.28%,"18,686",STATE TREASURER
Under Votes,,0.00%,0,STATE TREASURER
Over Votes,,0.00%,0,STATE TREASURER
"AUGUSTINE, KATHY Incumbent",REP,48.19%,"142,788",STATE CONTROLLER
"BLACK, LISA",IAP,3.93%,"11,651",STATE CONTROLLER
"EBY, CHUCK",LIB,2.23%,"6,618",STATE CONTROLLER
"LEE, JOHN",DEM,40.21%,"119,149",STATE CONTROLLER
None of these Candidates,,5.44%,"16,122",STATE CONTROLLER
Under Votes,,0.00%,0,STATE CONTROLLER
Over Votes,,0.00%,0,STATE CONTROLLER
"HANSEN, JONATHAN",IAP,3.67%,"11,085",ATTORNEY GENERAL
"HUNT, JOHN",DEM,37.94%,"114,652",ATTORNEY GENERAL
"SANDOVAL, BRIAN",REP,55.00%,"166,221",ATTORNEY GENERAL
None of these Candidates,,3.39%,"10,245",ATTORNEY GENERAL
Under Votes,,0.00%,0,ATTORNEY GENERAL
Over Votes,,0.00%,0,ATTORNEY GENERAL
"CHAIREZ, DON",NP,36.37%,"99,579","JUSTICE OF THE SUPREME COURT, SEAT B"
"MAUPIN, BILL Incumbent",NP,48.92%,"133,926","JUSTICE OF THE SUPREME COURT, SEAT B"
None of these Candidates,,14.70%,"40,254","JUSTICE OF THE SUPREME COURT, SEAT B"
Under Votes,,0.00%,0,"JUSTICE OF THE SUPREME COURT, SEAT B"
Over Votes,,0.00%,0,"JUSTICE OF THE SUPREME COURT, SEAT B"
"GIBBONS, MARK",NP,82.32%,"214,019","JUSTICE OF THE SUPREME COURT, SEAT D"
None of these Candidates,,17.68%,"45,957","JUSTICE OF THE SUPREME COURT, SEAT D"
Under Votes,,0.00%,0,"JUSTICE OF THE SUPREME COURT, SEAT D"
Over Votes,,0.00%,0,"JUSTICE OF THE SUPREME COURT, SEAT D"
"CARLTON, MAGGIE Incumbent",DEM,67.05%,"4,665",STATE SENATE DISTRICT 2
"MENDOZA, AUGUSTIN",REP,32.95%,"2,293",STATE SENATE DISTRICT 2
Under Votes,,0.00%,0,STATE SENATE DISTRICT 2
Over Votes,,0.00%,0,STATE SENATE DISTRICT 2
"HAWK, JOHN",DEM,42.58%,"23,339",STATE SENATE DISTRICT 5
"TIFFANY, SANDRA",REP,57.42%,"31,470",STATE SENATE DISTRICT 5
Under Votes,,0.00%,0,STATE SENATE DISTRICT 5
Over Votes,,0.00%,0,STATE SENATE DISTRICT 5
"CARE, TERRY Incumbent",DEM,100.00%,"24,744",STATE SENATE DISTRICT 7
Under Votes,,0.00%,0,STATE SENATE DISTRICT 7
Over Votes,,0.00%,0,STATE SENATE DISTRICT 7
"CEGAVSKE, BARBARA K",REP,62.55%,"15,854",STATE SENATE DISTRICT 8
"HANSEN, KRISTEN",DEM,37.45%,"9,491",STATE SENATE DISTRICT 8
Under Votes,,0.00%,0,STATE SENATE DISTRICT 8
Over Votes,,0.00%,0,STATE SENATE DISTRICT 8
"LAMURAGLIA, TERRY",DEM,42.77%,"15,130",STATE SENATE DISTRICT 9
"LUSK, JOHN",IAP,3.14%,"1,112",STATE SENATE DISTRICT 9
"NOLAN, DENNIS",REP,54.09%,"19,134",STATE SENATE DISTRICT 9
Under Votes,,0.00%,0,STATE SENATE DISTRICT 9
Over Votes,,0.00%,0,STATE SENATE DISTRICT 9
"COFFIN, BOB Incumbent",DEM,67.16%,"7,468",STATE SENATE DISTRICT 10
"GUINN, DANIEL",REP,32.84%,"3,651",STATE SENATE DISTRICT 10
Under Votes,,0.00%,0,STATE SENATE DISTRICT 10
Over Votes,,0.00%,0,STATE SENATE DISTRICT 10
"CATLETT, LEON E",IAP,3.33%,975,STATE SENATE DISTRICT 12
"HARDY, WARREN B",REP,62.69%,"18,358",STATE SENATE DISTRICT 12
"MARTINEZ, ADRIANA",DEM,33.98%,"9,951",STATE SENATE DISTRICT 12
Under Votes,,0.00%,0,STATE SENATE DISTRICT 12
Over Votes,,0.00%,0,STATE SENATE DISTRICT 12
"COLLINS, TOM Incumbent",DEM,64.44%,"7,102",STATE ASSEMBLY DISTRICT 1
"OPOLKA, DOUG",REP,29.33%,"3,232",STATE ASSEMBLY DISTRICT 1
"WILLIAMS, PEGGIE",IAP,6.23%,687,STATE ASSEMBLY DISTRICT 1
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 1
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 1
"BARNES, BRIAN",IAP,22.95%,"3,363",STATE ASSEMBLY DISTRICT 2
"MABEY, GARN",REP,77.05%,"11,291",STATE ASSEMBLY DISTRICT 2
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 2
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 2
"PIERCE, PEGGY",DEM,49.10%,"4,844",STATE ASSEMBLY DISTRICT 3
"SIMS, HAROLD D",IAP,3.80%,375,STATE ASSEMBLY DISTRICT 3
"WHEELER, JOE",REP,47.10%,"4,646",STATE ASSEMBLY DISTRICT 3
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 3
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 3
"BEERS, BOB Incumbent",REP,64.52%,"11,379",STATE ASSEMBLY DISTRICT 4
"BYCROFT, HOWARD WADE",DEM,35.48%,"6,257",STATE ASSEMBLY DISTRICT 4
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 4
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 4
"ELLERTON, JOHN",DEM,44.80%,"5,099",STATE ASSEMBLY DISTRICT 5
"WEBER, VALERIE",REP,55.20%,"6,282",STATE ASSEMBLY DISTRICT 5
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 5
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 5
"MENNENOH, DEVON A",REP,30.24%,"1,708",STATE ASSEMBLY DISTRICT 6
"WILLIAMS, WENDELL PIncumbent",DEM,69.76%,"3,941",STATE ASSEMBLY DISTRICT 6
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 6
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 6
"ARBERRY, JR., MORSE Incumbent",DEM,61.26%,"4,242",STATE ASSEMBLY DISTRICT 7
"WESLEY, JOANNA",REP,38.74%,"2,683",STATE ASSEMBLY DISTRICT 7
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 7
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 7
"BUCKLEY, BARBARA Incumbent",DEM,64.99%,"3,893",STATE ASSEMBLY DISTRICT 8
"CHILD, KEVIN L",REP,35.01%,"2,097",STATE ASSEMBLY DISTRICT 8
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 8
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 8
"GIUNCHIGLIANI, CHRIS Incumbent",DEM,100.00%,"5,378",STATE ASSEMBLY DISTRICT 9
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 9
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 9
"COOK, DANIEL",DEM,42.00%,"2,736",STATE ASSEMBLY DISTRICT 10
"GOLDWATER, DAVID Incumbent",DEM,58.00%,"3,779",STATE ASSEMBLY DISTRICT 10
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 10
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 10
"ADAMS, DAVID N",REP,32.22%,983,STATE ASSEMBLY DISTRICT 11
"MCCLEARY, BOB",DEM,67.78%,"2,068",STATE ASSEMBLY DISTRICT 11
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 11
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 11
"OHRENSCHALL, GENIE Incumbent",DEM,100.00%,"5,891",STATE ASSEMBLY DISTRICT 12
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 12
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 12
"CHRISTENSEN, CHAD",REP,55.25%,"10,840",STATE ASSEMBLY DISTRICT 13
"SLATER, MIKE",DEM,44.75%,"8,779",STATE ASSEMBLY DISTRICT 13
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 13
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 13
"BARRIER, J. ""BUFFALO JIM""",IAP,8.06%,659,STATE ASSEMBLY DISTRICT 14
"GARDNER, RICHARD G",REP,34.36%,"2,810",STATE ASSEMBLY DISTRICT 14
"KOIVISTO, ELLEN Incumbent",DEM,57.58%,"4,709",STATE ASSEMBLY DISTRICT 14
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 14
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 14
"HAMMARGREN, LONNIE",REP,48.47%,"5,002",STATE ASSEMBLY DISTRICT 15
"MCCLAIN, KATHY Incumbent",DEM,51.53%,"5,318",STATE ASSEMBLY DISTRICT 15
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 15
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 15
"OCEGUERA, JOHN Incumbent",DEM,57.73%,"6,073",STATE ASSEMBLY DISTRICT 16
"STRICKLAND, RICH",REP,42.27%,"4,446",STATE ASSEMBLY DISTRICT 16
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 16
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 16
"ATKINSON, KELVIN",DEM,52.18%,"4,063",STATE ASSEMBLY DISTRICT 17
"VALERA, LUIS",REP,47.82%,"3,723",STATE ASSEMBLY DISTRICT 17
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 17
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 17
"JARVIS, KEN",REP,35.26%,"3,589",STATE ASSEMBLY DISTRICT 18
"MANENDO, MARK Incumbent",DEM,64.74%,"6,591",STATE ASSEMBLY DISTRICT 18
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 18
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 18
"CLABORN, JERRY DIncumbent",DEM,56.85%,"3,629",STATE ASSEMBLY DISTRICT 19
"STEPHENS, WARREN A",IAP,10.79%,689,STATE ASSEMBLY DISTRICT 19
"THREM, DUANE M",REP,32.35%,"2,065",STATE ASSEMBLY DISTRICT 19
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 19
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 19
"HARDY, JOE",REP,58.52%,"7,985",STATE ASSEMBLY DISTRICT 20
"SEGERBLOM, GENE",DEM,41.48%,"5,660",STATE ASSEMBLY DISTRICT 20
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 20
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 20
"ANDONOV, WALTER",REP,54.72%,"7,598",STATE ASSEMBLY DISTRICT 21
"CANO, LISA",DEM,42.93%,"5,961",STATE ASSEMBLY DISTRICT 21
"HANSEN, JOSHUA",IAP,2.35%,327,STATE ASSEMBLY DISTRICT 21
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 21
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 21
"BROWN, DAVID Incumbent",REP,64.24%,"14,419",STATE ASSEMBLY DISTRICT 22
"HARRIS, JESSE",IAP,3.09%,693,STATE ASSEMBLY DISTRICT 22
"LEVENSON, CAREN",DEM,32.67%,"7,333",STATE ASSEMBLY DISTRICT 22
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 22
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 22
"PERKINS, RICHARD Incumbent",DEM,100.00%,"8,551",STATE ASSEMBLY DISTRICT 23
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 23
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 23
"CHOWNING , VONNE SIncumbent",DEM,65.20%,"2,216",STATE ASSEMBLY DISTRICT 28
"DAN, JAMES",LIB,34.80%,"1,183",STATE ASSEMBLY DISTRICT 28
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 28
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 28
"DREYFUSS, STAN",DEM,41.96%,"4,885",STATE ASSEMBLY DISTRICT 29
"GRIFFIN, JOSH",REP,55.21%,"6,427",STATE ASSEMBLY DISTRICT 29
"RAMSAIER, JUSTIN",IAP,2.83%,330,STATE ASSEMBLY DISTRICT 29
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 29
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 29
"DEL ROSARIO, GENY",REP,48.47%,"4,593",STATE ASSEMBLY DISTRICT 34
"HORNE, WILLIAM",DEM,51.53%,"4,883",STATE ASSEMBLY DISTRICT 34
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 34
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 34
"ALLEN, FRANCIS",REP,49.25%,"4,426",STATE ASSEMBLY DISTRICT 37
"CONKLIN, MARCUS",DEM,50.75%,"4,560",STATE ASSEMBLY DISTRICT 37
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 37
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 37
"DANE, PHILLIP",REP,38.09%,"2,800",STATE ASSEMBLY DISTRICT 41
"PARKS, DAVID Incumbent",DEM,53.72%,"3,949",STATE ASSEMBLY DISTRICT 41
"SAYE, PATRICIA",IAP,8.19%,602,STATE ASSEMBLY DISTRICT 41
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 41
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 41
"ARETOS, GEORGE",REP,34.76%,"2,874",STATE ASSEMBLY DISTRICT 42
"MORTENSON, HARRY Incumbent",DEM,65.24%,"5,393",STATE ASSEMBLY DISTRICT 42
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 42
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 42
"STANHAGEN, JOHN",REP,38.84%,"11,775",COUNTY COMMISSION DISTRICT E
"WILLIAMS, MYRNA",DEM,61.16%,"18,545",COUNTY COMMISSION DISTRICT E
Under Votes,,0.00%,0,COUNTY COMMISSION DISTRICT E
Over Votes,,0.00%,0,COUNTY COMMISSION DISTRICT E
"BOEHNLEIN, FRANK",DEM,39.13%,"15,534",COUNTY COMMISSION DISTRICT F
"JAMES, MARK",REP,60.87%,"24,163",COUNTY COMMISSION DISTRICT F
Under Votes,,0.00%,0,COUNTY COMMISSION DISTRICT F
Over Votes,,0.00%,0,COUNTY COMMISSION DISTRICT F
"BALLARD, II, WILLIAM BOYD",IAP,4.87%,"2,027",COUNTY COMMISSION DISTRICT G
"REID, RORY",DEM,57.39%,"23,865",COUNTY COMMISSION DISTRICT G
"TAUBER, ROBERT",REP,37.73%,"15,690",COUNTY COMMISSION DISTRICT G
Under Votes,,0.00%,0,COUNTY COMMISSION DISTRICT G
Over Votes,,0.00%,0,COUNTY COMMISSION DISTRICT G
"DAVIDSON, MIKE",DEM,41.38%,"121,918",DISTRICT ATTORNEY
"HANSEN, JOEL F",IAP,5.19%,"15,305",DISTRICT ATTORNEY
"ROGER, DAVID",REP,53.43%,"157,425",DISTRICT ATTORNEY
Under Votes,,0.00%,0,DISTRICT ATTORNEY
Over Votes,,0.00%,0,DISTRICT ATTORNEY
"GALAVIZ, JONATHAN",REP,35.94%,"103,593",COUNTY ASSESSOR
"SCHOFIELD, M. W.",DEM,64.06%,"184,629",COUNTY ASSESSOR
Under Votes,,0.00%,0,COUNTY ASSESSOR
Over Votes,,0.00%,0,COUNTY ASSESSOR
"AVILA, GILBERT A",REP,38.14%,"110,040",COUNTY CLERK
"HANSEN, DAWN PIZZORNO",IAP,3.87%,"11,155",COUNTY CLERK
"PARRAGUIRRE, SHIRLEY",DEM,55.66%,"160,579",COUNTY CLERK
"RUSSELL, CHRISTY",NAT,2.33%,"6,728",COUNTY CLERK
Under Votes,,0.00%,0,COUNTY CLERK
Over Votes,,0.00%,0,COUNTY CLERK
"DEANE, FRANCES",REP,49.63%,"141,105",COUNTY RECORDER
"HANSEN, GREGORY G",IAP,5.97%,"16,961",COUNTY RECORDER
"HARRINGTON, BRANDI J",GRN,2.99%,"8,500",COUNTY RECORDER
"SPRINGS, ANITA",DEM,41.42%,"117,768",COUNTY RECORDER
Under Votes,,0.00%,0,COUNTY RECORDER
Over Votes,,0.00%,0,COUNTY RECORDER
"BYER, LEWIS A",REP,40.16%,"114,329",COUNTY TREASURER
"FITZPATRICK, LAURA",DEM,54.78%,"155,964",COUNTY TREASURER
"PERRY, REBECCA",IAP,5.06%,"14,395",COUNTY TREASURER
Under Votes,,0.00%,0,COUNTY TREASURER
Over Votes,,0.00%,0,COUNTY TREASURER
"AHLSTROM, DAN",DEM,51.01%,"145,966",PUBLIC ADMINISTRATOR
"KJORVESTAD, ANNA",IAP,3.62%,"10,357",PUBLIC ADMINISTRATOR
"PARKER, BOB",GRN,2.71%,"7,751",PUBLIC ADMINISTRATOR
"WALSH, PAULA",REP,42.66%,"122,071",PUBLIC ADMINISTRATOR
Under Votes,,0.00%,0,PUBLIC ADMINISTRATOR
Over Votes,,0.00%,0,PUBLIC ADMINISTRATOR
"MARKOTAY, LARRY L",REP,100.00%,"4,858","CONSTABLE, BOULDER TOWNSHIP"
Under Votes,,0.00%,0,"CONSTABLE, BOULDER TOWNSHIP"
Over Votes,,0.00%,0,"CONSTABLE, BOULDER TOWNSHIP"
"LAUB, ERIK L",DEM,100.00%,209,"CONSTABLE, BUNKERVILLE TOWNSHIP"
Under Votes,,0.00%,0,"CONSTABLE, BUNKERVILLE TOWNSHIP"
Over Votes,,0.00%,0,"CONSTABLE, BUNKERVILLE TOWNSHIP"
"ITSON, LON L",NAT,100.00%,449,"CONSTABLE, GOODSPRINGS TOWNSHIP"
Under Votes,,0.00%,0,"CONSTABLE, GOODSPRINGS TOWNSHIP"
Over Votes,,0.00%,0,"CONSTABLE, GOODSPRINGS TOWNSHIP"
"CAHILL, JOHN J",DEM,46.22%,"23,646","CONSTABLE, HENDERSON TOWNSHIP"
"HANSEN, NICHOLAS ALEXANDER",IAP,4.46%,"2,281","CONSTABLE, HENDERSON TOWNSHIP"
"MITCHELL, EARL T",REP,49.32%,"25,234","CONSTABLE, HENDERSON TOWNSHIP"
Under Votes,,0.00%,0,"CONSTABLE, HENDERSON TOWNSHIP"
Over Votes,,0.00%,0,"CONSTABLE, HENDERSON TOWNSHIP"
"GRONAUER, ROBERT",DEM,54.98%,"110,578","CONSTABLE, LAS VEGAS TOWNSHIP"
"SAVAGE, TOM",REP,45.02%,"90,540","CONSTABLE, LAS VEGAS TOWNSHIP"
Under Votes,,0.00%,0,"CONSTABLE, LAS VEGAS TOWNSHIP"
Over Votes,,0.00%,0,"CONSTABLE, LAS VEGAS TOWNSHIP"
"KETTERER, PATRICK",DEM,100.00%,914,"CONSTABLE, LAUGHLIN TOWNSHIP"
Under Votes,,0.00%,0,"CONSTABLE, LAUGHLIN TOWNSHIP"
Over Votes,,0.00%,0,"CONSTABLE, LAUGHLIN TOWNSHIP"
"THURSTON, DUANE L",REP,100.00%,"2,097","CONSTABLE, MESQUITE TOWNSHIP"
Under Votes,,0.00%,0,"CONSTABLE, MESQUITE TOWNSHIP"
Over Votes,,0.00%,0,"CONSTABLE, MESQUITE TOWNSHIP"
"LEAVITT, GARY L",REP,100.00%,237,"CONSTABLE, MOAPA TOWNSHIP"
Under Votes,,0.00%,0,"CONSTABLE, MOAPA TOWNSHIP"
Over Votes,,0.00%,0,"CONSTABLE, MOAPA TOWNSHIP"
"FREI, LEON S",REP,100.00%,"1,722","CONSTABLE, MOAPA VALLEY TOWNSHIP"
Under Votes,,0.00%,0,"CONSTABLE, MOAPA VALLEY TOWNSHIP"
Over Votes,,0.00%,0,"CONSTABLE, MOAPA VALLEY TOWNSHIP"
"BERGSTROM, STEVEN L",REP,43.47%,"8,338","CONSTABLE, NORTH LAS VEGAS TOWNSHIP"
"BROWN, HERB",DEM,56.53%,"10,845","CONSTABLE, NORTH LAS VEGAS TOWNSHIP"
Under Votes,,0.00%,0,"CONSTABLE, NORTH LAS VEGAS TOWNSHIP"
Over Votes,,0.00%,0,"CONSTABLE, NORTH LAS VEGAS TOWNSHIP"
"HARPER, HAROLD E",DEM,100.00%,236,"CONSTABLE, SEARCHLIGHT TOWNSHIP"
Under Votes,,0.00%,0,"CONSTABLE, SEARCHLIGHT TOWNSHIP"
Over Votes,,0.00%,0,"CONSTABLE, SEARCHLIGHT TOWNSHIP"
"PHILLIPS, DAVID LEE",NP,30.89%,"76,385","DISTRICT COURT JUDGE, DEPARTMENT 1"
"PORTER, GENE T",NP,69.11%,"170,874","DISTRICT COURT JUDGE, DEPARTMENT 1"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 1"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 1"
"VEGA, VALORIE J",NP,100.00%,"225,466","DISTRICT COURT JUDGE, DEPARTMENT 2"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 2"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 2"
"PARRAGUIRRE, RON D",NP,100.00%,"222,139","DISTRICT COURT JUDGE, DEPARTMENT 3"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 3"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 3"
"ELLSWORTH, CAROLYN",NP,36.83%,"91,771","DISTRICT COURT JUDGE, DEPARTMENT 4"
"HARDCASTLE, KATHY A",NP,63.17%,"157,382","DISTRICT COURT JUDGE, DEPARTMENT 4"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 4"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 4"
"GLASS, JACKIE",NP,61.13%,"161,047","DISTRICT COURT JUDGE, DEPARTMENT 5"
"SOBEL, JEFFREY D",NP,38.87%,"102,419","DISTRICT COURT JUDGE, DEPARTMENT 5"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 5"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 5"
"BONAVENTURE, JOSEPH",NP,100.00%,"234,759","DISTRICT COURT JUDGE, DEPARTMENT 6"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 6"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 6"
"BELL, STEWART L",NP,82.87%,"209,768","DISTRICT COURT JUDGE, DEPARTMENT 7"
"PRIDHAM, GRENVILLE THOMAS",NP,17.13%,"43,358","DISTRICT COURT JUDGE, DEPARTMENT 7"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 7"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 7"
"GATES, LEE",NP,100.00%,"215,590","DISTRICT COURT JUDGE, DEPARTMENT 8"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 8"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 8"
"TOGLIATTI, JENNIFER P",NP,100.00%,"217,512","DISTRICT COURT JUDGE, DEPARTMENT 9"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 9"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 9"
"VOY, BILL",NP,43.65%,"107,147","DISTRICT COURT JUDGE, DEPARTMENT 10"
"WALSH, JESSIE ELIZABETH",NP,56.35%,"138,319","DISTRICT COURT JUDGE, DEPARTMENT 10"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 10"
