candidate,party,percent,votes,office
"HELLER, DEAN Incumbent",REP,66.82%,"7,421",SECRETARY OF STATE
"LENART, PAUL A",GRN,1.43%,159,SECRETARY OF STATE
None of these Candidates,,5.47%,608,SECRETARY OF STATE
Under Votes,,2.39%,265,SECRETARY OF STATE
Over Votes,,0.33%,37,SECRETARY OF STATE
"ANDREWS, MARK",IAP,6.43%,688,STATE TREASURER
"KROLICKI, BRIAN KIncumbent",REP,58.82%,"6,297",STATE TREASURER
"SANTOR, KEN",DEM,28.17%,"3,016",STATE TREASURER
None of these Candidates,,6.59%,705,STATE TREASURER
Under Votes,,0.00%,0,STATE TREASURER
Over Votes,,0.00%,0,STATE TREASURER
"AUGUSTINE, KATHY Incumbent",REP,59.44%,"6,341",STATE CONTROLLER
"BLACK, LISA",IAP,5.75%,613,STATE CONTROLLER
"EBY, CHUCK",LIB,1.98%,211,STATE CONTROLLER
"LEE, JOHN",DEM,26.27%,"2,803",STATE CONTROLLER
None of these Candidates,,6.56%,700,STATE CONTROLLER
Under Votes,,0.00%,0,STATE CONTROLLER
Over Votes,,0.00%,0,STATE CONTROLLER
"HANSEN, JONATHAN",IAP,5.59%,607,ATTORNEY GENERAL
"HUNT, JOHN",DEM,26.76%,"2,908",ATTORNEY GENERAL
"SANDOVAL, BRIAN",REP,63.22%,"6,870",ATTORNEY GENERAL
None of these Candidates,,4.43%,481,ATTORNEY GENERAL
Under Votes,,0.00%,0,ATTORNEY GENERAL
Over Votes,,0.00%,0,ATTORNEY GENERAL
"CARTER, JOE",DEM,39.27%,939,STATE SENATE WASHOE DISTRICT 2
"WASHINGTON, MAURICE Incumbent",REP,60.73%,"1,452",STATE SENATE WASHOE DISTRICT 2
Under Votes,,0.00%,0,STATE SENATE WASHOE DISTRICT 2
Over Votes,,0.00%,0,STATE SENATE WASHOE DISTRICT 2
"AMODEI, MARK EIncumbent",REP,80.91%,"5,642",STATE SENATE CAPITAL SENATORIAL DISTRICT
"SCHUMANN, DAVID K",IAP,19.09%,"1,331",STATE SENATE CAPITAL SENATORIAL DISTRICT
Under Votes,,0.00%,0,STATE SENATE CAPITAL SENATORIAL DISTRICT
Over Votes,,0.00%,0,STATE SENATE CAPITAL SENATORIAL DISTRICT
"DINI, GEORGE  R",DEM,45.54%,"4,912",STATE ASSEMBLY DISTRICT 38
"GRADY, TOM",REP,49.20%,"5,307",STATE ASSEMBLY DISTRICT 38
"GOMEZ, DENNIS",IAP,5.27%,568,STATE ASSEMBLY DISTRICT 38
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 38
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 38
"CHAIREZ, DON",NP,21.16%,"2,046","JUSTICE OF THE SUPREME COURT, SEAT B"
"MAUPIN, BILL Incumbent",NP,57.41%,"5,550","JUSTICE OF THE SUPREME COURT, SEAT B"
None of these Candidates,,21.42%,"2,071","JUSTICE OF THE SUPREME COURT, SEAT B"
Under Votes,,0.00%,0,"JUSTICE OF THE SUPREME COURT, SEAT B"
Over Votes,,0.00%,0,"JUSTICE OF THE SUPREME COURT, SEAT B"
"GIBBONS, MARK",NP,78.90%,"7,159","JUSTICE OF THE SUPREME COURT, SEAT D"
None of these Candidates,,21.10%,"1,914","JUSTICE OF THE SUPREME COURT, SEAT D"
Under Votes,,0.00%,0,"JUSTICE OF THE SUPREME COURT, SEAT D"
Over Votes,,0.00%,0,"JUSTICE OF THE SUPREME COURT, SEAT D"
"HUFF, DAVID AIncumbent",NP,100.00%,"8,487",DISTRICT COURT JUDGE DISTRICT 3 DEPARTMENT 1
Under Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 3 DEPARTMENT 1
Over Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 3 DEPARTMENT 1
"BLAKE, ARCHIE EIncumbent",NP,100.00%,"8,742",DISTRICT COURT JUDGE DISTRICT 3 DEPARTMENT 2
Under Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 3 DEPARTMENT 2
Over Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 3 DEPARTMENT 2
"ESTES, ROBERT EIncumbent",NP,100.00%,"8,592",DISTRICT COURT JUDGE DISTRICT 3 DEPARTMENT 3
Under Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 3 DEPARTMENT 3
Over Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 3 DEPARTMENT 3
"FERRY, CLIFF",NP,100.00%,"8,100",STATE BOARD OF EDUCATION DISTRICT 10
Under Votes,,0.00%,0,STATE BOARD OF EDUCATION DISTRICT 10
Over Votes,,0.00%,0,STATE BOARD OF EDUCATION DISTRICT 10
"HILLYARD, CHESTER",REP,54.67%,"5,730",COUNTY COMMISSIONER DISTRICT NO.  2
"LAWSON, CHARLES E",DEM,45.33%,"4,751",COUNTY COMMISSIONER DISTRICT NO.  2
Under Votes,,0.00%,0,COUNTY COMMISSIONER DISTRICT NO.  2
Over Votes,,0.00%,0,COUNTY COMMISSIONER DISTRICT NO.  2
"HUNEWILL, PHYLLIS",REP,100.00%,"8,902",COUNTY COMMISSIONER DISTRICT NO. 5
Under Votes,,0.00%,0,COUNTY COMMISSIONER DISTRICT NO. 5
Over Votes,,0.00%,0,COUNTY COMMISSIONER DISTRICT NO. 5
"GLASS, H MICHAEL",REP,100.00%,"9,115",ASSESSOR
Under Votes,,0.00%,0,ASSESSOR
Over Votes,,0.00%,0,ASSESSOR
"BRYAN, NIKKI",REP,100.00%,"9,292",COUNTY CLERK/TREASURER
Under Votes,,0.00%,0,COUNTY CLERK/TREASURER
Over Votes,,0.00%,0,COUNTY CLERK/TREASURER
"ABERASTURI, LEON",REP,100.00%,"8,687",DISTRICT ATTORNEY
Under Votes,,0.00%,0,DISTRICT ATTORNEY
Over Votes,,0.00%,0,DISTRICT ATTORNEY
"MILLIGAN, MARY C.",REP,81.83%,"8,097",COUNTY RECORDER
"ROSENLUND, JOHN W.",IAP,18.17%,"1,798",COUNTY RECORDER
Under Votes,,0.00%,0,COUNTY RECORDER
Over Votes,,0.00%,0,COUNTY RECORDER
"CHAFFIN, LEE ANNE",NP,57.27%,"5,138",LYON COUNTY SCHOOL   DISTRICT NO. 2
"LAMBETH, STEPHEN R",NP,42.73%,"3,834",LYON COUNTY SCHOOL   DISTRICT NO. 2
Under Votes,,0.00%,0,LYON COUNTY SCHOOL   DISTRICT NO. 2
Over Votes,,0.00%,0,LYON COUNTY SCHOOL   DISTRICT NO. 2
"JOHNSON, BARBARA S",NP,51.22%,"4,704",LYON COUNTY SCHOOL DISTRICT   NO. 4
"SHIRLEY, CHARLES W",NP,48.78%,"4,480",LYON COUNTY SCHOOL DISTRICT   NO. 4
Under Votes,,0.00%,0,LYON COUNTY SCHOOL DISTRICT   NO. 4
Over Votes,,0.00%,0,LYON COUNTY SCHOOL DISTRICT   NO. 4
"AYERS, CHUCK",NP,100.00%,"7,002",LYON COUNTY SCHOOL DISTRICT NO. 6
Under Votes,,0.00%,0,LYON COUNTY SCHOOL DISTRICT NO. 6
Over Votes,,0.00%,0,LYON COUNTY SCHOOL DISTRICT NO. 6
"BEZAYIFF, ROGER E",NP,30.78%,"1,552",SOUTH LYON COUNTY HOSPITAL DISTRICT TRUSTEE
"GIOMI, DEBORAH A",NP,34.89%,"1,759",SOUTH LYON COUNTY HOSPITAL DISTRICT TRUSTEE
"HANSON, BEVERLY J",NP,34.33%,"1,731",SOUTH LYON COUNTY HOSPITAL DISTRICT TRUSTEE
Under Votes,,0.00%,0,SOUTH LYON COUNTY HOSPITAL DISTRICT TRUSTEE
Over Votes,,0.00%,0,SOUTH LYON COUNTY HOSPITAL DISTRICT TRUSTEE
"BOTELHO, WILLIAM T",NP,33.76%,999,NORTH LYON COUNTY FIRE PROTECTION DIRECTOR
"CREIGLOW, LEE E",NP,34.88%,"1,032",NORTH LYON COUNTY FIRE PROTECTION DIRECTOR
"SMITH, DOREEN S",NP,31.36%,928,NORTH LYON COUNTY FIRE PROTECTION DIRECTOR
Under Votes,,0.00%,0,NORTH LYON COUNTY FIRE PROTECTION DIRECTOR
Over Votes,,0.00%,0,NORTH LYON COUNTY FIRE PROTECTION DIRECTOR
"COX, ROBERT W",NP,49.55%,"4,330",PUBLIC ADMINISTRATOR
"GLOVER, RICHARD",NP,50.45%,"4,409",PUBLIC ADMINISTRATOR
Under Votes,,0.00%,0,PUBLIC ADMINISTRATOR
Over Votes,,0.00%,0,PUBLIC ADMINISTRATOR
"DUKE, CHARLIE",NP,44.04%,"4,634",SHERIFF
"SMITH, SID",NP,55.96%,"5,888",SHERIFF
Under Votes,,0.00%,0,SHERIFF
Over Votes,,0.00%,0,SHERIFF
"LOCK, DAVID L",NP,46.83%,873,SILVER SPRINGS/STAGECOACH HOSPITAL DISTRICT TRUSTEE SILVER SPRINGS PRECINCT
"BENNETT, KAY",NP,53.17%,991,SILVER SPRINGS/STAGECOACH HOSPITAL DISTRICT TRUSTEE SILVER SPRINGS PRECINCT
Under Votes,,0.00%,0,SILVER SPRINGS/STAGECOACH HOSPITAL DISTRICT TRUSTEE SILVER SPRINGS PRECINCT
Over Votes,,0.00%,0,SILVER SPRINGS/STAGECOACH HOSPITAL DISTRICT TRUSTEE SILVER SPRINGS PRECINCT
"CABLE, DAVID  A",NP,100.00%,"1,335",SILVER SPRINGS/STAGECOACH HOSPITAL DISTRICT TRUSTEE STAGECOACH PRECINCT
Under Votes,,0.00%,0,SILVER SPRINGS/STAGECOACH HOSPITAL DISTRICT TRUSTEE STAGECOACH PRECINCT
Over Votes,,0.00%,0,SILVER SPRINGS/STAGECOACH HOSPITAL DISTRICT TRUSTEE STAGECOACH PRECINCT
"CLINE, LORI",NP,32.46%,222,STAGECOACH GENERAL IMPROVEMENT DISTRICT TRUSTEE
"EARLS, MELVIN F",NP,21.35%,146,STAGECOACH GENERAL IMPROVEMENT DISTRICT TRUSTEE
"MCINTYRE, PATRICK",NP,29.24%,200,STAGECOACH GENERAL IMPROVEMENT DISTRICT TRUSTEE
"SCHALLA, DONALD L",NP,16.96%,116,STAGECOACH GENERAL IMPROVEMENT DISTRICT TRUSTEE
Under Votes,,0.00%,0,STAGECOACH GENERAL IMPROVEMENT DISTRICT TRUSTEE
Over Votes,,0.00%,0,STAGECOACH GENERAL IMPROVEMENT DISTRICT TRUSTEE
"BRYANT, JR., HARRY R",NP,24.11%,177,SILVER SPRINGS GENERAL IMPROVEMENT DISTRICT TRUSTEE
"HARINA, ROBIN",NP,43.19%,317,SILVER SPRINGS GENERAL IMPROVEMENT DISTRICT TRUSTEE
"MOORE, WILLIAM A",NP,14.03%,103,SILVER SPRINGS GENERAL IMPROVEMENT DISTRICT TRUSTEE
"SNELLINGS, JIM",NP,18.66%,137,SILVER SPRINGS GENERAL IMPROVEMENT DISTRICT TRUSTEE
Under Votes,,0.00%,0,SILVER SPRINGS GENERAL IMPROVEMENT DISTRICT TRUSTEE
Over Votes,,0.00%,0,SILVER SPRINGS GENERAL IMPROVEMENT DISTRICT TRUSTEE
Yes,,44.19%,"4,712",STATE QUESTION NO. 1
No,,55.81%,"5,950",STATE QUESTION NO. 1
Under Votes,,0.00%,0,STATE QUESTION NO. 1
Over Votes,,0.00%,0,STATE QUESTION NO. 1
Yes,,74.13%,"8,039",STATE QUESTION NO. 2
No,,25.87%,"2,806",STATE QUESTION NO. 2
Under Votes,,0.00%,0,STATE QUESTION NO. 2
Over Votes,,0.00%,0,STATE QUESTION NO. 2
Yes,,45.02%,"4,689",STATE QUESTION NO. 3
No,,54.98%,"5,727",STATE QUESTION NO. 3
Under Votes,,0.00%,0,STATE QUESTION NO. 3
Over Votes,,0.00%,0,STATE QUESTION NO. 3
Yes,,22.59%,"2,368",STATE QUESTION NO. 4
No,,77.41%,"8,115",STATE QUESTION NO. 4
Under Votes,,0.00%,0,STATE QUESTION NO. 4
Over Votes,,0.00%,0,STATE QUESTION NO. 4
Yes,,40.57%,"4,189",STATE QUESTION NO. 5
No,,59.43%,"6,137",STATE QUESTION NO. 5
Under Votes,,0.00%,0,STATE QUESTION NO. 5
Over Votes,,0.00%,0,STATE QUESTION NO. 5
Yes,,35.20%,"3,646",STATE QUESTION NO. 6
No,,64.80%,"6,712",STATE QUESTION NO. 6
Under Votes,,0.00%,0,STATE QUESTION NO. 6
Over Votes,,0.00%,0,STATE QUESTION NO. 6
Yes,,32.26%,"3,374",STATE QUESTION NO. 7
No,,67.74%,"7,086",STATE QUESTION NO. 7
Under Votes,,0.00%,0,STATE QUESTION NO. 7
Over Votes,,0.00%,0,STATE QUESTION NO. 7
Yes,,57.48%,"6,058",STATE QUESTION NO. 8
No,,42.52%,"4,482",STATE QUESTION NO. 8
Under Votes,,0.00%,0,STATE QUESTION NO. 8
Over Votes,,0.00%,0,STATE QUESTION NO. 8
Yes,,36.71%,"3,951",STATE QUESTION NO. 9
No,,63.29%,"6,813",STATE QUESTION NO. 9
Under Votes,,0.00%,0,STATE QUESTION NO. 9
Over Votes,,0.00%,0,STATE QUESTION NO. 9
