candidate,party,percent,votes,office
"LESLIE, SHEILA Incumbent",DEM,53.04%,"5,058",STATE ASSEMBLY 27
"MARTIN, LARRY",REP,41.46%,"3,954",STATE ASSEMBLY 27
Under Votes,,0.00%,0,STATE ASSEMBLY 27
Over Votes,,0.00%,0,STATE ASSEMBLY 27
"GUSTAVSON, DON",REP,50.20%,"4,632",STATE ASSEMBLY 30
"SMITH, DEBBIE",DEM,49.80%,"4,596",STATE ASSEMBLY 30
Under Votes,,0.00%,0,STATE ASSEMBLY 30
Over Votes,,0.00%,0,STATE ASSEMBLY 30
"ANDERSON, BERNIE Incumbent",DEM,55.26%,"5,656",STATE ASSEMBLY 31
"MOSS, JUDITH",REP,39.50%,"4,043",STATE ASSEMBLY 31
"STEVENS, MARIANNE",IAP,5.25%,537,STATE ASSEMBLY 31
Under Votes,,0.00%,0,STATE ASSEMBLY 31
Over Votes,,0.00%,0,STATE ASSEMBLY 31
"BARTH, JIM",DEM,27.60%,"6,096",COUNTY COMMISSION DISTRICT 2
"HUMKE, DAVID",REP,72.40%,"15,987",COUNTY COMMISSION DISTRICT 2
Under Votes,,0.00%,0,COUNTY COMMISSION DISTRICT 2
Over Votes,,0.00%,0,COUNTY COMMISSION DISTRICT 2
"SFERRAZZA, PETE",DEM,100.00%,"8,263",COUNTY COMMISSION DISTRICT 3
Under Votes,,0.00%,0,COUNTY COMMISSION DISTRICT 3
Over Votes,,0.00%,0,COUNTY COMMISSION DISTRICT 3
"BALOUGH, JAMES L.",DEM,37.17%,"6,540",COUNTY COMMISSION DISTRICT 5
"PEREZ, RAY",LIB,7.54%,"1,326",COUNTY COMMISSION DISTRICT 5
"WEBER, BONNIE",REP,55.29%,"9,729",COUNTY COMMISSION DISTRICT 5
Under Votes,,0.00%,0,COUNTY COMMISSION DISTRICT 5
Over Votes,,0.00%,0,COUNTY COMMISSION DISTRICT 5
"BRODIE, NANCY A.",IAP,35.00%,"32,886",COUNTY ASSESSOR
"MCGOWAN, ROBERT W.",DEM,65.00%,"61,069",COUNTY ASSESSOR
Under Votes,,0.00%,0,COUNTY ASSESSOR
Over Votes,,0.00%,0,COUNTY ASSESSOR
"HARVEY, AMY",REP,79.85%,"75,087",COUNTY CLERK
"TRIGGS, ZACHARY",IAP,20.15%,"18,949",COUNTY CLERK
Under Votes,,0.00%,0,COUNTY CLERK
Over Votes,,0.00%,0,COUNTY CLERK
"KUBO, JOSEPH",REP,100.00%,"3,006",CONSTABLE INCLINE VILLAGE
Under Votes,,0.00%,0,CONSTABLE INCLINE VILLAGE
Over Votes,,0.00%,0,CONSTABLE INCLINE VILLAGE
"GAMMICK, RICHARD A.",REP,100.00%,"80,927",DISTRICT ATTORNEY
Under Votes,,0.00%,0,DISTRICT ATTORNEY
Over Votes,,0.00%,0,DISTRICT ATTORNEY
"CAVALLO, DON",REP,74.55%,"71,004",PUBLIC ADMINISTRATOR
"HANSEN, RUTH",IAP,25.45%,"24,243",PUBLIC ADMINISTRATOR
Under Votes,,0.00%,0,PUBLIC ADMINISTRATOR
Over Votes,,0.00%,0,PUBLIC ADMINISTRATOR
"BURKE, KATHRYN L.",REP,78.00%,"73,353",COUNTY RECORDER
"NIGHTINGALE, SHELIA",IAP,22.00%,"20,687",COUNTY RECORDER
Under Votes,,0.00%,0,COUNTY RECORDER
Over Votes,,0.00%,0,COUNTY RECORDER
"BERRUM, BILL",REP,78.16%,"74,196",COUNTY TREASURER
"WECKERLY, SARAH NIGHTINGALE",IAP,21.84%,"20,732",COUNTY TREASURER
Under Votes,,0.00%,0,COUNTY TREASURER
Over Votes,,0.00%,0,COUNTY TREASURER
"BERRY, JANET J.",NP,100.00%,"77,731",DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 1
Under Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 1
Over Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 1
"MCGEE, CHARLES M.Incumbent",NP,100.00%,"75,977",DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 2
Under Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 2
Over Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 2
"BOLES, J.A.",NP,26.93%,"23,806",DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 3
"POLAHA, JERRY Incumbent",NP,73.07%,"64,603",DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 3
Under Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 3
Over Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 3
"LANGTON, MICHAEL E.",NP,43.73%,"41,199",DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 4
"STEINHEIMER, CONNIE J.Incumbent",NP,56.27%,"53,011",DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 4
Under Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 4
Over Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 4
"ADAMS, BRENT T.Incumbent",NP,100.00%,"76,108",DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 6
Under Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 6
Over Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 6
"BREEN, PETER I.Incumbent",NP,100.00%,"76,860",DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 7
Under Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 7
Over Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 7
"KOSACH, STEVEN R.Incumbent",NP,100.00%,"75,054",DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 8
Under Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 8
Over Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 8
"HARDESTY, JAMES W.",NP,100.00%,"75,406",DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 9
Under Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 9
Over Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 9
"BEASLEY, JAMES",NP,36.16%,"32,299",DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 10
"ELLIOTT, STEVE Incumbent",NP,63.84%,"57,018",DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 10
Under Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 10
Over Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 10
"DECARIA, MARY ANNE",NP,44.23%,"39,084",DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 12
"DOHERTY, FRANCES",NP,55.77%,"49,291",DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 12
Under Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 12
Over Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 2 DEPARTMENT 12
"ROSENBERG, HOWARD",NP,100.00%,"33,778","REGENT, STATE UNIVERSITY, DISTRICT 10"
Under Votes,,0.00%,0,"REGENT, STATE UNIVERSITY, DISTRICT 10"
Over Votes,,0.00%,0,"REGENT, STATE UNIVERSITY, DISTRICT 10"
"HOLLINGER, NANCY",NP,100.00%,"12,865",TRUSTEE SCHOOL BOARD SEAT B
Under Votes,,0.00%,0,TRUSTEE SCHOOL BOARD SEAT B
Over Votes,,0.00%,0,TRUSTEE SCHOOL BOARD SEAT B
"MITCHELL, GALEN",NP,54.23%,"9,653",TRUSTEE SCHOOL BOARD SEAT C
"SHORT, FRANCES",NP,45.77%,"8,147",TRUSTEE SCHOOL BOARD SEAT C
Under Votes,,0.00%,0,TRUSTEE SCHOOL BOARD SEAT C
Over Votes,,0.00%,0,TRUSTEE SCHOOL BOARD SEAT C
"PORTER, LEZLIE",NP,100.00%,"31,140",TRUSTEE SCHOOL BOARD SEAT F
Under Votes,,0.00%,0,TRUSTEE SCHOOL BOARD SEAT F
Over Votes,,0.00%,0,TRUSTEE SCHOOL BOARD SEAT F
"BOHN, JOHN A.",NP,24.10%,"1,480",GID INCLINE VILLAGE
"BROCKMAN, GENE",NP,33.95%,"2,085",GID INCLINE VILLAGE
"KAPLAN, DON",NP,22.70%,"1,394",GID INCLINE VILLAGE
"ZAHLER, PAUL",NP,19.26%,"1,183",GID INCLINE VILLAGE
Under Votes,,0.00%,0,GID INCLINE VILLAGE
Over Votes,,0.00%,0,GID INCLINE VILLAGE
"GRESHAM, ERICKA Q.",NP,17.76%,812,GID SUN VALLEY
"JACKSON SR., JOHN W.",NP,27.11%,"1,239",GID SUN VALLEY
"LANCASTER, PATRICIA",NP,34.94%,"1,597",GID SUN VALLEY
"REINHARDT, MARGARET",NP,20.19%,923,GID SUN VALLEY
Under Votes,,0.00%,0,GID SUN VALLEY
Over Votes,,0.00%,0,GID SUN VALLEY
"DOLLEY, THOMAS F.",NP,34.03%,"1,774",NORTH LAKE TAHOE FIRE PROTECTION DISTRICT
"PLASTIRAS, CHRIS",NP,41.95%,"2,187",NORTH LAKE TAHOE FIRE PROTECTION DISTRICT
"SHIRK, JIM",NP,24.02%,"1,252",NORTH LAKE TAHOE FIRE PROTECTION DISTRICT
Under Votes,,0.00%,0,NORTH LAKE TAHOE FIRE PROTECTION DISTRICT
Over Votes,,0.00%,0,NORTH LAKE TAHOE FIRE PROTECTION DISTRICT
"BALAAM, DENNIS",NP,54.67%,"53,221",SHERIFF
"BOWEN, WILLIAM BILL",NP,45.33%,"44,126",SHERIFF
Under Votes,,0.00%,0,SHERIFF
Over Votes,,0.00%,0,SHERIFF
"CASHELL, BOB",NP,53.49%,"26,156",CITY OF RENO MAYOR
"ROBINSON, MIKE",NP,46.51%,"22,747",CITY OF RENO MAYOR
Under Votes,,0.00%,0,CITY OF RENO MAYOR
Over Votes,,0.00%,0,CITY OF RENO MAYOR
"RIGDON, DAVID H.",NP,44.40%,"20,435",CITY OF RENO COUNCILPERSON WARD 2
"ZADRA, SHARON",NP,55.60%,"25,592",CITY OF RENO COUNCILPERSON WARD 2
Under Votes,,0.00%,0,CITY OF RENO COUNCILPERSON WARD 2
Over Votes,,0.00%,0,CITY OF RENO COUNCILPERSON WARD 2
"DORTCH, DWIGHT",NP,59.29%,"28,381",CITY OF RENO COUNCILPERSON WARD 4
"SFERRAZZA, JULIE",NP,40.71%,"19,486",CITY OF RENO COUNCILPERSON WARD 4
Under Votes,,0.00%,0,CITY OF RENO COUNCILPERSON WARD 4
Over Votes,,0.00%,0,CITY OF RENO COUNCILPERSON WARD 4
"DILWORTH, JAY W.",NP,100.00%,"35,883",CITY OF RENO MUNICIPAL COURT JUDGE DEPARTMENT 1
Under Votes,,0.00%,0,CITY OF RENO MUNICIPAL COURT JUDGE DEPARTMENT 1
Over Votes,,0.00%,0,CITY OF RENO MUNICIPAL COURT JUDGE DEPARTMENT 1
"LYNCH, PATRICIA A.",NP,100.00%,"36,528",CITY OF RENO ATTORNEY
Under Votes,,0.00%,0,CITY OF RENO ATTORNEY
Over Votes,,0.00%,0,CITY OF RENO ATTORNEY
"GRAHAM, TERRY L.",NP,75.40%,190,JUSTICE OF THE PEACE WADSWORTH
"LAVENAU, SUSAN",NP,24.60%,62,JUSTICE OF THE PEACE WADSWORTH
Under Votes,,0.00%,0,JUSTICE OF THE PEACE WADSWORTH
Over Votes,,0.00%,0,JUSTICE OF THE PEACE WADSWORTH
Yes,,60.63%,"62,441",STATE QUESTION NO. 1
No,,39.37%,"40,551",STATE QUESTION NO. 1
Under Votes,,0.00%,0,STATE QUESTION NO. 1
Over Votes,,0.00%,0,STATE QUESTION NO. 1
Yes,,60.07%,"62,589",STATE QUESTION NO. 2
No,,39.93%,"41,597",STATE QUESTION NO. 2
Under Votes,,0.00%,0,STATE QUESTION NO. 2
Over Votes,,0.00%,0,STATE QUESTION NO. 2
Yes,,39.58%,"39,319",STATE QUESTION NO. 3
No,,60.42%,"60,031",STATE QUESTION NO. 3
Under Votes,,0.00%,0,STATE QUESTION NO. 3
Over Votes,,0.00%,0,STATE QUESTION NO. 3
Yes,,19.33%,"19,294",STATE QUESTION NO. 4
No,,80.67%,"80,518",STATE QUESTION NO. 4
Under Votes,,0.00%,0,STATE QUESTION NO. 4
Over Votes,,0.00%,0,STATE QUESTION NO. 4
Yes,,37.73%,"35,282",STATE QUESTION NO. 5
No,,62.27%,"58,219",STATE QUESTION NO. 5
Under Votes,,0.00%,0,STATE QUESTION NO. 5
Over Votes,,0.00%,0,STATE QUESTION NO. 5
Yes,,40.56%,"39,800",STATE QUESTION NO. 6
No,,59.44%,"58,324",STATE QUESTION NO. 6
Under Votes,,0.00%,0,STATE QUESTION NO. 6
Over Votes,,0.00%,0,STATE QUESTION NO. 6
Yes,,43.64%,"43,536",STATE QUESTION NO. 7
No,,56.36%,"56,230",STATE QUESTION NO. 7
Under Votes,,0.00%,0,STATE QUESTION NO. 7
Over Votes,,0.00%,0,STATE QUESTION NO. 7
Yes,,56.75%,"57,549",STATE QUESTION NO. 8
No,,43.25%,"43,852",STATE QUESTION NO. 8
Under Votes,,0.00%,0,STATE QUESTION NO. 8
Over Votes,,0.00%,0,STATE QUESTION NO. 8
Yes,,43.41%,"45,280",STATE QUESTION NO. 9
No,,56.59%,"59,025",STATE QUESTION NO. 9
Under Votes,,0.00%,0,STATE QUESTION NO. 9
Over Votes,,0.00%,0,STATE QUESTION NO. 9
Yes,,50.82%,"65,573",BINDING QUESTION NO. 1 - SCHOOL DISTRICT BOND
No,,49.18%,"63,457",BINDING QUESTION NO. 1 - SCHOOL DISTRICT BOND
Under Votes,,0.00%,0,BINDING QUESTION NO. 1 - SCHOOL DISTRICT BOND
Over Votes,,0.00%,0,BINDING QUESTION NO. 1 - SCHOOL DISTRICT BOND
Yes,,42.04%,"42,829",ADVISORY QUESTION NO. 1 - FLUORIDATION
No,,57.96%,"59,040",ADVISORY QUESTION NO. 1 - FLUORIDATION
Under Votes,,0.00%,0,ADVISORY QUESTION NO. 1 - FLUORIDATION
Over Votes,,0.00%,0,ADVISORY QUESTION NO. 1 - FLUORIDATION
Yes,,57.42%,"58,039",ADVISORY QUESTION NO. 2 - FUNDING FOR THE TRUCKEE MEADOWS 2030 REGIONAL TRANSPORTATION PLAN
No,,42.58%,"43,046",ADVISORY QUESTION NO. 2 - FUNDING FOR THE TRUCKEE MEADOWS 2030 REGIONAL TRANSPORTATION PLAN
Under Votes,,0.00%,0,ADVISORY QUESTION NO. 2 - FUNDING FOR THE TRUCKEE MEADOWS 2030 REGIONAL TRANSPORTATION PLAN
Over Votes,,0.00%,0,ADVISORY QUESTION NO. 2 - FUNDING FOR THE TRUCKEE MEADOWS 2030 REGIONAL TRANSPORTATION PLAN
Yes,,59.05%,"60,850",BINDING QUESTION NO. 3 - ANIMAL SHELTER BOND AND TAX OVERRIDE QUESTION
No,,40.95%,"42,205",BINDING QUESTION NO. 3 - ANIMAL SHELTER BOND AND TAX OVERRIDE QUESTION
Under Votes,,0.00%,0,BINDING QUESTION NO. 3 - ANIMAL SHELTER BOND AND TAX OVERRIDE QUESTION
Over Votes,,0.00%,0,BINDING QUESTION NO. 3 - ANIMAL SHELTER BOND AND TAX OVERRIDE QUESTION
Yes,,24.40%,"7,970",ADVISORY QUESTION NO. 4 - UNINCORPORATED COUNTY VOTERS SPHERE OF INFLUENCE AND UNINCORPORATED MUNIC
No,,75.60%,"24,691",ADVISORY QUESTION NO. 4 - UNINCORPORATED COUNTY VOTERS SPHERE OF INFLUENCE AND UNINCORPORATED MUNIC
Under Votes,,0.00%,0,ADVISORY QUESTION NO. 4 - UNINCORPORATED COUNTY VOTERS SPHERE OF INFLUENCE AND UNINCORPORATED MUNIC
Over Votes,,0.00%,0,ADVISORY QUESTION NO. 4 - UNINCORPORATED COUNTY VOTERS SPHERE OF INFLUENCE AND UNINCORPORATED MUNIC
Yes,,20.97%,"6,853",BINDING QUESTION NO. 5 - WASHOE COUNTY UNINCORPORATED TOWN QUESTION
No,,79.03%,"25,833",BINDING QUESTION NO. 5 - WASHOE COUNTY UNINCORPORATED TOWN QUESTION
Under Votes,,0.00%,0,BINDING QUESTION NO. 5 - WASHOE COUNTY UNINCORPORATED TOWN QUESTION
Over Votes,,0.00%,0,BINDING QUESTION NO. 5 - WASHOE COUNTY UNINCORPORATED TOWN QUESTION
Yes,,39.25%,"24,920",ADVISORY QUESTION NO. 6 - CITY VOTERS SPHERE OF INFLUENCE AND UNINCORPORATED MUNICIPAL SERVICES TAX
No,,60.75%,"38,565",ADVISORY QUESTION NO. 6 - CITY VOTERS SPHERE OF INFLUENCE AND UNINCORPORATED MUNICIPAL SERVICES TAX
Under Votes,,0.00%,0,ADVISORY QUESTION NO. 6 - CITY VOTERS SPHERE OF INFLUENCE AND UNINCORPORATED MUNICIPAL SERVICES TAX
Over Votes,,0.00%,0,ADVISORY QUESTION NO. 6 - CITY VOTERS SPHERE OF INFLUENCE AND UNINCORPORATED MUNICIPAL SERVICES TAX
Yes,,37.09%,"37,610",ADVISORY QUESTION NO. 7 - COMMISSION RESOLUTION URGING CONTINUED IMPLEMENTATION OF CITY OF RENO RAIL
No,,62.91%,"63,789",ADVISORY QUESTION NO. 7 - COMMISSION RESOLUTION URGING CONTINUED IMPLEMENTATION OF CITY OF RENO RAIL
Under Votes,,0.00%,0,ADVISORY QUESTION NO. 7 - COMMISSION RESOLUTION URGING CONTINUED IMPLEMENTATION OF CITY OF RENO RAIL
Over Votes,,0.00%,0,ADVISORY QUESTION NO. 7 - COMMISSION RESOLUTION URGING CONTINUED IMPLEMENTATION OF CITY OF RENO RAIL
Yes,,59.17%,"60,977",ADVISORY QUESTION NO. 8 - PROHIBITING TOBACCO USE IN CERTAIN PUBLIC PLACES
No,,40.83%,"42,076",ADVISORY QUESTION NO. 8 - PROHIBITING TOBACCO USE IN CERTAIN PUBLIC PLACES
Under Votes,,0.00%,0,ADVISORY QUESTION NO. 8 - PROHIBITING TOBACCO USE IN CERTAIN PUBLIC PLACES
Over Votes,,0.00%,0,ADVISORY QUESTION NO. 8 - PROHIBITING TOBACCO USE IN CERTAIN PUBLIC PLACES
Yes,,67.88%,"70,233",ADVISORY QUESTION NO. 9 - PROHIBITING TOBACCO USE IN CERTAIN PUBLIC PLACES
No,,32.12%,"33,233",ADVISORY QUESTION NO. 9 - PROHIBITING TOBACCO USE IN CERTAIN PUBLIC PLACES
Under Votes,,0.00%,0,ADVISORY QUESTION NO. 9 - PROHIBITING TOBACCO USE IN CERTAIN PUBLIC PLACES
Over Votes,,0.00%,0,ADVISORY QUESTION NO. 9 - PROHIBITING TOBACCO USE IN CERTAIN PUBLIC PLACES
Yes,,44.17%,"21,658","CITY OF RENO QUESTION NO. 1 - ARTS, AQUATICS AND RECREATION PROJECTS BOND QUESTION"
No,,55.83%,"27,380","CITY OF RENO QUESTION NO. 1 - ARTS, AQUATICS AND RECREATION PROJECTS BOND QUESTION"
Under Votes,,0.00%,0,"CITY OF RENO QUESTION NO. 1 - ARTS, AQUATICS AND RECREATION PROJECTS BOND QUESTION"
Over Votes,,0.00%,0,"CITY OF RENO QUESTION NO. 1 - ARTS, AQUATICS AND RECREATION PROJECTS BOND QUESTION"
