candidate,party,percent,votes,office
None of these Candidates,,11.91%,81,STATE TREASURER
Under Votes,,0.00%,0,STATE TREASURER
Over Votes,,0.00%,0,STATE TREASURER
"AUGUSTINE, KATHY Incumbent",REP,59.82%,402,STATE CONTROLLER
"BLACK, LISA",IAP,4.61%,31,STATE CONTROLLER
"EBY, CHUCK",LIB,3.42%,23,STATE CONTROLLER
"LEE, JOHN",DEM,21.88%,147,STATE CONTROLLER
None of these Candidates,,10.27%,69,STATE CONTROLLER
Under Votes,,0.00%,0,STATE CONTROLLER
Over Votes,,0.00%,0,STATE CONTROLLER
"HANSEN, JONATHAN",IAP,4.00%,27,ATTORNEY GENERAL
"HUNT, JOHN",DEM,22.37%,151,ATTORNEY GENERAL
"SANDOVAL, BRIAN",REP,66.81%,451,ATTORNEY GENERAL
None of these Candidates,,6.81%,46,ATTORNEY GENERAL
Under Votes,,0.00%,0,ATTORNEY GENERAL
Over Votes,,0.00%,0,ATTORNEY GENERAL
"DE BRAGA, MARCIA Incumbent",DEM,28.65%,196,STATE ASSEMBLY DISTRICT 35
"GOICOECHEA, PETE",REP,71.35%,488,STATE ASSEMBLY DISTRICT 35
Under Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 35
Over Votes,,0.00%,0,STATE ASSEMBLY DISTRICT 35
"CHAIREZ, DON",NP,17.58%,109,"JUSTICE OF THE SUPREME COURT, SEAT B"
"MAUPIN, BILL Incumbent",NP,52.42%,325,"JUSTICE OF THE SUPREME COURT, SEAT B"
None of these Candidates,,30.00%,186,"JUSTICE OF THE SUPREME COURT, SEAT B"
Under Votes,,0.00%,0,"JUSTICE OF THE SUPREME COURT, SEAT B"
Over Votes,,0.00%,0,"JUSTICE OF THE SUPREME COURT, SEAT B"
"GIBBONS, MARK",NP,75.30%,433,"JUSTICE OF THE SUPREME COURT, SEAT D"
None of these Candidates,,24.70%,142,"JUSTICE OF THE SUPREME COURT, SEAT D"
Under Votes,,0.00%,0,"JUSTICE OF THE SUPREME COURT, SEAT D"
Over Votes,,0.00%,0,"JUSTICE OF THE SUPREME COURT, SEAT D"
"DOBRESCU, STEVE LIncumbent",NP,100.00%,512,DISTRICT COURT JUDGE DISTRICT 7 DEPARTMENT 1
Under Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 7 DEPARTMENT 1
Over Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 7 DEPARTMENT 1
"PAPEZ, DAN LIncumbent",NP,100.00%,530,DISTRICT COURT JUDGE DISTRICT 7 DEPARTMENT 2
Under Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 7 DEPARTMENT 2
Over Votes,,0.00%,0,DISTRICT COURT JUDGE DISTRICT 7 DEPARTMENT 2
"FERRY, CLIFF",NP,100.00%,460,STATE BOARD OF EDUCATION DISTRICT 10
Under Votes,,0.00%,0,STATE BOARD OF EDUCATION DISTRICT 10
Over Votes,,0.00%,0,STATE BOARD OF EDUCATION DISTRICT 10
"PASTORINO, DAVID A.",REP,51.34%,345,COUNTY COMMISSIONER
"STEPHENSON SR., ROBERT B.",REP,48.66%,327,COUNTY COMMISSIONER
Under Votes,,0.00%,0,COUNTY COMMISSIONER
Over Votes,,0.00%,0,COUNTY COMMISSIONER
"ITHURRALDE, JAMES JIM",REP,100.00%,579,COUNTY ASSESSOR
Under Votes,,0.00%,0,COUNTY ASSESSOR
Over Votes,,0.00%,0,COUNTY ASSESSOR
"GALE, FRANCES ELAINE",REP,66.57%,446,COUNTY CLERK & TREASURER
"MORRISON, BELINDA FAYE",REP,33.43%,224,COUNTY CLERK & TREASURER
Under Votes,,0.00%,0,COUNTY CLERK & TREASURER
Over Votes,,0.00%,0,COUNTY CLERK & TREASURER
"BEUTEL, THEODORE",REP,100.00%,549,COUNTY DISTRICT ATTORNEY
Under Votes,,0.00%,0,COUNTY DISTRICT ATTORNEY
Over Votes,,0.00%,0,COUNTY DISTRICT ATTORNEY
"REBALEATI, MICHAEL",DEM,100.00%,563,COUNTY RECORDER/AUDITOR
Under Votes,,0.00%,0,COUNTY RECORDER/AUDITOR
Over Votes,,0.00%,0,COUNTY RECORDER/AUDITOR
"BROWN, JOHN W",NP,44.69%,299,COUNTY SCHOOL BOARD OF TRUSTEES (2A)
"ROBISON, KATHERINE A",NP,55.31%,370,COUNTY SCHOOL BOARD OF TRUSTEES (2A)
Under Votes,,0.00%,0,COUNTY SCHOOL BOARD OF TRUSTEES (2A)
Over Votes,,0.00%,0,COUNTY SCHOOL BOARD OF TRUSTEES (2A)
"CONLEY, KENNETH E",NP,66.30%,427,COUNTY SCHOOL BOARD OF TRUSTEES (2B)
"WILLIAMS, JENNIFER",NP,33.70%,217,COUNTY SCHOOL BOARD OF TRUSTEES (2B)
Under Votes,,0.00%,0,COUNTY SCHOOL BOARD OF TRUSTEES (2B)
Over Votes,,0.00%,0,COUNTY SCHOOL BOARD OF TRUSTEES (2B)
"DAVIS, MARSHALL L",NP,45.21%,307,SHERIFF
"ETTER, LAURANCE F",NP,54.79%,372,SHERIFF
Under Votes,,0.00%,0,SHERIFF
Over Votes,,0.00%,0,SHERIFF
"BULLARD, JACQUELINE E",REP,100.00%,90,CRESCENT VALLEY TOWN BOARD
Under Votes,,0.00%,0,CRESCENT VALLEY TOWN BOARD
Over Votes,,0.00%,0,CRESCENT VALLEY TOWN BOARD
"HENDERSON , TERRY W.",REP,100.00%,90,CRESCENT VALLEY TOWN BOARD
Under Votes,,0.00%,0,CRESCENT VALLEY TOWN BOARD
Over Votes,,0.00%,0,CRESCENT VALLEY TOWN BOARD
Yes,,25.72%,169,STATE QUESTION NO. 1
No,,74.28%,488,STATE QUESTION NO. 1
Under Votes,,0.00%,0,STATE QUESTION NO. 1
Over Votes,,0.00%,0,STATE QUESTION NO. 1
Yes,,78.42%,527,STATE QUESTION NO. 2
No,,21.58%,145,STATE QUESTION NO. 2
Under Votes,,0.00%,0,STATE QUESTION NO. 2
Over Votes,,0.00%,0,STATE QUESTION NO. 2
Yes,,54.64%,359,STATE QUESTION NO. 3
No,,45.36%,298,STATE QUESTION NO. 3
Under Votes,,0.00%,0,STATE QUESTION NO. 3
Over Votes,,0.00%,0,STATE QUESTION NO. 3
Yes,,16.95%,111,STATE QUESTION NO. 4
No,,83.05%,544,STATE QUESTION NO. 4
Under Votes,,0.00%,0,STATE QUESTION NO. 4
Over Votes,,0.00%,0,STATE QUESTION NO. 4
Yes,,29.65%,185,STATE QUESTION NO. 5
No,,70.35%,439,STATE QUESTION NO. 5
Under Votes,,0.00%,0,STATE QUESTION NO. 5
Over Votes,,0.00%,0,STATE QUESTION NO. 5
Yes,,29.81%,192,STATE QUESTION NO. 6
No,,70.19%,452,STATE QUESTION NO. 6
Under Votes,,0.00%,0,STATE QUESTION NO. 6
Over Votes,,0.00%,0,STATE QUESTION NO. 6
Yes,,28.68%,187,STATE QUESTION NO. 7
No,,71.32%,465,STATE QUESTION NO. 7
Under Votes,,0.00%,0,STATE QUESTION NO. 7
Over Votes,,0.00%,0,STATE QUESTION NO. 7
