candidate,party,votes,percent,office
"FITZGIBBONS, RYAN",INDEPENDENT AMERICAN,16029,3.54,LIEUTENANT GOVERNOR
"KROLICKI, BRIAN K. (Incumbent)",REPUBLICAN,218991,48.41,LIEUTENANT GOVERNOR
"SFERRAZZA, JESSICA",DEMOCRAT,201712,44.59,LIEUTENANT GOVERNOR
NONE OF THESE CANDIDATES,&nbsp;,15621,3.45,LIEUTENANT GOVERNOR
"LAUER, ROB",REPUBLICAN,155320,34.21,SECRETARY OF STATE
"MILLER, ROSS (Incumbent)",DEMOCRAT,256962,56.59,SECRETARY OF STATE
"WAGNER, JOHN",INDEPENDENT AMERICAN,26070,5.74,SECRETARY OF STATE
NONE OF THESE CANDIDATES,&nbsp;,15728,3.46,SECRETARY OF STATE
"HAWKINS, MIKE",INDEPENDENT AMERICAN,15192,3.37,STATE TREASURER
"MARSHALL, KATE (Incumbent)",DEMOCRAT,233572,51.78,STATE TREASURER
"MARTIN, STEVEN E.",REPUBLICAN,185001,41.01,STATE TREASURER
NONE OF THESE CANDIDATES,&nbsp;,17334,3.84,STATE TREASURER
"HERR, BARRY",REPUBLICAN,179781,40.00,STATE CONTROLLER
"MARKOWITZ, WARREN",INDEPENDENT AMERICAN,18371,4.09,STATE CONTROLLER
"WALLIN, KIM R. (Incumbent)",DEMOCRAT,228836,50.92,STATE CONTROLLER
NONE OF THESE CANDIDATES,&nbsp;,22430,4.99,STATE CONTROLLER
"BARRICK, TRAVIS",REPUBLICAN,152334,33.57,ATTORNEY GENERAL
"CORTEZ  MASTO, CATHERINE (Incumbent)",DEMOCRAT,251673,55.46,ATTORNEY GENERAL
"HANSEN, JOEL F.",INDEPENDENT AMERICAN,32971,7.27,ATTORNEY GENERAL
NONE OF THESE CANDIDATES,&nbsp;,16824,3.71,ATTORNEY GENERAL
"DENIS, MO",DEMOCRAT,7264,100.00,"STATE SENATE, CLARK DISTRICT 2"
"ROBERSON, MICHAEL",REPUBLICAN,38401,51.87,"STATE SENATE, CLARK DISTRICT 5"
"WOODHOUSE, JOYCE",DEMOCRAT,35638,48.13,"STATE SENATE, CLARK DISTRICT 5"
"MANENDO, MARK",DEMOCRAT,24846,65.42,"STATE SENATE, CLARK DISTRICT 7"
"WRIGHT, ANTHONY ""TONY""",REPUBLICAN,13131,34.58,"STATE SENATE, CLARK DISTRICT 7"
"CEGAVSKE, BARBARA K.",REPUBLICAN,17127,55.79,"STATE SENATE, CLARK DISTRICT 8"
"PETERSON, TAMMY",DEMOCRAT,13573,44.21,"STATE SENATE, CLARK DISTRICT 8"
"HALSETH, ELIZABETH",REPUBLICAN,41658,49.96,"STATE SENATE, CLARK DISTRICT 9"
"JONES, TOM",INDEPENDENT AMERICAN,4575,5.49,"STATE SENATE, CLARK DISTRICT 9"
"YERUSHALMI, BENNY",DEMOCRAT,37152,44.55,"STATE SENATE, CLARK DISTRICT 9"
"BROWN, GLENN ""MR. TRUTH""",INDEPENDENT AMERICAN,808,6.39,"STATE SENATE, CLARK DISTRICT 10"
"KIHUEN, RUBEN",DEMOCRAT,8397,66.42,"STATE SENATE, CLARK DISTRICT 10"
"TYLER, HENRY",REPUBLICAN,3438,27.19,"STATE SENATE, CLARK DISTRICT 10"
"FORD, AARON",DEMOCRAT,23520,38.71,"STATE SENATE, CLARK DISTRICT 12"
"HARDY, JOE",REPUBLICAN,35210,57.96,"STATE SENATE, CLARK DISTRICT 12"
"O'DELL, RICHARD WAYNE",INDEPENDENT AMERICAN,2022,3.33,"STATE SENATE, CLARK DISTRICT 12"
"KIRKPATRICK, MARILYN (Incumbent)",DEMOCRAT,8336,61.19,"STATE ASSEMBLY, DISTRICT 1"
"TRUDEAU, MARK",REPUBLICAN,5288,38.81,"STATE ASSEMBLY, DISTRICT 1"
"HAMBRICK, JOHN",REPUBLICAN,11057,57.73,"STATE ASSEMBLY, DISTRICT 2"
"KAMERATH, JON",INDEPENDENT AMERICAN,623,3.25,"STATE ASSEMBLY, DISTRICT 2"
"LERNER, DAVID",DEMOCRAT,7472,39.01,"STATE ASSEMBLY, DISTRICT 2"
"MORELLI, ERIC",REPUBLICAN,4188,40.38,"STATE ASSEMBLY, DISTRICT 3"
"PIERCE, PEGGY (Incumbent)",DEMOCRAT,6183,59.62,"STATE ASSEMBLY, DISTRICT 3"
"ANDREWS, MARK",INDEPENDENT AMERICAN,1352,5.87,"STATE ASSEMBLY, DISTRICT 4"
"FISHER, GARY",DEMOCRAT,9536,41.38,"STATE ASSEMBLY, DISTRICT 4"
"MCARTHUR, RICHARD",REPUBLICAN,12156,52.75,"STATE ASSEMBLY, DISTRICT 4"
"LOOP, MARILYN DONDERO",DEMOCRAT,7271,54.09,"STATE ASSEMBLY, DISTRICT 5"
"WILLIAMS, TIM",REPUBLICAN,6172,45.91,"STATE ASSEMBLY, DISTRICT 5"
"LONG, CAROLE R.",REPUBLICAN,1693,23.95,"STATE ASSEMBLY, DISTRICT 6"
"MUNFORD, HARVEY J. (Incumbent)",DEMOCRAT,5376,76.05,"STATE ASSEMBLY, DISTRICT 6"
"LEWIS, GERALDINE",REPUBLICAN,2464,22.55,"STATE ASSEMBLY, DISTRICT 7"
"NEAL, DINA",DEMOCRAT,8462,77.45,"STATE ASSEMBLY, DISTRICT 7"
"EGAN, JOE",REPUBLICAN,2303,34.85,"STATE ASSEMBLY, DISTRICT 8"
"FRIERSON, JASON",DEMOCRAT,3853,58.31,"STATE ASSEMBLY, DISTRICT 8"
"GONZALES, STACEY",INDEPENDENT AMERICAN,452,6.84,"STATE ASSEMBLY, DISTRICT 8"
"BASICHIS, LOIS",REPUBLICAN,2466,33.02,"STATE ASSEMBLY, DISTRICT 9"
"SEGERBLOM, ""TICK"" (Incumbent)",DEMOCRAT,5003,66.98,"STATE ASSEMBLY, DISTRICT 9"
"ANDREWS, TYLER",REPUBLICAN,4189,42.54,"STATE ASSEMBLY, DISTRICT 10"
"HOGAN, JOE (Incumbent)",DEMOCRAT,5330,54.12,"STATE ASSEMBLY, DISTRICT 10"
"LENORES, STEVE",LIBERTARIAN,329,3.34,"STATE ASSEMBLY, DISTRICT 10"
"BREWER, VON",REPUBLICAN,744,19.05,"STATE ASSEMBLY, DISTRICT 11"
"DIAZ, OLIVIA",DEMOCRAT,3162,80.95,"STATE ASSEMBLY, DISTRICT 11"
"OHRENSCHALL, JAMES (Incumbent)",DEMOCRAT,6843,73.02,"STATE ASSEMBLY, DISTRICT 12"
"OPPENBORN, TOD",REPUBLICAN,2528,26.98,"STATE ASSEMBLY, DISTRICT 12"
"DESALVIO, LOUIS",DEMOCRAT,27279,43.86,"STATE ASSEMBLY, DISTRICT 13"
"FOSTER, LEONARD",INDEPENDENT AMERICAN,2545,4.09,"STATE ASSEMBLY, DISTRICT 13"
"HAMMOND, SCOTT",REPUBLICAN,32372,52.05,"STATE ASSEMBLY, DISTRICT 13"
"CARLTON, MAGGIE",DEMOCRAT,6543,65.11,"STATE ASSEMBLY, DISTRICT 14"
"ROACH, LEE",REPUBLICAN,3506,34.89,"STATE ASSEMBLY, DISTRICT 14"
"ANDERSON, ELLIOT T.",DEMOCRAT,6760,62.63,"STATE ASSEMBLY, DISTRICT 15"
"SNYDER, DALE",REPUBLICAN,3368,31.20,"STATE ASSEMBLY, DISTRICT 15"
"VAUGHAN, STAN",INDEPENDENT AMERICAN,666,6.17,"STATE ASSEMBLY, DISTRICT 15"
"IRWIN, BOB",REPUBLICAN,5079,40.00,"STATE ASSEMBLY, DISTRICT 16"
"OCEGUERA, JOHN (Incumbent)",DEMOCRAT,7033,55.38,"STATE ASSEMBLY, DISTRICT 16"
"TURLEY, KRISTIE",LIBERTARIAN,587,4.62,"STATE ASSEMBLY, DISTRICT 16"
"ATKINSON, KELVIN (Incumbent)",DEMOCRAT,11414,64.30,"STATE ASSEMBLY, DISTRICT 17"
"KING, KENNETH",REPUBLICAN,6337,35.70,"STATE ASSEMBLY, DISTRICT 17"
"CARRILLO, RICHARD",DEMOCRAT,9291,61.39,"STATE ASSEMBLY, DISTRICT 18"
"WALTHER, KEN",REPUBLICAN,5843,38.61,"STATE ASSEMBLY, DISTRICT 18"
"BROOKS, STEVEN",DEMOCRAT,4596,61.87,"STATE ASSEMBLY, DISTRICT 19"
"RHODES, JAMES S.",INDEPENDENT AMERICAN,433,5.83,"STATE ASSEMBLY, DISTRICT 19"
"WANG, JERRY H.",REPUBLICAN,2399,32.30,"STATE ASSEMBLY, DISTRICT 19"
"GOYA, LYNN",DEMOCRAT,7118,36.23,"STATE ASSEMBLY, DISTRICT 20"
"HARDY, CRESENT",REPUBLICAN,12526,63.77,"STATE ASSEMBLY, DISTRICT 20"
"MCKAY, LES",INDEPENDENT AMERICAN,401,2.38,"STATE ASSEMBLY, DISTRICT 21"
"SHERWOOD, MARK",REPUBLICAN,8430,50.02,"STATE ASSEMBLY, DISTRICT 21"
"SPIEGEL, ELLEN",DEMOCRAT,8023,47.60,"STATE ASSEMBLY, DISTRICT 21"
"DONOVAN, KEVINN",DEMOCRAT,23190,39.40,"STATE ASSEMBLY, DISTRICT 22"
"DURBIN, SALLI",INDEPENDENT AMERICAN,1281,2.18,"STATE ASSEMBLY, DISTRICT 22"
"SANTUCCI, NATHAN",LIBERTARIAN,1688,2.87,"STATE ASSEMBLY, DISTRICT 22"
"STEWART, LYNN (Incumbent)",REPUBLICAN,32703,55.56,"STATE ASSEMBLY, DISTRICT 22"
"BEAN, MONICA LEIJA",DEMOCRAT,5543,41.07,"STATE ASSEMBLY, DISTRICT 23"
"WOODBURY, MELISSA",REPUBLICAN,7952,58.93,"STATE ASSEMBLY, DISTRICT 23"
"CRESSMAN, JAMES L.",REPUBLICAN,800,17.84,"STATE ASSEMBLY, DISTRICT 28"
"FLORES, LUCY",DEMOCRAT,3685,82.16,"STATE ASSEMBLY, DISTRICT 28"
"HILL, DAN",REPUBLICAN,7339,46.61,"STATE ASSEMBLY, DISTRICT 29"
"LALE, ERIN",LIBERTARIAN,669,4.25,"STATE ASSEMBLY, DISTRICT 29"
"MASTROLUCA, APRIL",DEMOCRAT,7739,49.15,"STATE ASSEMBLY, DISTRICT 29"
"DEEDS, RICHARD",REPUBLICAN,3872,37.40,"STATE ASSEMBLY, DISTRICT 34"
"HOLS, WILLIAM P.",LIBERTARIAN,465,4.49,"STATE ASSEMBLY, DISTRICT 34"
"HORNE, WILLIAM C. (Incumbent)",DEMOCRAT,6016,58.11,"STATE ASSEMBLY, DISTRICT 34"
"CONKLIN, MARCUS (Incumbent)",DEMOCRAT,6501,61.95,"STATE ASSEMBLY, DISTRICT 37"
"LUPO, PHILIP JOSEPH",REPUBLICAN,3993,38.05,"STATE ASSEMBLY, DISTRICT 37"
"AIZLEY, PAUL",DEMOCRAT,4950,56.69,"STATE ASSEMBLY, DISTRICT 41"
"PORTER, JAN",REPUBLICAN,3782,43.31,"STATE ASSEMBLY, DISTRICT 41"
"BUSTAMANTE ADAMS, IRENE",DEMOCRAT,5629,63.75,"STATE ASSEMBLY, DISTRICT 42"
"NJUS, KATHRYN",REPUBLICAN,3201,36.25,"STATE ASSEMBLY, DISTRICT 42"
"HARDESTY, JAMES W. (Incumbent)",NONPARTISAN,281143,73.12,"SUPREME COURT JUSTICE, SEAT A"
NONE OF THESE CANDIDATES,&nbsp;,103351,26.88,"SUPREME COURT JUSTICE, SEAT A"
"PARRAGUIRRE, RONALD D. (Incumbent)",NONPARTISAN,287544,74.73,"SUPREME COURT JUSTICE, SEAT E"
NONE OF THESE CANDIDATES,&nbsp;,97220,25.27,"SUPREME COURT JUSTICE, SEAT E"
"GALE, BRUCE L.",NONPARTISAN,142758,39.69,"DISTRICT COURT JUDGE, DISTRICT 8, DEPARTMENT 26"
"STURMAN, GLORIA",NONPARTISAN,216922,60.31,"DISTRICT COURT JUDGE, DISTRICT 8, DEPARTMENT 26"
"ALLF, NANCY",NONPARTISAN,253654,70.31,"DISTRICT COURT JUDGE, DISTRICT 8, DEPARTMENT 27"
"BECKSTEAD, BLAINE",NONPARTISAN,107112,29.69,"DISTRICT COURT JUDGE, DISTRICT 8, DEPARTMENT 27"
"HOWARD, JACK",NONPARTISAN,168317,45.70,"DISTRICT COURT JUDGE, DISTRICT 8, DEPARTMENT 28"
"ISRAEL, RON",NONPARTISAN,199990,54.30,"DISTRICT COURT JUDGE, DISTRICT 8, DEPARTMENT 28"
"POLLOCK, KENNETH E.",NONPARTISAN,153125,42.57,"DISTRICT COURT JUDGE, DISTRICT 8, DEPARTMENT 29"
"SCANN, SUSAN",NONPARTISAN,206595,57.43,"DISTRICT COURT JUDGE, DISTRICT 8, DEPARTMENT 29"
"DAVIDSON, MICHAEL D.",NONPARTISAN,177140,49.93,"DISTRICT COURT JUDGE, DISTRICT 8, DEPARTMENT 30"
"WIESE, JERRY A.",NONPARTISAN,177662,50.07,"DISTRICT COURT JUDGE, DISTRICT 8, DEPARTMENT 30"
"DABNEY, PHIL",NONPARTISAN,175948,49.56,"DISTRICT COURT JUDGE, DISTRICT 8, DEPARTMENT 31"
"KISHNER, JOANNA",NONPARTISAN,179101,50.44,"DISTRICT COURT JUDGE, DISTRICT 8, DEPARTMENT 31"
"BARE, ROB",NONPARTISAN,194021,54.15,"DISTRICT COURT JUDGE, DISTRICT 8, DEPARTMENT 32"
"STOEBLING, ELLEN",NONPARTISAN,164258,45.85,"DISTRICT COURT JUDGE, DISTRICT 8, DEPARTMENT 32"
"JONES, STEVE",NONPARTISAN,189433,53.28,"DISTRICT COURT JUDGE, DISTRICT 8, FAMILY DIVISION, DEPARTMENT C"
"MASKALL, MARIA",NONPARTISAN,166099,46.72,"DISTRICT COURT JUDGE, DISTRICT 8, FAMILY DIVISION, DEPARTMENT C"
"ECCLES, JOHN",NONPARTISAN,160091,45.18,"DISTRICT COURT JUDGE, DISTRICT 8, FAMILY DIVISION, DEPARTMENT F"
"GONZALEZ, BILL",NONPARTISAN,194279,54.82,"DISTRICT COURT JUDGE, DISTRICT 8, FAMILY DIVISION, DEPARTMENT F"
"OCHOA, VINCENT",NONPARTISAN,190852,52.64,"DISTRICT COURT JUDGE, DISTRICT 8, FAMILY DIVISION, DEPARTMENT S"
"WALLACE, REBECCA",NONPARTISAN,171721,47.36,"DISTRICT COURT JUDGE, DISTRICT 8, FAMILY DIVISION, DEPARTMENT S"
"NATHAN, GAYLE",NONPARTISAN,204372,57.45,"DISTRICT COURT JUDGE, DISTRICT 8, FAMILY DIVISION, DEPARTMENT T"
"PIAZZA, CARL F.",NONPARTISAN,151362,42.55,"DISTRICT COURT JUDGE, DISTRICT 8, FAMILY DIVISION, DEPARTMENT T"
"LANGE, KEN",NONPARTISAN,11602,44.42,"UNIVERSITY BOARD OF REGENTS, DISTRICT 3"
"PAGE, KEVIN",NONPARTISAN,14518,55.58,"UNIVERSITY BOARD OF REGENTS, DISTRICT 3"
"DOUBRAVA, MARK",NONPARTISAN,21810,53.46,"UNIVERSITY BOARD OF REGENTS, DISTRICT 7"
"RAWSON, RAY",NONPARTISAN,18989,46.54,"UNIVERSITY BOARD OF REGENTS, DISTRICT 7"
"ANDERSON, ANDREA",NONPARTISAN,42158,57.59,"UNIVERSITY BOARD OF REGENTS, DISTRICT 12"
"NEWBURN, MARK",NONPARTISAN,31040,42.41,"UNIVERSITY BOARD OF REGENTS, DISTRICT 12"
"LEAVITT, JAMES DEAN",NONPARTISAN,48574,67.22,"UNIVERSITY BOARD OF REGENTS, DISTRICT 13"
"PITTS, JOE",NONPARTISAN,23682,32.78,"UNIVERSITY BOARD OF REGENTS, DISTRICT 13"
"SOLORIO, JOSE A.",NONPARTISAN,19694,38.17,"STATE BOARD OF EDUCATION, DISTRICT 2"
"WILSON, ANNIE YVETTE",NONPARTISAN,31896,61.83,"STATE BOARD OF EDUCATION, DISTRICT 2"
"CORBETT, STEVEN",NONPARTISAN,10565,65.37,"STATE BOARD OF EDUCATION, DISTRICT 5"
"TIPPINS, JOHN",NONPARTISAN,5596,34.63,"STATE BOARD OF EDUCATION, DISTRICT 5"
"BOARMAN, BEN",REPUBLICAN,11229,30.96,COUNTY COMMISSION DISTRICT E
"GIUNCHIGLIANI, CHRIS",DEMOCRAT,25046,69.04,COUNTY COMMISSION DISTRICT E
"BRAGER, SUSAN C.",DEMOCRAT,36024,56.01,COUNTY COMMISSION DISTRICT F
"DURBIN, JEFF ""SARGE""",INDEPENDENT AMERICAN,3954,6.15,COUNTY COMMISSION DISTRICT F
"TRACY, MITCHELL T.",REPUBLICAN,24336,37.84,COUNTY COMMISSION DISTRICT F
"BELL, DOUGLAS",REPUBLICAN,20295,39.05,COUNTY COMMISSION DISTRICT G
"HADARLY, DEL",INDEPENDENT AMERICAN,1019,1.96,COUNTY COMMISSION DISTRICT G
"HAGAN, TIM",LIBERTARIAN,1890,3.64,COUNTY COMMISSION DISTRICT G
"SCOW, MARY BETH",DEMOCRAT,28765,55.35,COUNTY COMMISSION DISTRICT G
"CHAIREZ, DON",DEMOCRAT,212830,47.78,DISTRICT ATTORNEY
"ROGER, DAVID",REPUBLICAN,232638,52.22,DISTRICT ATTORNEY
"CHRISTIANSON, CURTIS",INDEPENDENT AMERICAN,10974,2.51,COUNTY ASSESSOR
"HALE, GERRIT C.",REPUBLICAN,169763,38.79,COUNTY ASSESSOR
"HOWARD, BRENT",INDEPENDENT,15815,3.61,COUNTY ASSESSOR
"MORSE, SEAN P.",LIBERTARIAN,8646,1.98,COUNTY ASSESSOR
"SHAFE, MICHELE W.",DEMOCRAT,232430,53.11,COUNTY ASSESSOR
"ALBA, DIANA",DEMOCRAT,241663,55.57,COUNTY CLERK
"AUSTIN, SCOTT",REPUBLICAN,178221,40.98,COUNTY CLERK
"MCDONALD, RUSSELL CHEY",INDEPENDENT AMERICAN,15015,3.45,COUNTY CLERK
"AGUILAR, ALPHONSO A.",INDEPENDENT AMERICAN,12478,2.86,COUNTY RECORDER
"CONWAY, DEBBIE",DEMOCRAT,228917,52.55,COUNTY RECORDER
"EDWARDS, JIM",REPUBLICAN,184341,42.31,COUNTY RECORDER
"MCKINSTER, KRIS P.",LIBERTARIAN,9920,2.28,COUNTY RECORDER
"FITZPATRICK, LAURA",DEMOCRAT,268340,61.65,COUNTY TREASURER
"JAVORNICKY, MIKE ""DOC""",REPUBLICAN,166909,38.35,COUNTY TREASURER
"BROWN, DANA",INDEPENDENT AMERICAN,17806,4.09,PUBLIC ADMINISTRATOR
"CAHILL, JOHN J.",DEMOCRAT,221369,50.87,PUBLIC ADMINISTRATOR
"CLARK, JACK",REPUBLICAN,186145,42.78,PUBLIC ADMINISTRATOR
"RUDOLPH, WAYNE F.",LIBERTARIAN,9823,2.26,PUBLIC ADMINISTRATOR
"HAMPE, STEVE",REPUBLICAN,4462,65.47,"CONSTABLE, BOULDER TOWNSHIP"
"PLOTT, MIKE",INDEPENDENT AMERICAN,2353,34.53,"CONSTABLE, BOULDER TOWNSHIP"
"LAUB, ERIK L.",DEMOCRAT,304,100.00,"CONSTABLE, BUNKERVILLE TOWNSHIP"
"ROGERS, GARY P.",REPUBLICAN,582,100.00,"CONSTABLE, GOODSPRINGS TOWNSHIP"
"MITCHELL, EARL",REPUBLICAN,69807,100.00,"CONSTABLE, HENDERSON TOWNSHIP"
"ANDERSEN, LEE S.",INDEPENDENT AMERICAN,12875,4.34,"CONSTABLE, LAS VEGAS TOWNSHIP"
"BONAVENTURA, JOHN",DEMOCRAT,161143,54.37,"CONSTABLE, LAS VEGAS TOWNSHIP"
"GARIANO, PETER F.",REPUBLICAN,122352,41.28,"CONSTABLE, LAS VEGAS TOWNSHIP"
"KETTERER, PATRICK",DEMOCRAT,859,43.87,"CONSTABLE, LAUGHLIN TOWNSHIP"
"ROSS, JORDAN",REPUBLICAN,1099,56.13,"CONSTABLE, LAUGHLIN TOWNSHIP"
"THURSTON, DUANE L.",REPUBLICAN,4030,100.00,"CONSTABLE, MESQUITE TOWNSHIP"
"LEAVITT, GARY L.",REPUBLICAN,285,100.00,"CONSTABLE, MOAPA TOWNSHIP"
"FREI, LEON S.",REPUBLICAN,2391,100.00,"CONSTABLE, MOAPA VALLEY TOWNSHIP"
"BROWN, HERB",DEMOCRAT,29257,67.47,"CONSTABLE, NORTH LAS VEGAS TOWNSHIP"
"EGGEMAN, JEFFREY A.",REPUBLICAN,14104,32.53,"CONSTABLE, NORTH LAS VEGAS TOWNSHIP"
"COCHRAN, JACK ""FATJACK""",REPUBLICAN,343,100.00,"CONSTABLE, SEARCHLIGHT TOWNSHIP"
"ALDERMAN, LORRAINE",NONPARTISAN,12660,55.41,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT D"
"TRUJILLO, JAVIER",NONPARTISAN,10189,44.59,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT D"
"EDWARDS, CAROLYN",NONPARTISAN,41854,59.30,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT F"
"SMALL, KEN",NONPARTISAN,28722,40.70,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT F"
"BROOKS, JAMES",NONPARTISAN,19766,46.94,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT G"
"CRANOR, ERIN EARLENE",NONPARTISAN,22343,53.06,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT G"
"BISCH, LAURIE P.",NONPARTISAN,142148,34.74,SHERIFF
"GILLESPIE, DOUGLAS C.",NONPARTISAN,267016,65.26,SHERIFF
"MILLER, TED B.",NONPARTISAN,2189,55.32,"BOARD MEMBER, V V WATER DIST., MESQUITE"
"TICKNER, RANDY",NONPARTISAN,1768,44.68,"BOARD MEMBER, V V WATER DIST., MESQUITE"
"FETHERSTON, MICHAEL",NONPARTISAN,643,55.00,"TRUSTEE, OVERTON POWER DISTRICT 1, OVERTON"
"WHITNEY, ALBERT ""MIKE""",NONPARTISAN,526,45.00,"TRUSTEE, OVERTON POWER DISTRICT 1, OVERTON"
"DALLEY, LINDSEY",NONPARTISAN,911,73.00,"BOARD MEMBER, M V WATER DIST., LOGANDALE"
"EIDE, RICHARD ""RIK""",NONPARTISAN,337,27.00,"BOARD MEMBER, M V WATER DIST., LOGANDALE"
"CARSON, SCOTT",NONPARTISAN,462,36.44,"BOARD MEMBER, M V WATER DIST., LOGANDALE (2)"
"HARDY, STANLEY",NONPARTISAN,200,15.77,"BOARD MEMBER, M V WATER DIST., LOGANDALE (2)"
"LEAVITT, PENN W.",NONPARTISAN,316,24.92,"BOARD MEMBER, M V WATER DIST., LOGANDALE (2)"
"WHIPPLE, MARK",NONPARTISAN,290,22.87,"BOARD MEMBER, M V WATER DIST., LOGANDALE (2)"
"BLACKWELL, JON",NONPARTISAN,184,64.11,"BOARD MEMBER, M V WATER DIST., MOAPA-GLENDALE"
"STRATTON, BLAKE",NONPARTISAN,103,35.89,"BOARD MEMBER, M V WATER DIST., MOAPA-GLENDALE"
"JESSEN, AARON E.",NONPARTISAN,157,13.52,"BOARD MEMBER, M V WATER DIST., OVERTON"
"LACROIX, MATT",NONPARTISAN,260,22.39,"BOARD MEMBER, M V WATER DIST., OVERTON"
"ROBISON, TODD",NONPARTISAN,223,19.21,"BOARD MEMBER, M V WATER DIST., OVERTON"
"STATON, KEN",NONPARTISAN,521,44.88,"BOARD MEMBER, M V WATER DIST., OVERTON"
"CAMPBELL, DEREK W.",NONPARTISAN,119,10.06,"BOARD MEMBER, M V WATER DIST., OVERTON (2)"
"JONES, RICHARD",NONPARTISAN,178,15.05,"BOARD MEMBER, M V WATER DIST., OVERTON (2)"
"ROBERTSON, LANCE K.",NONPARTISAN,312,26.37,"BOARD MEMBER, M V WATER DIST., OVERTON (2)"
"ROBISON, KELBY",NONPARTISAN,133,11.24,"BOARD MEMBER, M V WATER DIST., OVERTON (2)"
"TOBLER, RANDY",NONPARTISAN,441,37.28,"BOARD MEMBER, M V WATER DIST., OVERTON (2)"
"MACIAS, JOSE ""JOE""",NONPARTISAN,1659,40.16,"BOARD MEMBER, V V WATER DIST., MESQUITE (1)"
"RAMAKER, SANDRA KAY",NONPARTISAN,2472,59.84,"BOARD MEMBER, V V WATER DIST., MESQUITE (1)"
"FABBI, CRAIG",NONPARTISAN,1168,30.89,"TRUSTEE, M V TV MAINTENANCE DISTRICT (2)"
"HUDRLIK, J. D.",NONPARTISAN,1095,28.96,"TRUSTEE, M V TV MAINTENANCE DISTRICT (2)"
"TROMBLEY, CHRISTINE",NONPARTISAN,897,23.72,"TRUSTEE, M V TV MAINTENANCE DISTRICT (2)"
"WILMER, ROY H.",NONPARTISAN,621,16.42,"TRUSTEE, M V TV MAINTENANCE DISTRICT (2)"
"APPLEGATE, BOYD",NONPARTISAN,348,27.80,"TRUSTEE, OVERTON POWER DISTRICT 2, LOGANDALE"
