candidate,party,votes,percent,office
"SETTELMEYER, JAMES ARNOLD",REPUBLICAN,7252,66.64,"STATE SENATE, CAPITAL SENATORIAL DISTRICT"
"EDWARDS, ALLISON",DEMOCRAT,1594,34.29,"STATE SENATE, WASHOE DISTRICT 2"
"GUSTAVSON, DON",REPUBLICAN,3054,65.71,"STATE SENATE, WASHOE DISTRICT 2"
"GOMEZ, DENNIS C.",INDEPENDENT AMERICAN,4069,24.78,"STATE ASSEMBLY, DISTRICT 38"
"GRADY, TOM (Incumbent)",REPUBLICAN,12349,75.22,"STATE ASSEMBLY, DISTRICT 38"
"HARDESTY, JAMES W. (Incumbent)",NONPARTISAN,13366,84.23,"SUPREME COURT JUSTICE, SEAT A"
NONE OF THESE CANDIDATES,&nbsp;,2502,15.77,"SUPREME COURT JUSTICE, SEAT A"
"PARRAGUIRRE, RONALD D. (Incumbent)",NONPARTISAN,13054,83.07,"SUPREME COURT JUSTICE, SEAT E"
NONE OF THESE CANDIDATES,&nbsp;,2660,16.93,"SUPREME COURT JUSTICE, SEAT E"
"BRYAN, NIKKI A.",REPUBLICAN,12051,75.26,COUNTY CLERK/TREASURER
"CRUZ, HEIDE",REPUBLICAN,3961,24.74,COUNTY CLERK/TREASURER
"KELLER, VIDA D.",REPUBLICAN,10362,61.42,COUNTY COMM DIST. 2 (CW)
"LAWSON, CHARLES E.",DEMOCRAT,6508,38.58,COUNTY COMM DIST. 2 (CW)
"ARELLANO, VIRGIL J.",REPUBLICAN,9921,63.99,COUNTY COMM DIST. 5 (CW)
"THOMPSON, CLIFFORD A.",REPUBLICAN,5583,36.01,COUNTY COMM DIST. 5 (CW)
"AUER, ROBERT ""BOB""",REPUBLICAN,8040,51.07,DISTRICT ATTORNEY
"SCHLEGELMILCH, JOHN ""JP""",REPUBLICAN,7702,48.93,DISTRICT ATTORNEY
"OW-WING, ERIC",DEMOCRAT,5611,33.45,COUNTY ASSESSOR
"WHALIN, LINDA M.",REPUBLICAN,11162,66.55,COUNTY ASSESSOR
"MILLIGAN, MARY C.",REPUBLICAN,15103,100.00,COUNTY RECORDER
"PALMER, BRETT G.",NONPARTISAN,7377,44.86,SHERIFF
"VEIL, ALLEN",NONPARTISAN,9069,55.14,SHERIFF
"BUNN, BRIAN",NONPARTISAN,2228,28.98,NORTH LYON COUNTY FIRE PRO - DIRECTORS -VOTE FOR 2
"OSBORN, JON",NONPARTISAN,2859,37.19,NORTH LYON COUNTY FIRE PRO - DIRECTORS -VOTE FOR 2
"SECRIST, MARK",NONPARTISAN,2601,33.83,NORTH LYON COUNTY FIRE PRO - DIRECTORS -VOTE FOR 2
"HANNA, MARTY",NONPARTISAN,2341,30.27,FERNLEY SWIMMING POOL GEN IMP DST TRUSTEES -VF 2
"MENDOZA, DAVID",NONPARTISAN,1868,24.15,FERNLEY SWIMMING POOL GEN IMP DST TRUSTEES -VF 2
"ROE, W. JEFFREY",NONPARTISAN,2064,26.69,FERNLEY SWIMMING POOL GEN IMP DST TRUSTEES -VF 2
"SCHAFFER, LUPE D.",NONPARTISAN,1461,18.89,FERNLEY SWIMMING POOL GEN IMP DST TRUSTEES -VF 2
"LUIS, JASON N.",NONPARTISAN,2096,35.50,"DAYTON, JUSTICE OF THE PEACE"
"VECCHIARELLI, CAMILLE",NONPARTISAN,3809,64.50,"DAYTON, JUSTICE OF THE PEACE"
"LANNING, PAUL",NONPARTISAN,382,40.94,"CITY COUNCILMEMBER, WARD 1, CITY OF FERNLEY"
"MALLOY, KELLY",NONPARTISAN,551,59.06,"CITY COUNCILMEMBER, WARD 1, CITY OF FERNLEY"
"CHASE, ROBERT ""BOB""",NONPARTISAN,338,43.44,"CITY COUNCILMEMBER, WARD 3, CITY OF FERNLEY"
"EDGINGTON, JR., ROY G.",NONPARTISAN,440,56.56,"CITY COUNCILMEMBER, WARD 3, CITY OF FERNLEY"
