candidate,party,votes,percent,office
"GIBBONS, JIM (Incumbent)",REPUBLICAN,154,18.51,GOVERNOR (REPUBLICAN)
"LUSAK, STANLEIGH HAROLD",REPUBLICAN,5,0.60,GOVERNOR (REPUBLICAN)
"MONTANDON, MICHAEL L.",REPUBLICAN,119,14.30,GOVERNOR (REPUBLICAN)
"SANDOVAL, BRIAN",REPUBLICAN,509,61.18,GOVERNOR (REPUBLICAN)
NONE OF THESE CANDIDATES,&nbsp;,36,4.33,GOVERNOR (REPUBLICAN)
"GOODMAN, ROBERT E. ""BOB""",DEMOCRAT,98,24.87,LIEUTENANT GOVERNOR (DEMOCRATIC)
"MURAD, PAUL",DEMOCRAT,33,8.38,LIEUTENANT GOVERNOR (DEMOCRATIC)
"RANDAZZO, ROBERT S.",DEMOCRAT,38,9.64,LIEUTENANT GOVERNOR (DEMOCRATIC)
"SFERRAZZA, JESSICA",DEMOCRAT,119,30.20,LIEUTENANT GOVERNOR (DEMOCRATIC)
NONE OF THESE CANDIDATES,&nbsp;,106,26.90,LIEUTENANT GOVERNOR (DEMOCRATIC)
"KROLICKI, BRIAN (Incumbent)",REPUBLICAN,501,61.85,LIEUTENANT GOVERNOR (REPUBLICAN)
"WOOLLEN, BARBARA LEE",REPUBLICAN,194,23.95,LIEUTENANT GOVERNOR (REPUBLICAN)
NONE OF THESE CANDIDATES,&nbsp;,115,14.20,LIEUTENANT GOVERNOR (REPUBLICAN)
"DAGANI, GREGORY NANCE",REPUBLICAN,171,22.04,STATE CONTROLLER (REPUBLICAN)
"HERR, BARRY",REPUBLICAN,351,45.23,STATE CONTROLLER (REPUBLICAN)
NONE OF THESE CANDIDATES,&nbsp;,254,32.73,STATE CONTROLLER (REPUBLICAN)
"BARRICK, TRAVIS",REPUBLICAN,312,40.68,ATTORNEY GENERAL (REPUBLICAN)
"HAFTER, JACOB",REPUBLICAN,214,27.90,ATTORNEY GENERAL (REPUBLICAN)
NONE OF THESE CANDIDATES,&nbsp;,241,31.42,ATTORNEY GENERAL (REPUBLICAN)
"HIBBLE, RON",DEMOCRAT,302,79.68,"STATE ASSEMBLY, DISTRICT 36 (DEMOCRATIC)"
"SCHIFFMAN, HARRY J.",DEMOCRAT,77,20.32,"STATE ASSEMBLY, DISTRICT 36 (DEMOCRATIC)"
"FEEST, MARK",NONPARTISAN,266,25.00,"UNIVERSITY BOARD OF REGENTS, DISTRICT 8 (NONPARTISAN)"
"MELCHER, KEVIN C.",NONPARTISAN,384,36.09,"UNIVERSITY BOARD OF REGENTS, DISTRICT 8 (NONPARTISAN)"
"PUCCINELLI, MARGARET",NONPARTISAN,414,38.91,"UNIVERSITY BOARD OF REGENTS, DISTRICT 8 (NONPARTISAN)"
"FERRY, CLIFF",NONPARTISAN,1036,100.00,"STATE BOARD OF EDUCATION, DISTRICT 10 (NONPARTISAN)"
"BARLOW, GREGORY J.",REPUBLICAN,72,8.73,DISTRICT ATTORNEY (REPUBLICAN)
"FREHNER, DYLAN V.",REPUBLICAN,378,45.82,DISTRICT ATTORNEY (REPUBLICAN)
"HOOGE, DANIEL M.",REPUBLICAN,375,45.45,DISTRICT ATTORNEY (REPUBLICAN)
"LEE, KERRY D.",NONPARTISAN,1223,100.00,SHERIFF - LINCOLN - NP (NONPARTISAN)
"KELLEY, PAT",NONPARTISAN,1154,100.00,SCHOOL BOARD SCHOOL DIST TRUSTEE DIST A-AL (NONPARTISAN)
"BARR, JANICE",NONPARTISAN,1137,100.00,SCHOOL BOARD SCHOOL DIST TRUSTEE DIST B-AL (NONPARTISAN)
"CARTER, NIKKI",NONPARTISAN,1141,100.00,SCHOOL BOARD SCHOOL DIST TRUSTEE DIST C-AL (NONPARTISAN)
"SIDFORD, ROBERT C.",NONPARTISAN,1072,100.00,"GROVER C. DILS HOSPITAL DST, TRUSTEE DST A (NONPARTISAN)"
"FREHNER, SHAWN",NONPARTISAN,1158,100.00,"GROVER C. DILS HOSPITAL DST, TRUSTEE DST B (NONPARTISAN)"
