candidate,party,votes,percent,office
"MURAD, PAUL",DEMOCRAT,506,19.12,LIEUTENANT GOVERNOR (DEMOCRATIC)
"RANDAZZO, ROBERT S.",DEMOCRAT,365,13.79,LIEUTENANT GOVERNOR (DEMOCRATIC)
"SFERRAZZA, JESSICA",DEMOCRAT,781,29.52,LIEUTENANT GOVERNOR (DEMOCRATIC)
NONE OF THESE CANDIDATES,&nbsp;,526,19.88,LIEUTENANT GOVERNOR (DEMOCRATIC)
"KROLICKI, BRIAN (Incumbent)",REPUBLICAN,2776,59.29,LIEUTENANT GOVERNOR (REPUBLICAN)
"WOOLLEN, BARBARA LEE",REPUBLICAN,1316,28.11,LIEUTENANT GOVERNOR (REPUBLICAN)
NONE OF THESE CANDIDATES,&nbsp;,590,12.60,LIEUTENANT GOVERNOR (REPUBLICAN)
"DAGANI, GREGORY NANCE",REPUBLICAN,1197,26.51,STATE CONTROLLER (REPUBLICAN)
"HERR, BARRY",REPUBLICAN,1924,42.61,STATE CONTROLLER (REPUBLICAN)
NONE OF THESE CANDIDATES,&nbsp;,1394,30.87,STATE CONTROLLER (REPUBLICAN)
"BARRICK, TRAVIS",REPUBLICAN,1939,42.74,ATTORNEY GENERAL (REPUBLICAN)
"HAFTER, JACOB",REPUBLICAN,1402,30.90,ATTORNEY GENERAL (REPUBLICAN)
NONE OF THESE CANDIDATES,&nbsp;,1196,26.36,ATTORNEY GENERAL (REPUBLICAN)
"HIBBLE, RON",DEMOCRAT,1282,54.39,"STATE ASSEMBLY, DISTRICT 36 (DEMOCRATIC)"
"SCHIFFMAN, HARRY J.",DEMOCRAT,1075,45.61,"STATE ASSEMBLY, DISTRICT 36 (DEMOCRATIC)"
"FEEST, MARK",NONPARTISAN,1400,19.80,"UNIVERSITY BOARD OF REGENTS, DISTRICT 8 (NONPARTISAN)"
"MELCHER, KEVIN C.",NONPARTISAN,2700,38.18,"UNIVERSITY BOARD OF REGENTS, DISTRICT 8 (NONPARTISAN)"
"PUCCINELLI, MARGARET",NONPARTISAN,2972,42.02,"UNIVERSITY BOARD OF REGENTS, DISTRICT 8 (NONPARTISAN)"
"FERRY, CLIFF",NONPARTISAN,6724,100.00,"STATE BOARD OF EDUCATION, DISTRICT 10 (NONPARTISAN)"
"BORASKY, ANDREW ""BUTCH""",REPUBLICAN,381,37.69,COUNTY COMMISSIONER DISTRICT IV (REPUBLICAN)
"COX, DONNA C.",REPUBLICAN,249,24.63,COUNTY COMMISSIONER DISTRICT IV (REPUBLICAN)
"MOORE SR., CARL L.",REPUBLICAN,381,37.69,COUNTY COMMISSIONER DISTRICT IV (REPUBLICAN)
"HOLDER, PAUL",DEMOCRAT,255,44.50,COUNTY COMMISSIONER DISTRICT V (DEMOCRATIC)
"MURRAY, LAURAYNE",DEMOCRAT,318,55.50,COUNTY COMMISSIONER DISTRICT V (DEMOCRATIC)
"QUITEVIS, FELY A.",REPUBLICAN,327,30.14,COUNTY COMMISSIONER DISTRICT V (REPUBLICAN)
"SCHINHOFEN, DAN",REPUBLICAN,758,69.86,COUNTY COMMISSIONER DISTRICT V (REPUBLICAN)
"BIENENSTEIN, KATHLEEN L.",DEMOCRAT,1028,40.35,COUNTY ASSESSOR (DEMOCRATIC)
"MUSSELMAN, SANDRA M.",DEMOCRAT,1520,59.65,COUNTY ASSESSOR (DEMOCRATIC)
"ALBERTI JR., ANDREW ""ANDY""",REPUBLICAN,1037,22.26,COUNTY CLERK (REPUBLICAN)
"MERLINO, SANDRA ""SAM""",REPUBLICAN,2276,48.85,COUNTY CLERK (REPUBLICAN)
"OPATIK, NORMA JEAN",REPUBLICAN,1346,28.89,COUNTY CLERK (REPUBLICAN)
"DEL VECCHIO, NICHOLAS ANTHONY",DEMOCRAT,655,26.43,DISTRICT ATTORNEY (DEMOCRATIC)
"KUNZI, BRIAN T.",DEMOCRAT,1823,73.57,DISTRICT ATTORNEY (DEMOCRATIC)
"BECKETT, BOB",REPUBLICAN,404,8.53,DISTRICT ATTORNEY (REPUBLICAN)
"KENT, RON",REPUBLICAN,1476,31.16,DISTRICT ATTORNEY (REPUBLICAN)
"LORD, NANCY",REPUBLICAN,1390,29.34,DISTRICT ATTORNEY (REPUBLICAN)
"ROOT, MICHAEL",REPUBLICAN,545,11.51,DISTRICT ATTORNEY (REPUBLICAN)
"WATKINS, CHARLES G.",REPUBLICAN,922,19.46,DISTRICT ATTORNEY (REPUBLICAN)
"DORAND-RUDOLF, ROBIN",DEMOCRAT,970,42.64,PUBLIC ADMINISTRATOR (DEMOCRATIC)
"JOKINEN, DONNA J.",DEMOCRAT,1305,57.36,PUBLIC ADMINISTRATOR (DEMOCRATIC)
"BEATTY, DEBORAH",REPUBLICAN,1673,37.24,COUNTY RECORDER (REPUBLICAN)
"FOSTER, BYRON",REPUBLICAN,1781,39.65,COUNTY RECORDER (REPUBLICAN)
"WYRICK, CINDY",REPUBLICAN,1038,23.11,COUNTY RECORDER (REPUBLICAN)
"LACKEY, DARRYL",REPUBLICAN,1609,37.31,COUNTY TREASURER (REPUBLICAN)
"MAHER, MICHAEL W.",REPUBLICAN,2704,62.69,COUNTY TREASURER (REPUBLICAN)
"FORSGREN, EDNA JEAN",NONPARTISAN,720,100.00,SCHOOL BOARD TRUSTEE AREA I (NONPARTISAN)
"FLOYD, MIKE",NONPARTISAN,1070,100.00,SCHOOL BOARD TRUSTEE AREA III (NONPARTISAN)
"GIBSON, THOMAS",NONPARTISAN,250,18.46,SCHOOL BOARD TRUSTEE AREA V (NONPARTISAN)
"LEPISTO, ED",NONPARTISAN,139,10.27,SCHOOL BOARD TRUSTEE AREA V (NONPARTISAN)
"LEWIS, PAMELA",NONPARTISAN,398,29.39,SCHOOL BOARD TRUSTEE AREA V (NONPARTISAN)
"RODRIGUEZ, DAN",NONPARTISAN,246,18.17,SCHOOL BOARD TRUSTEE AREA V (NONPARTISAN)
"SWANGO, MIKE",NONPARTISAN,321,23.71,SCHOOL BOARD TRUSTEE AREA V (NONPARTISAN)
"COBEL, SCOTT",NONPARTISAN,2154,24.57,COUNTY SHERIFF - NYE (NONPARTISAN)
"DEMEO, TONY",NONPARTISAN,4005,45.68,COUNTY SHERIFF - NYE (NONPARTISAN)
"HOLMES, TED",NONPARTISAN,1621,18.49,COUNTY SHERIFF - NYE (NONPARTISAN)
"MIELZYNSKI, RAY ""THE FLAGMAN""",NONPARTISAN,637,7.27,COUNTY SHERIFF - NYE (NONPARTISAN)
"SMITH, GERALD ""BEAR""",NONPARTISAN,351,4.00,COUNTY SHERIFF - NYE (NONPARTISAN)
