candidate,party,votes,percent,office
"MURAD, PAUL",DEMOCRAT,32,10.00,LIEUTENANT GOVERNOR (DEMOCRATIC)
"RANDAZZO, ROBERT S.",DEMOCRAT,25,7.81,LIEUTENANT GOVERNOR (DEMOCRATIC)
"SFERRAZZA, JESSICA",DEMOCRAT,167,52.19,LIEUTENANT GOVERNOR (DEMOCRATIC)
NONE OF THESE CANDIDATES,&nbsp;,55,17.19,LIEUTENANT GOVERNOR (DEMOCRATIC)
"KROLICKI, BRIAN (Incumbent)",REPUBLICAN,578,63.94,LIEUTENANT GOVERNOR (REPUBLICAN)
"WOOLLEN, BARBARA LEE",REPUBLICAN,233,25.77,LIEUTENANT GOVERNOR (REPUBLICAN)
NONE OF THESE CANDIDATES,&nbsp;,93,10.29,LIEUTENANT GOVERNOR (REPUBLICAN)
"DAGANI, GREGORY NANCE",REPUBLICAN,246,27.99,STATE CONTROLLER (REPUBLICAN)
"HERR, BARRY",REPUBLICAN,393,44.71,STATE CONTROLLER (REPUBLICAN)
NONE OF THESE CANDIDATES,&nbsp;,240,27.30,STATE CONTROLLER (REPUBLICAN)
"BARRICK, TRAVIS",REPUBLICAN,424,48.07,ATTORNEY GENERAL (REPUBLICAN)
"HAFTER, JACOB",REPUBLICAN,242,27.44,ATTORNEY GENERAL (REPUBLICAN)
NONE OF THESE CANDIDATES,&nbsp;,216,24.49,ATTORNEY GENERAL (REPUBLICAN)
"FEEST, MARK",NONPARTISAN,188,15.02,"UNIVERSITY BOARD OF REGENTS, DISTRICT 8 (NONPARTISAN)"
"MELCHER, KEVIN C.",NONPARTISAN,301,24.04,"UNIVERSITY BOARD OF REGENTS, DISTRICT 8 (NONPARTISAN)"
"PUCCINELLI, MARGARET",NONPARTISAN,763,60.94,"UNIVERSITY BOARD OF REGENTS, DISTRICT 8 (NONPARTISAN)"
"FERRY, CLIFF",NONPARTISAN,1185,100.00,"STATE BOARD OF EDUCATION, DISTRICT 10 (NONPARTISAN)"
"BULLOCK, DEAN",REPUBLICAN,233,25.44,COUNTY COMM DIST. NO. 2 (CW) (REPUBLICAN)
"CLARK, ART III",REPUBLICAN,181,19.76,COUNTY COMM DIST. NO. 2 (CW) (REPUBLICAN)
"RODABOUGH, KELLY RAY",REPUBLICAN,70,7.64,COUNTY COMM DIST. NO. 2 (CW) (REPUBLICAN)
"ROGERS, LARRY",REPUBLICAN,208,22.71,COUNTY COMM DIST. NO. 2 (CW) (REPUBLICAN)
"SCHMIDT, CHRIS",REPUBLICAN,224,24.45,COUNTY COMM DIST. NO. 2 (CW) (REPUBLICAN)
"ELQUIST, ANGIE M.",REPUBLICAN,661,71.46,DISTRICT ATTORNEY (REPUBLICAN)
"FORGERON, HY",REPUBLICAN,231,24.97,DISTRICT ATTORNEY (REPUBLICAN)
"TANNER, MILO",REPUBLICAN,33,3.57,DISTRICT ATTORNEY (REPUBLICAN)
"CASSELL, CHUCK",NONPARTISAN,186,13.18,SHERIFF - LANDER (NONPARTISAN)
"FLORES, PAT",NONPARTISAN,391,27.71,SHERIFF - LANDER (NONPARTISAN)
"JENNERJOHN, RICH",NONPARTISAN,20,1.42,SHERIFF - LANDER (NONPARTISAN)
"PRAWITZ, CHAD E.",NONPARTISAN,48,3.40,SHERIFF - LANDER (NONPARTISAN)
"UNGER, RON",NONPARTISAN,766,54.29,SHERIFF - LANDER (NONPARTISAN)
"LAKE, MARK",NONPARTISAN,403,29.44,"LANDER COUNTY SCHOOL TRUSTEE, AREA THREE (NONPARTISAN)"
"MCMURTREY, ERIN",NONPARTISAN,182,13.29,"LANDER COUNTY SCHOOL TRUSTEE, AREA THREE (NONPARTISAN)"
"PENOLA, ANNA",NONPARTISAN,784,57.27,"LANDER COUNTY SCHOOL TRUSTEE, AREA THREE (NONPARTISAN)"
"THOMPSON, W. T.",NONPARTISAN,1210,100.00,"LANDER COUNTY SCHOOL TRUSTEE, AREA FOUR (NONPARTISAN)"
"BRICKLEY, PATRICIA",NONPARTISAN,1264,100.00,"LANDER COUNTY HOSPITAL DIST TRUSTEE, SEAT D (NONPARTISAN)"
"LAURITZEN, LINDA",NONPARTISAN,1245,100.00,"LANDER COUNTY HOSPITAL DIST TRUSTEE, SEAT E (NONPARTISAN)"
"LOCKRIDGE, NANCY",NONPARTISAN,1249,100.00,"LANDER COUNTY HOSPITAL DIST TRUSTEE, SEAT F (NONPARTISAN)"
