candidate,party,votes,percent,office
NONE OF THESE CANDIDATES,&nbsp;,457,3.59,LIEUTENANT GOVERNOR
"LAUER, ROB",REPUBLICAN,7430,58.69,SECRETARY OF STATE
"MILLER, ROSS (Incumbent)",DEMOCRAT,3253,25.70,SECRETARY OF STATE
"WAGNER, JOHN",INDEPENDENT AMERICAN,1415,11.18,SECRETARY OF STATE
NONE OF THESE CANDIDATES,&nbsp;,562,4.44,SECRETARY OF STATE
"HAWKINS, MIKE",INDEPENDENT AMERICAN,1445,11.39,STATE TREASURER
"MARSHALL, KATE (Incumbent)",DEMOCRAT,2905,22.90,STATE TREASURER
"MARTIN, STEVEN E.",REPUBLICAN,7758,61.16,STATE TREASURER
NONE OF THESE CANDIDATES,&nbsp;,577,4.55,STATE TREASURER
"HERR, BARRY",REPUBLICAN,7432,58.80,STATE CONTROLLER
"MARKOWITZ, WARREN",INDEPENDENT AMERICAN,1538,12.17,STATE CONTROLLER
"WALLIN, KIM R. (Incumbent)",DEMOCRAT,2912,23.04,STATE CONTROLLER
NONE OF THESE CANDIDATES,&nbsp;,757,5.99,STATE CONTROLLER
"BARRICK, TRAVIS",REPUBLICAN,6926,54.53,ATTORNEY GENERAL
"CORTEZ  MASTO, CATHERINE (Incumbent)",DEMOCRAT,3305,26.02,ATTORNEY GENERAL
"HANSEN, JOEL F.",INDEPENDENT AMERICAN,1980,15.59,ATTORNEY GENERAL
NONE OF THESE CANDIDATES,&nbsp;,491,3.87,ATTORNEY GENERAL
"ELLISON, JOHN",REPUBLICAN,6504,50.94,"STATE ASSEMBLY, DISTRICT 33"
"HANSEN, JANINE",INDEPENDENT AMERICAN,3933,30.81,"STATE ASSEMBLY, DISTRICT 33"
"MCFARLANE, MICHAEL",DEMOCRAT,2330,18.25,"STATE ASSEMBLY, DISTRICT 33"
"HARDESTY, JAMES W. (Incumbent)",NONPARTISAN,9309,79.25,"SUPREME COURT JUSTICE, SEAT A"
NONE OF THESE CANDIDATES,&nbsp;,2438,20.75,"SUPREME COURT JUSTICE, SEAT A"
"PARRAGUIRRE, RONALD D. (Incumbent)",NONPARTISAN,9128,78.10,"SUPREME COURT JUSTICE, SEAT E"
NONE OF THESE CANDIDATES,&nbsp;,2560,21.90,"SUPREME COURT JUSTICE, SEAT E"
"MELCHER, KEVIN C.",NONPARTISAN,6468,53.38,"UNIVERSITY BOARD OF REGENTS, DISTRICT 8"
"PUCCINELLI, MARGARET",NONPARTISAN,5649,46.62,"UNIVERSITY BOARD OF REGENTS, DISTRICT 8"
"EVERHART, JOHN",INDEPENDENT AMERICAN,4043,32.66,"COUNTY COMM, DIST. 2 (CW)"
"MYERS, CHARLIE",REPUBLICAN,8337,67.34,"COUNTY COMM, DIST. 2 (CW)"
"KING, ALLISON",INDEPENDENT AMERICAN,3009,24.49,"COUNTY COMM, DIST. 4 (CW)"
"WILLIAMS, R. JEFF",REPUBLICAN,9277,75.51,"COUNTY COMM, DIST. 4 (CW)"
"TORVINEN, MARK",REPUBLICAN,11293,100.00,DISTRICT ATTORNEY
"RUSSELL, KATRINKA S.",REPUBLICAN,9351,75.35,COUNTY ASSESSOR
"SMITH, MICHAEL LEE",INDEPENDENT AMERICAN,3059,24.65,COUNTY ASSESSOR
"FOSMO, CAROL",REPUBLICAN,9140,73.78,COUNTY CLERK
"MCKNIGHT, WILLIAM R.",INDEPENDENT AMERICAN,3249,26.22,COUNTY CLERK
"ROACH, NATALIE",REPUBLICAN,6018,49.80,COUNTY RECORDER
"SMALES, D. MIKE",REPUBLICAN,6067,50.20,COUNTY RECORDER
"ERICKSON, REBECCA ""BECKY""",REPUBLICAN,11480,100.00,COUNTY TREASURER
"JENKINS, JANYCE",REPUBLICAN,8795,72.66,PUBLIC ADMINISTRATOR
"JENKINS, KAY DAWN",INDEPENDENT AMERICAN,3309,27.34,PUBLIC ADMINISTRATOR
"PITTS, JAMES",NONPARTISAN,6608,53.67,COUNTY SHERIFF
"WELLINGTON, KEN",NONPARTISAN,5704,46.33,COUNTY SHERIFF
"ABEYTA, RUBEN",NONPARTISAN,5047,54.30,"ELKO CIVIC AUDITORIUM, SEAT B"
"VALLINE, TODD",NONPARTISAN,4248,45.70,"ELKO CIVIC AUDITORIUM, SEAT B"
"D'ASTO, DORIS B.",NONPARTISAN,4437,45.81,"ELKO TV BOARD, SEAT A"
"GARDNER, PAUL",NONPARTISAN,5249,54.19,"ELKO TV BOARD, SEAT A"
"LEBARTS, KENT",NONPARTISAN,3691,38.66,"ELKO TV BOARD, SEAT B"
"MYERS, JR., CHARLIE",NONPARTISAN,5857,61.34,"ELKO TV BOARD, SEAT B"
"GUITAR, STEVEN",NONPARTISAN,4197,45.22,"ELKO TV BOARD, SEAT C"
"GUNTER, TYLER R.",NONPARTISAN,5084,54.78,"ELKO TV BOARD, SEAT C"
"ELLIOTT, JAMES E.",NONPARTISAN,4760,50.81,"ELKO TV BOARD, SEAT D"
"KARR, JUANITA",NONPARTISAN,4609,49.19,"ELKO TV BOARD, SEAT D"
"EKLUND, CLIFFORD",NONPARTISAN,270,54.44,CARLIN MAYOR
"LITCHFIELD, LINCOLN",NONPARTISAN,226,45.56,CARLIN MAYOR
"FEASEL, STEVE",NONPARTISAN,328,36.98,"CARLIN COUNCIL MEMBER, 2 SEATS"
"SKINNER, DONNETTA",NONPARTISAN,344,38.78,"CARLIN COUNCIL MEMBER, 2 SEATS"
"TRUJILLO, DAVID J.",NONPARTISAN,215,24.24,"CARLIN COUNCIL MEMBER, 2 SEATS"
"BRODSHO, RICK",NONPARTISAN,143,35.75,WELLS MAYOR
"HUFF, KENNY",NONPARTISAN,257,64.25,WELLS MAYOR
"BERRY, DEAN",NONPARTISAN,17,4.25,"WELLS COUNCIL MEMBER, 1 SEAT"
"HEWETT, BRYAN D.",NONPARTISAN,20,5.00,"WELLS COUNCIL MEMBER, 1 SEAT"
"HOLFORD, MATT",NONPARTISAN,50,12.50,"WELLS COUNCIL MEMBER, 1 SEAT"
"MADISON, TERRY L.",NONPARTISAN,166,41.50,"WELLS COUNCIL MEMBER, 1 SEAT"
"WALZ, LAYLA",NONPARTISAN,147,36.75,"WELLS COUNCIL MEMBER, 1 SEAT"
"BELLIO, BETH",NONPARTISAN,93,6.83,"WEST WENDOVER COUNCIL MEMBER SEATS 1, 2, 5"
"BRIGGS, ROY",NONPARTISAN,176,12.92,"WEST WENDOVER COUNCIL MEMBER SEATS 1, 2, 5"
"CARTER, EMILY",NONPARTISAN,232,17.03,"WEST WENDOVER COUNCIL MEMBER SEATS 1, 2, 5"
"CARTER, JIMMY D.",NONPARTISAN,34,2.50,"WEST WENDOVER COUNCIL MEMBER SEATS 1, 2, 5"
"CHRISTIE, JAMEY",NONPARTISAN,154,11.31,"WEST WENDOVER COUNCIL MEMBER SEATS 1, 2, 5"
"GUTIERREZ, IZZY",NONPARTISAN,178,13.07,"WEST WENDOVER COUNCIL MEMBER SEATS 1, 2, 5"
"LACOMBE, JR., BUDDY",NONPARTISAN,117,8.59,"WEST WENDOVER COUNCIL MEMBER SEATS 1, 2, 5"
"PEREIRA, TONY",NONPARTISAN,83,6.09,"WEST WENDOVER COUNCIL MEMBER SEATS 1, 2, 5"
"RODD, PAUL",NONPARTISAN,16,1.17,"WEST WENDOVER COUNCIL MEMBER SEATS 1, 2, 5"
"ROWLEY II, ALAN",NONPARTISAN,167,12.26,"WEST WENDOVER COUNCIL MEMBER SEATS 1, 2, 5"
"WEYLAND, SCOTT G.",NONPARTISAN,112,8.22,"WEST WENDOVER COUNCIL MEMBER SEATS 1, 2, 5"
