candidate,party,votes,percent,office
"MONTANDON, MICHAEL L.",REPUBLICAN,181,8.89,GOVERNOR (REPUBLICAN)
"SANDOVAL, BRIAN",REPUBLICAN,1098,53.96,GOVERNOR (REPUBLICAN)
NONE OF THESE CANDIDATES,&nbsp;,80,3.93,GOVERNOR (REPUBLICAN)
"GOODMAN, ROBERT E. ""BOB""",DEMOCRAT,88,11.41,LIEUTENANT GOVERNOR (DEMOCRATIC)
"MURAD, PAUL",DEMOCRAT,54,7.00,LIEUTENANT GOVERNOR (DEMOCRATIC)
"RANDAZZO, ROBERT S.",DEMOCRAT,57,7.39,LIEUTENANT GOVERNOR (DEMOCRATIC)
"SFERRAZZA, JESSICA",DEMOCRAT,464,60.18,LIEUTENANT GOVERNOR (DEMOCRATIC)
NONE OF THESE CANDIDATES,&nbsp;,108,14.01,LIEUTENANT GOVERNOR (DEMOCRATIC)
"KROLICKI, BRIAN (Incumbent)",REPUBLICAN,1394,69.56,LIEUTENANT GOVERNOR (REPUBLICAN)
"WOOLLEN, BARBARA LEE",REPUBLICAN,388,19.36,LIEUTENANT GOVERNOR (REPUBLICAN)
NONE OF THESE CANDIDATES,&nbsp;,222,11.08,LIEUTENANT GOVERNOR (REPUBLICAN)
"DAGANI, GREGORY NANCE",REPUBLICAN,481,25.13,STATE CONTROLLER (REPUBLICAN)
"HERR, BARRY",REPUBLICAN,722,37.72,STATE CONTROLLER (REPUBLICAN)
NONE OF THESE CANDIDATES,&nbsp;,711,37.15,STATE CONTROLLER (REPUBLICAN)
"BARRICK, TRAVIS",REPUBLICAN,815,42.14,ATTORNEY GENERAL (REPUBLICAN)
"HAFTER, JACOB",REPUBLICAN,501,25.90,ATTORNEY GENERAL (REPUBLICAN)
NONE OF THESE CANDIDATES,&nbsp;,618,31.95,ATTORNEY GENERAL (REPUBLICAN)
"ANDRUS, DALE E.",REPUBLICAN,95,31.88,"STATE ASSEMBLY, DISTRICT 33 (REPUBLICAN)"
"ELLISON, JOHN",REPUBLICAN,203,68.12,"STATE ASSEMBLY, DISTRICT 33 (REPUBLICAN)"
"FEEST, MARK",NONPARTISAN,467,16.66,"UNIVERSITY BOARD OF REGENTS, DISTRICT 8 (NONPARTISAN)"
"MELCHER, KEVIN C.",NONPARTISAN,822,29.33,"UNIVERSITY BOARD OF REGENTS, DISTRICT 8 (NONPARTISAN)"
"PUCCINELLI, MARGARET",NONPARTISAN,1514,54.01,"UNIVERSITY BOARD OF REGENTS, DISTRICT 8 (NONPARTISAN)"
"FERRY, CLIFF",NONPARTISAN,2504,100.00,"STATE BOARD OF EDUCATION, DISTRICT 10 (NONPARTISAN)"
"ARANT, JOHN",REPUBLICAN,357,17.71,"COUNTY COMMISSION, SEAT E (REPUBLICAN)"
"BROWN, RICH",REPUBLICAN,184,9.13,"COUNTY COMMISSION, SEAT E (REPUBLICAN)"
"DOUGLAS, BILL",REPUBLICAN,78,3.87,"COUNTY COMMISSION, SEAT E (REPUBLICAN)"
"FRENCH, JIM",REPUBLICAN,668,33.13,"COUNTY COMMISSION, SEAT E (REPUBLICAN)"
"HUMMEL, MEL",REPUBLICAN,670,33.23,"COUNTY COMMISSION, SEAT E (REPUBLICAN)"
"KELLER, MARSHALL",REPUBLICAN,59,2.93,"COUNTY COMMISSION, SEAT E (REPUBLICAN)"
"SMITH, RUSSELL",REPUBLICAN,1186,61.67,DISTRICT ATTORNEY (REPUBLICAN)
"STERMITZ, MATT",REPUBLICAN,737,38.33,DISTRICT ATTORNEY (REPUBLICAN)
"DAVIDSON, BOB",NONPARTISAN,153,4.74,SHERIFF - HUMBOLDT (NONPARTISAN)
"KILGORE, ED",NONPARTISAN,2088,64.72,SHERIFF - HUMBOLDT (NONPARTISAN)
"ROREX, ANDY R.",NONPARTISAN,985,30.53,SHERIFF - HUMBOLDT (NONPARTISAN)
"HILL, JOHN",NONPARTISAN,2678,100.00,"SCHOOL BOARD TRUSTEE, SEAT A (NONPARTISAN)"
"BETTERIDGE, BOYD",NONPARTISAN,2603,100.00,"SCHOOL BOARD TRUSTEE, SEAT C (NONPARTISAN)"
"SEELIGER, JOHN",NONPARTISAN,2704,100.00,"SCHOOL BOARD TRUSTEE, SEAT G (NONPARTISAN)"
