candidate,party,votes,percent,office
"MARKOWITZ, WARREN",INDEPENDENT AMERICAN,155,8.32,STATE CONTROLLER
"WALLIN, KIM R. (Incumbent)",DEMOCRAT,823,44.18,STATE CONTROLLER
NONE OF THESE CANDIDATES,&nbsp;,182,9.77,STATE CONTROLLER
"BARRICK, TRAVIS",REPUBLICAN,584,31.21,ATTORNEY GENERAL
"CORTEZ  MASTO, CATHERINE (Incumbent)",DEMOCRAT,1007,53.82,ATTORNEY GENERAL
"HANSEN, JOEL F.",INDEPENDENT AMERICAN,163,8.71,ATTORNEY GENERAL
NONE OF THESE CANDIDATES,&nbsp;,117,6.25,ATTORNEY GENERAL
"GOEDHART, ED (Incumbent)",REPUBLICAN,954,51.48,"STATE ASSEMBLY, DISTRICT 36"
"HIBBLE, RON",DEMOCRAT,736,39.72,"STATE ASSEMBLY, DISTRICT 36"
"VANDERBEEK, DAVID",INDEPENDENT AMERICAN,163,8.80,"STATE ASSEMBLY, DISTRICT 36"
"HARDESTY, JAMES W. (Incumbent)",NONPARTISAN,1305,77.96,"SUPREME COURT JUSTICE, SEAT A"
NONE OF THESE CANDIDATES,&nbsp;,369,22.04,"SUPREME COURT JUSTICE, SEAT A"
"PARRAGUIRRE, RONALD D. (Incumbent)",NONPARTISAN,1283,76.60,"SUPREME COURT JUSTICE, SEAT E"
NONE OF THESE CANDIDATES,&nbsp;,392,23.40,"SUPREME COURT JUSTICE, SEAT E"
"MELCHER, KEVIN C.",NONPARTISAN,709,44.99,"UNIVERSITY BOARD OF REGENTS, DISTRICT 8"
"PUCCINELLI, MARGARET",NONPARTISAN,867,55.01,"UNIVERSITY BOARD OF REGENTS, DISTRICT 8"
"FOWLER, DOROTHY J.",REPUBLICAN,1548,100.00,ASSESSOR
"GEORGE, CHERRIE A.",REPUBLICAN,1036,55.46,CLERK/TREASURER
"MUNGER, STEVE",DEMOCRAT,832,44.54,CLERK/TREASURER
"TIPTON, JERRIE C.",DEMOCRAT,1512,100.00,COUNTY COMM. SEAT C
"HOFERER, CHRISTINE",REPUBLICAN,1547,100.00,RECORDER/AUDITOR
"ROWE, SEAN A.",INDEPENDENT,1537,100.00,DISTRICT ATTORNEY
"BANFIELD, ROBERTA",REPUBLICAN,1510,100.00,PUBLIC ADMINISTRATOR
"DILLARD, MIKE",NONPARTISAN,1270,70.01,SHERIFF
"STROMATT, RICHARD H.",NONPARTISAN,544,29.99,SHERIFF
"DZVONICK, ANDREW ROY",NONPARTISAN,48,21.52,WALKER LAKE WATER DISTRICT -VF 2 4 YR
"HORTON, CHARLES E.",NONPARTISAN,101,45.29,WALKER LAKE WATER DISTRICT -VF 2 4 YR
"SMITH, ALAN J.",NONPARTISAN,74,33.18,WALKER LAKE WATER DISTRICT -VF 2 4 YR
