candidate,party,votes,percent,office
"REID, RORY",DEMOCRAT,35,37.23,GOVERNOR (DEMOCRATIC)
NONE OF THESE CANDIDATES,&nbsp;,32,34.04,GOVERNOR (DEMOCRATIC)
"ATWOOD, TONY",REPUBLICAN,8,1.95,GOVERNOR (REPUBLICAN)
"GIBBONS, JIM (Incumbent)",REPUBLICAN,135,32.93,GOVERNOR (REPUBLICAN)
"LUSAK, STANLEIGH HAROLD",REPUBLICAN,7,1.71,GOVERNOR (REPUBLICAN)
"MONTANDON, MICHAEL L.",REPUBLICAN,36,8.78,GOVERNOR (REPUBLICAN)
"SANDOVAL, BRIAN",REPUBLICAN,193,47.07,GOVERNOR (REPUBLICAN)
NONE OF THESE CANDIDATES,&nbsp;,31,7.56,GOVERNOR (REPUBLICAN)
"GOODMAN, ROBERT E. ""BOB""",DEMOCRAT,22,23.91,LIEUTENANT GOVERNOR (DEMOCRATIC)
"MURAD, PAUL",DEMOCRAT,8,8.70,LIEUTENANT GOVERNOR (DEMOCRATIC)
"RANDAZZO, ROBERT S.",DEMOCRAT,6,6.52,LIEUTENANT GOVERNOR (DEMOCRATIC)
"SFERRAZZA, JESSICA",DEMOCRAT,27,29.35,LIEUTENANT GOVERNOR (DEMOCRATIC)
NONE OF THESE CANDIDATES,&nbsp;,29,31.52,LIEUTENANT GOVERNOR (DEMOCRATIC)
"KROLICKI, BRIAN (Incumbent)",REPUBLICAN,252,62.69,LIEUTENANT GOVERNOR (REPUBLICAN)
"WOOLLEN, BARBARA LEE",REPUBLICAN,75,18.66,LIEUTENANT GOVERNOR (REPUBLICAN)
NONE OF THESE CANDIDATES,&nbsp;,75,18.66,LIEUTENANT GOVERNOR (REPUBLICAN)
"DAGANI, GREGORY NANCE",REPUBLICAN,86,23.18,STATE CONTROLLER (REPUBLICAN)
"HERR, BARRY",REPUBLICAN,136,36.66,STATE CONTROLLER (REPUBLICAN)
NONE OF THESE CANDIDATES,&nbsp;,149,40.16,STATE CONTROLLER (REPUBLICAN)
"BARRICK, TRAVIS",REPUBLICAN,158,41.15,ATTORNEY GENERAL (REPUBLICAN)
"HAFTER, JACOB",REPUBLICAN,101,26.30,ATTORNEY GENERAL (REPUBLICAN)
NONE OF THESE CANDIDATES,&nbsp;,125,32.55,ATTORNEY GENERAL (REPUBLICAN)
"FEEST, MARK",NONPARTISAN,116,22.97,"UNIVERSITY BOARD OF REGENTS, DISTRICT 8 (NONPARTISAN)"
"MELCHER, KEVIN C.",NONPARTISAN,153,30.30,"UNIVERSITY BOARD OF REGENTS, DISTRICT 8 (NONPARTISAN)"
"PUCCINELLI, MARGARET",NONPARTISAN,236,46.73,"UNIVERSITY BOARD OF REGENTS, DISTRICT 8 (NONPARTISAN)"
"FERRY, CLIFF",NONPARTISAN,417,100.00,"STATE BOARD OF EDUCATION, DISTRICT 10 (NONPARTISAN)"
"CUTLER, ROBERT L.",NONPARTISAN,158,27.67,SHERIFF - EUREKA (NONPARTISAN)
"ETTER, LARRY",NONPARTISAN,110,19.26,SHERIFF - EUREKA (NONPARTISAN)
"JONES, KENNETH E.",NONPARTISAN,303,53.06,SHERIFF - EUREKA (NONPARTISAN)
