county,precinct,office,candidate,votes,district
Carson City,107,State House,Robin Williamson,401,40
Carson City,107,State Senate,Cody Quirk,31,
Carson City,107,State Senate,Kevin Ranft,257,
Carson City,107,State Senate,James Settelmeyer,700,
Carson City,107,U.S. House,Russell Best,17,2
Carson City,107,U.S. House,Dean Heller,744,2
Carson City,107,U.S. House,Nancy Price,239,2
Carson City,107,U.S. Senate,Sharron Angle,584,
Carson City,107,U.S. Senate,Scott Ashjian,5,
Carson City,107,U.S. Senate,Tim Fasano,4,
Carson City,107,U.S. Senate,Michael Haines,3,
Carson City,107,U.S. Senate,Jesse Holland,4,
Carson City,107,U.S. Senate,None Of These Candidates,27,
Carson City,107,U.S. Senate,Jeffrey Reeves,0,
Carson City,107,U.S. Senate,Harry Reid,384,
Carson City,107,U.S. Senate,Wil Stand,2,
Carson City,109,Attorney General,Travis Barrick,382,
Carson City,109,Attorney General,Catherine Cortez Masto,490,
Carson City,109,Attorney General,Joel Hansen,93,
Carson City,109,Attorney General,None Of These Candidates,30,
Carson City,109,Governor,David Curtis,7,
Carson City,109,Governor,Eugene Disimone,12,
Carson City,109,Governor,Floyd Fitzgibbons,8,
Carson City,109,Governor,Aaron Honig,3,
Carson City,109,Governor,Lampitt Arthur Forest,3,
Carson City,109,Governor,None Of These Candidates,15,
Carson City,109,Governor,Rory Reid,333,
Carson City,109,Governor,Brian Sandoval,631,
Carson City,109,State House,Pete Livermore,526,40
Carson City,109,State House,Robin Williamson,459,40
Carson City,109,State Senate,Cody Quirk,38,
Carson City,109,State Senate,Kevin Ranft,301,
Carson City,109,State Senate,James Settelmeyer,638,
Carson City,109,U.S. House,Russell Best,37,2
Carson City,109,U.S. House,Dean Heller,673,2
Carson City,109,U.S. House,Nancy Price,284,2
Carson City,109,U.S. Senate,Sharron Angle,498,
Carson City,109,U.S. Senate,Scott Ashjian,9,
Carson City,109,U.S. Senate,Tim Fasano,7,
Carson City,109,U.S. Senate,Michael Haines,5,
Carson City,109,U.S. Senate,Jesse Holland,1,
Carson City,109,U.S. Senate,None Of These Candidates,31,
Carson City,109,U.S. Senate,Jeffrey Reeves,1,
Carson City,109,U.S. Senate,Harry Reid,459,
Carson City,109,U.S. Senate,Wil Stand,0,
Carson City,111,Attorney General,Travis Barrick,307,
Carson City,111,Attorney General,Catherine Cortez Masto,442,
Carson City,111,Attorney General,Joel Hansen,83,
Carson City,111,Attorney General,None Of These Candidates,32,
Carson City,111,Governor,David Curtis,6,
Carson City,111,Governor,Eugene Disimone,14,
Carson City,111,Governor,Floyd Fitzgibbons,17,
Carson City,111,Governor,Aaron Honig,6,
Carson City,111,Governor,Lampitt Arthur Forest,9,
Carson City,111,Governor,None Of These Candidates,29,
Carson City,111,Governor,Rory Reid,313,
Carson City,111,Governor,Brian Sandoval,483,
Carson City,111,State House,Pete Livermore,429,40
Carson City,111,State House,Robin Williamson,418,40
Carson City,111,State Senate,Ben Kieckhefer,520,4
Carson City,111,State Senate,M.K. Yochum,271,4
Carson City,111,U.S. House,Russell Best,57,2
Carson City,111,U.S. House,Dean Heller,505,2
Carson City,111,U.S. House,Nancy Price,283,2
Carson City,111,U.S. Senate,Sharron Angle,387,
Carson City,111,U.S. Senate,Scott Ashjian,13,
Carson City,111,U.S. Senate,Tim Fasano,17,
Carson City,111,U.S. Senate,Michael Haines,8,
Carson City,111,U.S. Senate,Jesse Holland,5,
Carson City,111,U.S. Senate,None Of These Candidates,33,
Carson City,111,U.S. Senate,Jeffrey Reeves,4,
Carson City,111,U.S. Senate,Harry Reid,409,
Carson City,111,U.S. Senate,Wil Stand,3,
Carson City,113,Attorney General,Travis Barrick,361,
Carson City,113,Attorney General,Catherine Cortez Masto,385,
Carson City,113,Attorney General,Joel Hansen,104,
Carson City,113,Attorney General,None Of These Candidates,27,
Carson City,113,Governor,David Curtis,3,
Carson City,113,Governor,Eugene Disimone,7,
Carson City,113,Governor,Floyd Fitzgibbons,10,
Carson City,113,Governor,Aaron Honig,0,
Carson City,113,Governor,Lampitt Arthur Forest,2,
Carson City,113,Governor,None Of These Candidates,34,
Carson City,113,Governor,Rory Reid,257,
Carson City,113,Governor,Brian Sandoval,570,
Carson City,113,State House,Dennis Gomez,209,38
Carson City,113,State House,Tom Grady,604,38
Carson City,113,State Senate,Ben Kieckhefer,613,4
Carson City,113,State Senate,M.K. Yochum,199,4
Carson City,113,U.S. House,Russell Best,21,2
Carson City,113,U.S. House,Dean Heller,606,2
Carson City,113,U.S. House,Nancy Price,242,2
Carson City,113,U.S. Senate,Sharron Angle,487,
Carson City,113,U.S. Senate,Scott Ashjian,10,
Carson City,113,U.S. Senate,Tim Fasano,7,
Carson City,113,U.S. Senate,Michael Haines,5,
Carson City,113,U.S. Senate,Jesse Holland,2,
Carson City,113,U.S. Senate,None Of These Candidates,26,
Carson City,113,U.S. Senate,Jeffrey Reeves,2,
Carson City,113,U.S. Senate,Harry Reid,344,
Carson City,113,U.S. Senate,Wil Stand,3,
Carson City,201,Attorney General,Travis Barrick,210,
Carson City,201,Attorney General,Catherine Cortez Masto,310,
Carson City,201,Attorney General,Joel Hansen,55,
Carson City,201,Attorney General,None Of These Candidates,15,
Carson City,201,Governor,David Curtis,5,
Carson City,201,Governor,Eugene Disimone,4,
Carson City,201,Governor,Floyd Fitzgibbons,11,
Carson City,201,Governor,Aaron Honig,3,
Carson City,201,Governor,Lampitt Arthur Forest,4,
Carson City,201,Governor,None Of These Candidates,18,
Carson City,201,Governor,Rory Reid,215,
Carson City,201,Governor,Brian Sandoval,336,
Carson City,201,State House,Pete Livermore,301,40
Carson City,201,State House,Robin Williamson,287,40
Carson City,201,State Senate,Cody Quirk,29,
Carson City,201,State Senate,Kevin Ranft,212,
Carson City,201,State Senate,James Settelmeyer,342,
Carson City,201,U.S. House,Russell Best,30,2
Carson City,201,U.S. House,Dean Heller,371,2
Carson City,201,U.S. House,Nancy Price,189,2
Carson City,201,U.S. Senate,Sharron Angle,264,
Carson City,201,U.S. Senate,Scott Ashjian,14,
Carson City,201,U.S. Senate,Tim Fasano,5,
Carson City,201,U.S. Senate,Michael Haines,2,
Carson City,201,U.S. Senate,Jesse Holland,2,
Carson City,201,U.S. Senate,None Of These Candidates,21,
Carson City,201,U.S. Senate,Jeffrey Reeves,4,
Carson City,201,U.S. Senate,Harry Reid,282,
Carson City,201,U.S. Senate,Wil Stand,1,
Carson City,203,Attorney General,Travis Barrick,270,
Carson City,203,Attorney General,Catherine Cortez Masto,426,
Carson City,203,Attorney General,Joel Hansen,72,
Carson City,203,Attorney General,None Of These Candidates,27,
Carson City,203,Governor,David Curtis,2,
Carson City,203,Governor,Eugene Disimone,4,
Carson City,203,Governor,Floyd Fitzgibbons,6,
Carson City,203,Governor,Aaron Honig,2,
Carson City,203,Governor,Lampitt Arthur Forest,4,
Carson City,203,Governor,None Of These Candidates,27,
Carson City,203,Governor,Rory Reid,309,
Carson City,203,Governor,Brian Sandoval,448,
Carson City,203,State House,Pete Livermore,368,40
Carson City,203,State House,Robin Williamson,411,40
Carson City,203,State Senate,Cody Quirk,29,
Carson City,203,State Senate,Kevin Ranft,302,
Carson City,203,State Senate,James Settelmeyer,452,
Carson City,203,U.S. House,Russell Best,28,2
Carson City,203,U.S. House,Dean Heller,492,2
Carson City,203,U.S. House,Nancy Price,265,2
Carson City,203,U.S. Senate,Sharron Angle,347,
Carson City,203,U.S. Senate,Scott Ashjian,8,
Carson City,203,U.S. Senate,Tim Fasano,7,
Carson City,203,U.S. Senate,Michael Haines,6,
Carson City,203,U.S. Senate,Jesse Holland,2,
Carson City,203,U.S. Senate,None Of These Candidates,33,
Carson City,203,U.S. Senate,Jeffrey Reeves,1,
Carson City,203,U.S. Senate,Harry Reid,395,
Carson City,203,U.S. Senate,Wil Stand,4,
Carson City,205,Attorney General,Travis Barrick,333,
Carson City,205,Attorney General,Catherine Cortez Masto,453,
Carson City,205,Attorney General,Joel Hansen,63,
Carson City,205,Attorney General,None Of These Candidates,25,
Carson City,205,Governor,David Curtis,4,
Carson City,205,Governor,Eugene Disimone,16,
Carson City,205,Governor,Floyd Fitzgibbons,6,
Carson City,205,Governor,Aaron Honig,2,
Carson City,205,Governor,Lampitt Arthur Forest,1,
Carson City,205,Governor,None Of These Candidates,13,
Carson City,205,Governor,Rory Reid,367,
Carson City,205,Governor,Brian Sandoval,482,
Carson City,205,State House,Pete Livermore,415,40
Carson City,205,State House,Robin Williamson,461,40
Carson City,205,State Senate,Cody Quirk,44,
Carson City,205,State Senate,Kevin Ranft,346,
Carson City,205,State Senate,James Settelmeyer,479,
Carson City,205,U.S. House,Russell Best,26,2
Carson City,205,U.S. House,Dean Heller,541,2
Carson City,205,U.S. House,Nancy Price,303,2
Carson City,205,U.S. Senate,Sharron Angle,381,
Carson City,205,U.S. Senate,Scott Ashjian,16,
Carson City,205,U.S. Senate,Tim Fasano,7,
Carson City,205,U.S. Senate,Michael Haines,1,
Carson City,205,U.S. Senate,Jesse Holland,4,
Carson City,205,U.S. Senate,None Of These Candidates,24,
Carson City,205,U.S. Senate,Jeffrey Reeves,7,
Carson City,205,U.S. Senate,Harry Reid,447,
Carson City,205,U.S. Senate,Wil Stand,4,
Carson City,207,Attorney General,Travis Barrick,278,
Carson City,207,Attorney General,Catherine Cortez Masto,381,
Carson City,207,Attorney General,Joel Hansen,81,
Carson City,207,Attorney General,None Of These Candidates,25,
Carson City,207,Governor,David Curtis,9,
Carson City,207,Governor,Eugene Disimone,16,
Carson City,207,Governor,Floyd Fitzgibbons,14,
Carson City,207,Governor,Aaron Honig,6,
Carson City,207,Governor,Lampitt Arthur Forest,3,
Carson City,207,Governor,None Of These Candidates,23,
Carson City,207,Governor,Rory Reid,252,
Carson City,207,Governor,Brian Sandoval,453,
Carson City,207,State House,Pete Livermore,397,40
Carson City,207,State House,Robin Williamson,369,40
Carson City,207,State Senate,Ben Kieckhefer,465,4
Carson City,207,State Senate,M.K. Yochum,248,4
Carson City,207,U.S. House,Russell Best,41,2
Carson City,207,U.S. House,Dean Heller,470,2
Carson City,207,U.S. House,Nancy Price,242,2
Carson City,207,U.S. Senate,Sharron Angle,369,
Carson City,207,U.S. Senate,Scott Ashjian,12,
Carson City,207,U.S. Senate,Tim Fasano,9,
Carson City,207,U.S. Senate,Michael Haines,3,
Carson City,207,U.S. Senate,Jesse Holland,7,
Carson City,207,U.S. Senate,None Of These Candidates,27,
Carson City,207,U.S. Senate,Jeffrey Reeves,0,
Carson City,207,U.S. Senate,Harry Reid,347,
Carson City,207,U.S. Senate,Wil Stand,3,
Carson City,209,Attorney General,Travis Barrick,188,
Carson City,209,Attorney General,Catherine Cortez Masto,316,
Carson City,209,Attorney General,Joel Hansen,66,
Carson City,209,Attorney General,None Of These Candidates,14,
Carson City,209,Governor,David Curtis,6,
Carson City,209,Governor,Eugene Disimone,12,
Carson City,209,Governor,Floyd Fitzgibbons,15,
Carson City,209,Governor,Aaron Honig,5,
Carson City,209,Governor,Lampitt Arthur Forest,3,
Carson City,209,Governor,None Of These Candidates,11,
Carson City,209,Governor,Rory Reid,208,
Carson City,209,Governor,Brian Sandoval,331,
Carson City,209,State House,Pete Livermore,279,40
Carson City,209,State House,Robin Williamson,301,40
Carson City,209,State Senate,Ben Kieckhefer,348,4
Carson City,209,State Senate,M.K. Yochum,212,4
Carson City,209,U.S. House,Russell Best,38,2
Carson City,209,U.S. House,Dean Heller,359,2
Carson City,209,U.S. House,Nancy Price,179,2
Carson City,209,U.S. Senate,Sharron Angle,239,
Carson City,209,U.S. Senate,Scott Ashjian,18,
Carson City,209,U.S. Senate,Tim Fasano,11,
Carson City,209,U.S. Senate,Michael Haines,6,
Carson City,209,U.S. Senate,Jesse Holland,5,
Carson City,209,U.S. Senate,None Of These Candidates,23,
Carson City,209,U.S. Senate,Jeffrey Reeves,3,
Carson City,209,U.S. Senate,Harry Reid,283,
Carson City,209,U.S. Senate,Wil Stand,1,
Carson City,211,Attorney General,Travis Barrick,116,
Carson City,211,Attorney General,Catherine Cortez Masto,114,
Carson City,211,Attorney General,Joel Hansen,24,
Carson City,211,Attorney General,None Of These Candidates,12,
Carson City,211,Governor,David Curtis,3,
Carson City,211,Governor,Eugene Disimone,6,
Carson City,211,Governor,Floyd Fitzgibbons,5,
Carson City,211,Governor,Aaron Honig,1,
Carson City,211,Governor,Lampitt Arthur Forest,0,
Carson City,211,Governor,None Of These Candidates,5,
Carson City,211,Governor,Rory Reid,76,
Carson City,211,Governor,Brian Sandoval,174,
Carson City,211,State House,Dennis Gomez,74,38
Carson City,211,State House,Tom Grady,177,38
Carson City,211,State Senate,Ben Kieckhefer,185,4
Carson City,211,State Senate,M.K. Yochum,65,4
Carson City,211,U.S. House,Russell Best,10,2
Carson City,211,U.S. House,Dean Heller,183,2
Carson City,211,U.S. House,Nancy Price,74,2
Carson City,211,U.S. Senate,Sharron Angle,141,
Carson City,211,U.S. Senate,Scott Ashjian,4,
Carson City,211,U.S. Senate,Tim Fasano,2,
Carson City,211,U.S. Senate,Michael Haines,2,
Carson City,211,U.S. Senate,Jesse Holland,1,
Carson City,211,U.S. Senate,None Of These Candidates,14,
Carson City,211,U.S. Senate,Jeffrey Reeves,2,
Carson City,211,U.S. Senate,Harry Reid,103,
Carson City,211,U.S. Senate,Wil Stand,1,
Carson City,213,Attorney General,Travis Barrick,205,
Carson City,213,Attorney General,Catherine Cortez Masto,203,
Carson City,213,Attorney General,Joel Hansen,49,
Carson City,213,Attorney General,None Of These Candidates,19,
Carson City,213,Governor,David Curtis,2,
Carson City,213,Governor,Eugene Disimone,12,
Carson City,213,Governor,Floyd Fitzgibbons,9,
Carson City,213,Governor,Aaron Honig,3,
Carson City,213,Governor,Lampitt Arthur Forest,6,
Carson City,213,Governor,None Of These Candidates,17,
Carson City,213,Governor,Rory Reid,137,
Carson City,213,Governor,Brian Sandoval,290,
Carson City,213,State House,Dennis Gomez,127,38
Carson City,213,State House,Tom Grady,317,38
Carson City,213,State Senate,Cody Quirk,24,
Carson City,213,State Senate,Kevin Ranft,127,
Carson City,213,State Senate,James Settelmeyer,317,
Carson City,213,U.S. House,Russell Best,21,2
Carson City,213,U.S. House,Dean Heller,328,2
Carson City,213,U.S. House,Nancy Price,119,2
Carson City,213,U.S. Senate,Sharron Angle,249,
Carson City,213,U.S. Senate,Scott Ashjian,11,
Carson City,213,U.S. Senate,Tim Fasano,5,
Carson City,213,U.S. Senate,Michael Haines,2,
Carson City,213,U.S. Senate,Jesse Holland,2,
Carson City,213,U.S. Senate,None Of These Candidates,31,
Carson City,213,U.S. Senate,Jeffrey Reeves,0,
Carson City,213,U.S. Senate,Harry Reid,173,
Carson City,213,U.S. Senate,Wil Stand,6,
Carson City,301,Attorney General,Travis Barrick,266,
Carson City,301,Attorney General,Catherine Cortez Masto,349,
Carson City,301,Attorney General,Joel Hansen,48,
Carson City,301,Attorney General,None Of These Candidates,21,
Carson City,301,Governor,David Curtis,5,
Carson City,301,Governor,Eugene Disimone,12,
Carson City,301,Governor,Floyd Fitzgibbons,6,
Carson City,301,Governor,Aaron Honig,6,
Carson City,301,Governor,Lampitt Arthur Forest,3,
Carson City,301,Governor,None Of These Candidates,16,
Carson City,301,Governor,Rory Reid,267,
Carson City,301,Governor,Brian Sandoval,373,
Carson City,301,State House,Pete Livermore,353,40
Carson City,301,State House,Robin Williamson,324,40
Carson City,301,State Senate,Cody Quirk,27,
Carson City,301,State Senate,Kevin Ranft,243,
Carson City,301,State Senate,James Settelmeyer,406,
Carson City,301,U.S. House,Russell Best,29,2
Carson City,301,U.S. House,Dean Heller,411,2
Carson City,301,U.S. House,Nancy Price,232,2
Carson City,301,U.S. Senate,Sharron Angle,319,
Carson City,301,U.S. Senate,Scott Ashjian,10,
Carson City,301,U.S. Senate,Tim Fasano,8,
Carson City,301,U.S. Senate,Michael Haines,8,
Carson City,301,U.S. Senate,Jesse Holland,2,
Carson City,301,U.S. Senate,None Of These Candidates,21,
Carson City,301,U.S. Senate,Jeffrey Reeves,4,
Carson City,301,U.S. Senate,Harry Reid,318,
Carson City,301,U.S. Senate,Wil Stand,0,
Carson City,303,Attorney General,Travis Barrick,204,
Carson City,303,Attorney General,Catherine Cortez Masto,376,
Carson City,303,Attorney General,Joel Hansen,60,
Carson City,303,Attorney General,None Of These Candidates,16,
Carson City,303,Governor,David Curtis,6,
Carson City,303,Governor,Eugene Disimone,11,
Carson City,303,Governor,Floyd Fitzgibbons,10,
Carson City,303,Governor,Aaron Honig,6,
Carson City,303,Governor,Lampitt Arthur Forest,4,
Carson City,303,Governor,None Of These Candidates,16,
Carson City,303,Governor,Rory Reid,257,
Carson City,303,Governor,Brian Sandoval,348,
Carson City,303,State House,Pete Livermore,318,40
Carson City,303,State House,Robin Williamson,332,40
Carson City,303,State Senate,Cody Quirk,33,
Carson City,303,State Senate,Kevin Ranft,255,
Carson City,303,State Senate,James Settelmeyer,359,
Carson City,303,U.S. House,Russell Best,24,2
Carson City,303,U.S. House,Dean Heller,401,2
Carson City,303,U.S. House,Nancy Price,226,2
Carson City,303,U.S. Senate,Sharron Angle,298,
Carson City,303,U.S. Senate,Scott Ashjian,10,
Carson City,303,U.S. Senate,Tim Fasano,1,
Carson City,303,U.S. Senate,Michael Haines,3,
Carson City,303,U.S. Senate,Jesse Holland,6,
Carson City,303,U.S. Senate,None Of These Candidates,27,
Carson City,303,U.S. Senate,Jeffrey Reeves,2,
Carson City,303,U.S. Senate,Harry Reid,314,
Carson City,303,U.S. Senate,Wil Stand,3,
Carson City,305,Attorney General,Travis Barrick,362,
Carson City,305,Attorney General,Catherine Cortez Masto,501,
Carson City,305,Attorney General,Joel Hansen,74,
Carson City,305,Attorney General,None Of These Candidates,33,
Carson City,305,Governor,David Curtis,8,
Carson City,305,Governor,Eugene Disimone,13,
Carson City,305,Governor,Floyd Fitzgibbons,7,
Carson City,305,Governor,Aaron Honig,5,
Carson City,305,Governor,Lampitt Arthur Forest,5,
Carson City,305,Governor,None Of These Candidates,24,
Carson City,305,Governor,Rory Reid,330,
Carson City,305,Governor,Brian Sandoval,585,
Carson City,305,State House,Pete Livermore,472,40
Carson City,305,State House,Robin Williamson,489,40
Carson City,305,State Senate,Cody Quirk,48,
Carson City,305,State Senate,Kevin Ranft,318,
Carson City,305,State Senate,James Settelmeyer,597,
Carson City,305,U.S. House,Russell Best,35,2
Carson City,305,U.S. House,Dean Heller,653,2
Carson City,305,U.S. House,Nancy Price,275,2
Carson City,305,U.S. Senate,Sharron Angle,448,
Carson City,305,U.S. Senate,Scott Ashjian,10,
Carson City,305,U.S. Senate,Tim Fasano,10,
Carson City,305,U.S. Senate,Michael Haines,6,
Carson City,305,U.S. Senate,Jesse Holland,2,
Carson City,305,U.S. Senate,None Of These Candidates,52,
Carson City,305,U.S. Senate,Jeffrey Reeves,2,
Carson City,305,U.S. Senate,Harry Reid,443,
Carson City,305,U.S. Senate,Wil Stand,3,
Carson City,307,Attorney General,Travis Barrick,195,
Carson City,307,Attorney General,Catherine Cortez Masto,272,
Carson City,307,Attorney General,Joel Hansen,53,
Carson City,307,Attorney General,None Of These Candidates,18,
Carson City,307,Governor,David Curtis,7,
Carson City,307,Governor,Eugene Disimone,10,
Carson City,307,Governor,Floyd Fitzgibbons,5,
Carson City,307,Governor,Aaron Honig,0,
Carson City,307,Governor,Lampitt Arthur Forest,6,
Carson City,307,Governor,None Of These Candidates,11,
Carson City,307,Governor,Rory Reid,216,
Carson City,307,Governor,Brian Sandoval,289,
Carson City,307,State House,Pete Livermore,259,40
Carson City,307,State House,Robin Williamson,269,40
Carson City,307,State Senate,Ben Kieckhefer,312,4
Carson City,307,State Senate,M.K. Yochum,180,4
Carson City,307,U.S. House,Russell Best,29,2
Carson City,307,U.S. House,Dean Heller,317,2
Carson City,307,U.S. House,Nancy Price,187,2
Carson City,307,U.S. Senate,Sharron Angle,231,
Carson City,307,U.S. Senate,Scott Ashjian,11,
Carson City,307,U.S. Senate,Tim Fasano,9,
Carson City,307,U.S. Senate,Michael Haines,7,
Carson City,307,U.S. Senate,Jesse Holland,1,
Carson City,307,U.S. Senate,None Of These Candidates,20,
Carson City,307,U.S. Senate,Jeffrey Reeves,2,
Carson City,307,U.S. Senate,Harry Reid,263,
Carson City,307,U.S. Senate,Wil Stand,2,
Carson City,309,Attorney General,Travis Barrick,101,
Carson City,309,Attorney General,Catherine Cortez Masto,183,
Carson City,309,Attorney General,Joel Hansen,47,
Carson City,309,Attorney General,None Of These Candidates,16,
Carson City,309,Governor,David Curtis,6,
Carson City,309,Governor,Eugene Disimone,7,
Carson City,309,Governor,Floyd Fitzgibbons,4,
Carson City,309,Governor,Aaron Honig,1,
Carson City,309,Governor,Lampitt Arthur Forest,1,
Carson City,309,Governor,None Of These Candidates,18,
Carson City,309,Governor,Rory Reid,119,
Carson City,309,Governor,Brian Sandoval,199,
Carson City,309,State House,Dennis Gomez,102,38
Carson City,309,State House,Tom Grady,223,38
Carson City,309,State Senate,Cody Quirk,23,
Carson City,309,State Senate,Kevin Ranft,114,
Carson City,309,State Senate,James Settelmeyer,197,
Carson City,309,U.S. House,Russell Best,18,2
Carson City,309,U.S. House,Dean Heller,215,2
Carson City,309,U.S. House,Nancy Price,114,2
Carson City,309,U.S. Senate,Sharron Angle,154,
Carson City,309,U.S. Senate,Scott Ashjian,11,
Carson City,309,U.S. Senate,Tim Fasano,2,
Carson City,309,U.S. Senate,Michael Haines,1,
Carson City,309,U.S. Senate,Jesse Holland,0,
Carson City,309,U.S. Senate,None Of These Candidates,24,
Carson City,309,U.S. Senate,Jeffrey Reeves,0,
Carson City,309,U.S. Senate,Harry Reid,161,
Carson City,309,U.S. Senate,Wil Stand,3,
Carson City,311,Attorney General,Travis Barrick,480,
Carson City,311,Attorney General,Catherine Cortez Masto,504,
Carson City,311,Attorney General,Joel Hansen,102,
Carson City,311,Attorney General,None Of These Candidates,36,
Carson City,311,Governor,David Curtis,9,
Carson City,311,Governor,Eugene Disimone,10,
Carson City,311,Governor,Floyd Fitzgibbons,8,
Carson City,311,Governor,Aaron Honig,3,
Carson City,311,Governor,Lampitt Arthur Forest,8,
Carson City,311,Governor,None Of These Candidates,23,
Carson City,311,Governor,Rory Reid,330,
Carson City,311,Governor,Brian Sandoval,741,
Carson City,311,State House,Dennis Gomez,231,38
Carson City,311,State House,Tom Grady,823,38
Carson City,311,State Senate,Cody Quirk,41,
Carson City,311,State Senate,Kevin Ranft,303,
Carson City,311,State Senate,James Settelmeyer,771,
Carson City,311,U.S. House,Russell Best,39,2
Carson City,311,U.S. House,Dean Heller,817,2
Carson City,311,U.S. House,Nancy Price,258,2
Carson City,311,U.S. Senate,Sharron Angle,657,
Carson City,311,U.S. Senate,Scott Ashjian,12,
Carson City,311,U.S. Senate,Tim Fasano,5,
Carson City,311,U.S. Senate,Michael Haines,4,
Carson City,311,U.S. Senate,Jesse Holland,4,
